ticker,listed,k,date,ex60,ex120,mom_since
456010,20240517,9,20250227,1.2916335711381315,0.33733568379906065,-0.6898954703832753
456010,20240517,12,20250602,-0.41877097601077484,-0.4649222637951228,-0.34041811846689896
145170,20240523,1,20240624,-0.38722308536455585,-0.2745339809066888,-0.4475233562488983
145170,20240523,2,20240723,-0.20831533497310506,-0.20132415281928662,-0.6646571478935308
145170,20240523,3,20240822,0.2271230474395599,-0.14629482054516507,-0.7193372113520183
145170,20240523,6,20241127,-0.40456048687520885,-0.4736780882788062,-0.6716375815265292
145170,20240523,9,20250306,-0.20094755178921797,-0.34079411666019443,-0.787414066631412
477380,20240529,1,20240628,0.08329468696146602,0.1747325189935035,-0.09756097560975607
453450,20240614,1,20240715,-0.2107256837154724,-0.28548033602212475,-0.32626262626262625
453450,20240614,2,20240813,-0.36671385157797876,-0.4742848186548867,-0.31919191919191914
453450,20240614,3,20240912,-0.2819141298417893,-0.3558207310420075,-0.47171717171717176
453450,20240614,6,20241218,-0.11125359323882711,0.23232589069175447,-0.6583838383838384
453450,20240614,9,20250327,0.38393277617216737,0.05995914832400073,-0.6985858585858586
453450,20240614,12,20250701,-0.24544649997940204,-0.5757929861794752,-0.5494949494949495
462510,20240617,1,20240716,-0.04371945816830414,-0.22317509077249797,-0.4289205702647658
462510,20240617,2,20240814,-0.25493608741498,-0.3798207725574585,-0.5238289205702648
462510,20240617,3,20240913,-0.31271359055058934,-0.4389800611589083,-0.40610997963340123
462510,20240617,6,20241219,-0.1242100308048717,-0.2536125819523123,-0.6382892057026477
462510,20240617,9,20250328,-0.17463519279733097,-0.305502419011041,-0.6924643584521385
458870,20240619,1,20240718,0.2527849859782807,0.20822578736439745,-0.4087520259319287
458870,20240619,2,20240819,0.0025813327086499083,0.29000283794415305,-0.41199351701782816
458870,20240619,3,20240920,-0.15911702801556304,0.016185763148750865,-0.1622366288492707
458870,20240619,6,20241223,0.23169775119787284,1.0960946225168626,-0.4277147487844408
458870,20240619,9,20250401,0.9436438283623358,3.461238139635437,-0.29578606158833065
