ticker,name,market,date,fw120,ex_idx,mom12_1,mom63,nh252,dlow252,beta60,rv21_pct,size_pct,amt20_pct,dsh,range120_pct,mdd_path,R1_pct
338840,와이바이오로직스,KOSDAQ,20250516,2.4207077326343382,2.1340247203751437,-0.27138192267502625,0.07493188010899177,-0.39493865030674846,0.4397810218978102,1.194232065679361,0.5953971789161099,0.29547141796585,0.25315515961395696,,0.4174242424242424,-0.25233644859813087,0.6304520222045995
032580,피델릭스,KOSDAQ,20251114,2.3814523184601923,2.129809968542725,-0.13404524600537893,0.005258545135845782,-0.304426925409339,0.05036630036630041,0.2933757657475413,0.06154960173787111,0.024619840695148443,0.011585807385952208,,0.11249086924762601,-0.276595744680851,0.18888042650418888
042700,한미반도체,KOSPI,20231212,2.2252559726962455,2.127978762719586,,0.027923211169284423,,,0.8625961437992296,0.46602658788774004,0.9505169867060561,0.9756277695716395,,0.886449659348978,-0.15072933549432743,
075580,세진중공업,KOSPI,20250324,2.4206798866855523,2.1157685972570386,0.3917444999534553,-0.11599511599511603,-0.31954887218045114,0.2569444444444444,0.20209627617648157,0.17227877838684416,0.6491777603758809,0.6593578700078309,164.0,0.3024740622505986,-0.18604651162790697,0.4371859296482412
161580,필옵틱스,KOSDAQ,20240904,2.116391184573003,2.1105865298189768,0.617224857669997,-0.3306306306306306,-0.5483282674772036,0.7796407185628742,1.469421803566302,0.5291734197730956,0.6110210696920584,0.6831442463533225,101.0,0.8447000821692687,-0.4279749478079332,0.9343696027633851
445680,큐리옥스바이오시스템즈,KOSDAQ,20250728,2.4297520661157024,2.10659960169902,0.90069143097006,0.598360655737705,-0.1235955056179775,1.9017857142857144,0.6293452749641036,0.8439226519337016,0.7562154696132597,0.7175414364640884,17.0,0.966410076976907,-0.3186003683241252,0.7700729927007299
466100,클로봇,KOSDAQ,20241219,2.298217179902755,2.1038463041115802,,,,,,0.65,0.41846153846153844,0.8038461538461539,,,-0.24363636363636365,
353200,대덕전자,KOSPI,20250522,2.6168741355463347,2.1009121126227477,-0.3841378712101271,-0.2820638820638821,-0.41325301204819276,0.13519813519813528,1.466751801353014,0.32621502209131076,0.7709867452135494,0.5905743740795287,,0.5022556390977444,-0.11299435028248583,0.6153846153846154
183300,코미코,KOSDAQ,20251209,2.1669472630477316,2.1007119689300846,1.4525425064367061,0.0810699985527521,-0.2828156753556398,1.6952312225629922,1.578493703135471,0.7412314886983632,0.7583787996882307,0.7957911145752143,36.0,0.831496062992126,-0.2936153726948706,0.9252873563218391
031980,피에스케이홀딩스,KOSDAQ,20231211,2.130081300813008,2.092989118282306,,-0.10630630630630633,,,1.2638629514765938,0.8581979320531757,0.7112259970457903,0.827178729689808,,0.7498110355253212,-0.1551020408163265,
