rank,ticker,market,wu_score,n_universe,wu_b_score,wu_b_rank,name,sector,v3_bucket,mcap_조,lv63,nh252_%,mom12_%,r20d_%,amt20_억,foreign_5d_억,foreign_20d_억,inst_5d_억,inst_20d_억,top50,top10pct
810,024740,KOSDAQ,1.648,1212,0.938,703.0,한일단조,자동차·부품,WAIT,0.07,0.0434,-47.3,7.1,-8.4,10.0,0.9,-7.7,0.0,0.0,0,0
811,014940,KOSDAQ,1.647,1212,0.567,1001.0,오리엔탈정공,기계·장비,WAIT,0.22,0.0411,-61.6,-5.9,-3.2,13.9,5.1,17.7,-0.0,-0.7,0,0
812,189330,KOSDAQ,1.647,1212,1.449,181.0,씨이랩,출판·SW,,0.09,0.0946,-15.6,10.1,17.4,17.0,-5.3,-24.6,0.0,-0.6,0,0
813,003220,KOSPI,1.645,1212,0.852,793.0,대원제약,제약·바이오,WATCH,0.18,0.0524,-41.4,-16.1,-35.7,15.0,3.6,2.0,0.0,-0.2,0,0
814,389650,KOSDAQ,1.645,1212,0.677,915.0,넥스트바이오메디컬,의료·정밀·광학,,0.33,0.0537,-58.8,3.0,2.3,23.8,-6.8,-36.4,9.2,45.6,0,0
815,142210,KOSDAQ,1.644,1212,1.144,466.0,유니트론텍,도매,WATCH,0.12,0.0625,-35.4,5.3,-11.9,20.1,-6.6,-2.2,-0.0,0.2,0,0
816,389500,KOSDAQ,1.638,1212,1.038,598.0,에스비비테크,기계·장비,EXCLUDE,0.26,0.075,-64.0,160.0,-31.0,53.8,27.8,59.1,-51.5,-48.6,0,0
817,405100,KOSDAQ,1.638,1212,0.916,728.0,큐알티,전문서비스,OBSERVE,0.14,0.0526,-49.4,10.7,-16.9,7.8,-0.2,-3.8,-2.1,-2.4,0,0
818,230240,KOSDAQ,1.637,1212,1.015,622.0,에치에프알,반도체·전자부품,OBSERVE,0.23,0.0695,-54.4,50.8,-31.6,50.5,8.2,131.0,-10.2,-43.8,0,0
819,124500,KOSDAQ,1.636,1212,0.719,889.0,아이티센글로벌,IT서비스,WATCH,0.51,0.0627,-69.5,32.3,-45.2,136.2,-35.1,-162.0,9.9,459.5,0,0
820,035510,KOSPI,1.633,1212,0.588,988.0,신세계 I&C,IT서비스,WAIT,0.18,0.039,-47.1,-33.5,-12.7,14.3,3.9,2.1,-0.1,-6.5,0,0
821,018000,KOSDAQ,1.633,1212,0.617,964.0,유니슨,기계·장비,,0.24,0.046,-45.0,-35.9,4.5,58.0,-2.0,-24.0,-8.7,-9.7,0,0
822,017900,KOSPI,1.633,1212,1.067,563.0,광전자,반도체·전자부품,OBSERVE,0.35,0.1297,-66.4,338.0,-23.1,315.1,10.5,-41.0,0.7,0.5,0,0
823,084990,KOSDAQ,1.628,1212,1.01,632.0,헬릭스미스,지주·전문서비스,EXCLUDE,0.19,0.0639,-57.2,63.5,-12.0,10.7,1.0,10.0,-0.1,-0.9,0,0
824,100090,KOSPI,1.626,1212,0.643,944.0,SK오션플랜트,철강·1차금속,WATCH,0.94,0.0663,-50.1,-17.8,5.4,353.7,49.4,-195.9,26.8,9.0,0,0
825,900290,KOSDAQ,1.626,1212,0.712,893.0,GRT,금융(은행),WATCH,0.22,0.05,-61.6,12.9,-8.8,23.0,-4.9,-49.0,-15.8,-37.2,0,0
826,226400,KOSDAQ,1.624,1212,0.652,936.0,오스테오닉,의료·정밀·광학,,0.09,0.0339,-45.9,-27.2,4.9,5.5,0.1,-6.3,0.2,-2.6,0,0
827,439960,KOSDAQ,1.623,1212,,,코스모로보틱스,,,0.44,0.1419,,,-43.4,557.9,35.3,38.1,0.0,-206.0,0,0
828,047770,KOSDAQ,1.622,1212,1.199,412.0,코데즈컴바인,의복,WAIT,0.11,0.0666,-47.4,61.1,6.1,51.5,0.5,-22.1,0.0,-0.0,0,0
829,290740,KOSDAQ,1.618,1212,0.914,732.0,액트로,반도체·전자부품,OBSERVE,0.09,0.0465,-71.7,130.6,-20.5,6.1,-1.4,-4.0,0.2,2.6,0,0
830,456160,KOSDAQ,1.617,1212,0.563,1004.0,지투지바이오,제약·바이오,,0.59,0.057,-70.0,,-20.6,81.8,-65.7,157.1,7.6,-137.4,0,0
831,100840,KOSPI,1.614,1212,0.497,1045.0,SNT에너지,기계·장비,WAIT,0.55,0.0522,-58.6,-16.8,-13.5,42.6,4.5,32.0,-6.0,-65.0,0,0
832,060260,KOSDAQ,1.613,1212,1.031,605.0,뉴보텍,고무·플라스틱,,0.02,0.0459,-12.4,-43.6,49.2,8.7,-2.6,-5.4,1.4,13.9,0,0
833,092190,KOSDAQ,1.611,1212,1.071,558.0,서울바이오시스,반도체·전자부품,WATCH,0.3,0.0982,-63.3,210.5,-28.3,23.9,1.9,84.3,0.0,-0.3,0,0
834,067370,KOSDAQ,1.611,1212,1.177,439.0,선바이오,제약·바이오,,0.08,0.0598,-22.8,-14.1,13.1,6.7,-0.3,-2.2,0.0,0.0,0,0
835,001260,KOSPI,1.609,1212,1.188,425.0,남광토건,건설,,0.12,0.0687,0.0,-25.1,69.2,65.7,-8.7,-14.0,1.8,1.8,0,0
836,308430,KOSDAQ,1.609,1212,0.65,938.0,셀비온,제약·바이오,EXCLUDE,0.21,0.0469,-58.9,0.0,-5.8,6.7,-1.2,-16.7,1.9,14.2,0,0
837,011930,KOSPI,1.608,1212,0.891,756.0,신성이엔지,반도체·전자부품,WATCH,0.36,0.0733,-58.6,38.8,-7.8,88.8,-26.2,-81.1,-0.8,3.6,0,0
838,361610,KOSPI,1.606,1212,0.409,1082.0,SK아이이테크놀로지,전기장비,EXCLUDE,1.29,0.0546,-54.1,-37.0,-5.1,38.9,9.5,7.1,2.5,-12.2,0,0
839,005860,KOSDAQ,1.606,1212,0.573,999.0,한일사료,식료품,WAIT,0.09,0.03,-49.0,-28.7,-7.5,13.7,1.0,-5.4,0.0,-0.1,0,0
840,297890,KOSDAQ,1.602,1212,0.748,872.0,HB솔루션,기계·장비,WAIT,0.12,0.0439,-42.8,-23.8,-1.1,6.3,-0.2,-5.5,0.0,0.1,0,0
841,212710,KOSDAQ,1.6,1212,1.185,430.0,아이에스티이,반도체·전자부품,,0.09,0.0639,-32.9,5.1,5.3,19.1,-1.8,-12.1,4.5,3.7,0,0
842,025860,KOSPI,1.599,1212,0.614,969.0,남해화학,화학,WAIT,0.28,0.0502,-51.5,-17.9,-8.1,18.1,2.6,-20.8,-8.2,-10.7,0,0
843,035890,KOSDAQ,1.594,1212,0.63,954.0,서희건설,건설,,0.52,0.0604,-43.7,-37.4,6.4,26.9,-4.2,-5.3,3.7,14.7,0,0
844,036010,KOSDAQ,1.59,1212,1.258,344.0,아비코전자,반도체·전자부품,OBSERVE,0.09,0.0718,-47.7,97.1,-24.5,46.9,14.8,-27.2,-16.4,-15.5,0,0
845,452280,KOSDAQ,1.59,1212,1.096,529.0,한선엔지니어링,금속가공,WATCH,0.24,0.0894,-63.0,250.7,-39.7,82.1,-39.6,137.6,1.0,-204.0,0,0
846,119830,KOSDAQ,1.59,1212,1.04,593.0,아이텍,전문서비스,WATCH,0.15,0.0634,-42.7,8.0,-10.6,18.9,-4.6,-29.8,0.9,2.6,0,0
847,078130,KOSDAQ,1.588,1212,0.612,971.0,국일제지,펄프·종이,,0.44,0.0573,-50.8,-20.1,17.2,8.3,-1.8,-7.8,2.7,19.2,0,0
848,001250,KOSPI,1.586,1212,0.878,762.0,GS글로벌,도매,WAIT,0.22,0.0621,-49.9,7.9,-3.6,48.0,-22.1,-63.2,0.0,-4.0,0,0
849,010820,KOSPI,1.585,1212,0.981,658.0,퍼스텍,금속가공,WATCH,0.29,0.0788,-63.8,108.6,-22.0,114.4,34.4,-7.0,-0.8,-6.0,0,0
850,008730,KOSPI,1.579,1212,0.28,1130.0,율촌화학,고무·플라스틱,WAIT,0.38,0.0383,-60.0,-42.1,-4.9,16.3,13.4,40.0,-12.3,-61.6,0,0
851,004310,KOSPI,1.579,1212,0.89,757.0,현대약품,제약·바이오,WATCH,0.16,0.0568,-65.1,67.3,-9.3,535.2,23.8,-110.0,0.8,-1.5,0,0
852,451760,KOSDAQ,1.576,1212,0.9,747.0,컨텍,IT서비스,EXCLUDE,0.15,0.0564,-61.3,50.0,-30.3,22.9,3.5,60.5,-4.8,-22.4,0,0
853,489500,KOSDAQ,1.576,1212,0.857,784.0,엘케이켐,화학,OBSERVE,0.13,0.052,-59.8,33.6,-17.4,11.2,0.3,9.6,1.6,3.6,0,0
854,095500,KOSDAQ,1.575,1212,0.893,755.0,미래나노텍,고무·플라스틱,,0.25,0.066,-41.2,-12.7,21.1,48.7,-1.4,-10.9,-1.3,-1.4,0,0
855,403850,KOSDAQ,1.566,1212,0.532,1025.0,더핑크퐁컴퍼니,미디어·엔터,WAIT,0.15,0.0376,-74.2,,2.0,8.0,5.0,11.2,-0.4,-2.2,0,0
856,126640,KOSDAQ,1.564,1212,1.259,343.0,화신정공,자동차·부품,WAIT,0.14,0.0987,-44.1,57.1,50.3,579.1,-2.7,-51.0,-0.8,-0.3,0,0
857,484590,KOSDAQ,1.563,1212,0.577,997.0,삼양컴텍,금속가공,OBSERVE,0.28,0.0498,-68.6,,-6.9,36.9,3.0,-1.7,4.7,-26.3,0,0
858,425040,KOSDAQ,1.56,1212,1.044,591.0,티이엠씨,화학,WATCH,0.22,0.0792,-63.9,173.0,-35.9,118.6,32.1,89.3,-0.5,0.4,0,0
859,047310,KOSDAQ,1.557,1212,0.656,935.0,파워로직스,전기장비,OBSERVE,0.12,0.0403,-50.8,-16.3,-13.4,8.0,0.7,3.5,-0.0,0.0,0,0
860,147830,KOSDAQ,1.556,1212,0.963,682.0,제룡산업,금속가공,WAIT,0.14,0.0606,-48.4,13.4,-1.0,18.2,-12.2,-12.1,1.0,1.9,0,0
861,044490,KOSDAQ,1.555,1212,0.699,899.0,태웅,금속가공,WAIT,0.55,0.0697,-52.9,-7.5,-5.1,75.6,-14.8,-137.9,16.6,60.5,0,0
862,475580,KOSDAQ,1.553,1212,0.625,956.0,에이럭스,기타제조,EXCLUDE,0.11,0.0377,-46.0,-30.6,3.3,8.8,-2.5,-16.2,0.5,0.0,0,0
863,126730,KOSDAQ,1.55,1212,1.197,414.0,코칩,반도체·전자부품,WAIT,0.14,0.0819,-49.9,89.8,-27.0,140.1,-3.9,1.8,2.0,2.0,0,0
864,217190,KOSDAQ,1.547,1212,1.13,488.0,제너셈,기계·장비,,0.07,0.0599,-42.3,18.3,8.5,13.5,6.6,-10.0,0.1,0.0,0,0
865,010100,KOSPI,1.546,1212,0.699,900.0,한국무브넥스,자동차·부품,WAIT,0.11,0.0429,-49.2,-14.8,1.0,7.9,1.8,4.0,0.5,-10.2,0,0
866,451220,KOSDAQ,1.545,1212,1.116,505.0,아이엠티,기계·장비,WATCH,0.08,0.0606,-43.3,18.8,-7.7,17.5,1.2,29.0,0.0,-0.4,0,0
867,002230,KOSDAQ,1.542,1212,0.699,901.0,피에스텍,의료·정밀·광학,OBSERVE,0.09,0.0395,-70.6,31.0,-9.4,5.5,0.2,0.8,-0.0,-0.0,0,0
868,101170,KOSDAQ,1.541,1212,0.92,724.0,우림피티에스,기계·장비,WAIT,0.1,0.0529,-65.8,93.5,-13.2,9.5,0.2,24.9,0.2,-0.5,0,0
869,008420,KOSPI,1.538,1212,1.045,590.0,문배철강,철강·1차금속,,0.05,0.0523,-30.6,-16.1,13.7,19.2,2.4,-3.5,-0.2,-1.1,0,0
870,046970,KOSDAQ,1.536,1212,1.091,534.0,우리로,도매,OBSERVE,0.22,0.0927,-65.1,371.1,-19.2,240.7,4.9,-31.9,1.5,1.5,0,0
871,092790,KOSPI,1.536,1212,0.845,800.0,넥스틸,철강·1차금속,WATCH,0.3,0.0716,-47.6,-4.6,-18.0,94.9,25.4,8.3,-1.3,-3.8,0,0
872,053300,KOSDAQ,1.535,1212,0.374,1098.0,한국정보인증,출판·SW,WATCH,0.18,0.034,-53.0,-47.7,-11.2,8.3,4.1,-5.4,-0.4,23.7,0,0
873,078150,KOSDAQ,1.534,1212,0.969,678.0,HB테크놀러지,기계·장비,OBSERVE,0.19,0.0699,-57.7,52.0,-23.5,60.3,-9.4,-25.0,0.0,0.0,0,0
874,486990,KOSDAQ,1.534,1212,0.657,932.0,노타,출판·SW,EXCLUDE,0.45,0.0635,-62.9,,-30.2,59.9,-24.7,0.9,-0.2,-87.9,0,0
875,125490,KOSDAQ,1.534,1212,0.623,958.0,한라캐스트,자동차·부품,OBSERVE,0.31,0.056,-64.8,,-21.8,88.2,-6.2,-97.7,5.2,138.9,0,0
876,251370,KOSDAQ,1.532,1212,0.93,712.0,와이엠티,화학,WAIT,0.18,0.0645,-54.8,31.2,-17.3,15.9,3.8,-5.4,-4.6,-8.8,0,0
877,066430,KOSDAQ,1.532,1212,1.36,252.0,아이로보틱스,도매,WATCH,0.09,0.1015,-46.7,166.0,-46.4,205.2,-3.6,29.9,0.0,0.0,0,0
878,332570,KOSDAQ,1.531,1212,1.003,640.0,PS일렉트로닉스,반도체·전자부품,WATCH,0.23,0.0789,-65.2,155.1,-39.7,87.0,1.9,152.3,-0.4,-1.2,0,0
879,456010,KOSDAQ,1.531,1212,1.032,602.0,아이씨티케이,반도체·전자부품,,0.24,0.0893,-53.9,51.7,-26.3,83.3,-2.4,-15.9,0.2,-13.2,0,0
880,053700,KOSDAQ,1.529,1212,0.776,858.0,삼보모터스,자동차·부품,WATCH,0.1,0.0461,-58.1,13.6,-15.2,11.5,0.2,3.8,0.6,-8.4,0,0
881,306620,KOSDAQ,1.528,1212,1.11,513.0,지아이에스,기계·장비,WATCH,0.11,0.067,-40.8,12.3,-5.1,40.9,-8.0,-19.9,0.7,9.3,0,0
882,200670,KOSDAQ,1.527,1212,0.165,1155.0,휴메딕스,제약·바이오,,0.3,0.0325,-64.3,-55.6,10.9,9.8,-0.4,-15.4,9.4,32.3,0,0
883,264660,KOSDAQ,1.527,1212,0.888,758.0,씨앤지하이테크,기계·장비,WATCH,0.12,0.0549,-49.5,7.7,-3.1,9.5,-7.8,-21.8,0.0,-0.1,0,0
884,490470,KOSDAQ,1.526,1212,0.71,894.0,세미파이브,연구개발,EXCLUDE,0.67,0.0778,-59.5,,-26.3,128.3,47.4,395.4,-85.1,-337.0,0,0
885,328130,KOSDAQ,1.526,1212,0.301,1123.0,루닛,출판·SW,,0.83,0.0506,-58.8,-41.6,-23.2,75.2,-19.6,33.7,11.6,-194.2,0,0
886,254490,KOSDAQ,1.522,1212,0.986,654.0,미래반도체,도매,WATCH,0.25,0.0823,-59.7,69.4,-22.0,47.3,-1.7,31.9,0.0,-100.4,0,0
887,285490,KOSDAQ,1.521,1212,0.427,1072.0,노바텍,기타제조,WAIT,0.12,0.032,-60.8,-20.1,-11.2,6.3,0.2,7.3,0.5,2.2,0,0
888,125020,KOSDAQ,1.52,1212,1.03,607.0,티씨머티리얼즈,전기장비,WAIT,0.18,0.0743,-46.6,17.5,-19.9,62.7,-7.3,-38.8,-0.4,9.0,0,0
889,232680,KOSDAQ,1.517,1212,1.047,588.0,라온로보틱스,기계·장비,WATCH,0.13,0.0663,-58.0,92.5,-28.9,23.6,-5.8,17.6,0.0,-47.8,0,0
890,004440,KOSPI,1.517,1212,0.933,708.0,삼일씨엔에스,비금속광물(시멘트·유리),,0.08,0.051,-42.3,-6.8,36.2,18.4,-3.5,-13.5,0.0,0.0,0,0
891,036170,KOSDAQ,1.515,1212,1.09,536.0,에이치엠넥스,반도체·전자부품,WATCH,0.18,0.0847,-65.7,421.6,-44.0,44.0,4.0,47.0,0.2,3.1,0,0
892,126700,KOSDAQ,1.514,1212,0.555,1009.0,하이비젼시스템,의료·정밀·광학,EXCLUDE,0.15,0.0412,-52.3,-22.1,-7.8,14.9,-4.0,-27.7,1.4,-8.9,0,0
893,352480,KOSDAQ,1.512,1212,0.287,1126.0,씨앤씨인터내셔널,화학,,0.27,0.0371,-59.6,-42.2,3.9,8.0,-3.3,-15.8,1.2,26.7,0,0
894,199430,KOSDAQ,1.507,1212,0.807,835.0,케이엔알시스템,의료·정밀·광학,EXCLUDE,0.13,0.0524,-72.1,63.7,-22.2,5.2,0.2,14.4,0.0,-0.2,0,0
895,017000,KOSDAQ,1.499,1212,1.055,577.0,신원종합개발,건설,,0.03,0.0537,-28.3,-18.1,22.0,17.4,-8.1,-7.8,-0.2,-0.2,0,0
896,026150,KOSDAQ,1.496,1212,0.64,950.0,특수건설,건설,,0.08,0.0375,-40.8,-45.6,16.6,10.4,-4.9,-2.3,0.0,-0.8,0,0
897,445090,KOSDAQ,1.494,1212,0.843,804.0,에이직랜드,반도체·전자부품,EXCLUDE,0.21,0.0641,-44.0,-12.3,-21.1,28.4,-2.8,5.8,-4.1,4.5,0,0
898,376300,KOSDAQ,1.494,1212,0.154,1158.0,디어유,출판·SW,,0.53,0.0404,-64.3,-60.7,6.5,17.6,-12.0,-16.3,9.0,0.4,0,0
899,474170,KOSDAQ,1.491,1212,0.746,874.0,루미르,조선·기타운송,WATCH,0.13,0.0504,-65.9,31.4,-25.0,13.8,3.2,15.4,-0.5,-4.3,0,0
900,122350,KOSDAQ,1.491,1212,1.331,276.0,삼기,자동차·부품,,0.07,0.0863,-6.7,-10.3,98.5,97.9,-21.9,-23.5,-2.9,-1.3,0,0
901,102120,KOSDAQ,1.491,1212,0.688,907.0,어보브반도체,반도체·전자부품,WATCH,0.14,0.0483,-48.5,-17.0,-14.3,16.7,-6.2,-17.4,0.6,0.2,0,0
902,065450,KOSDAQ,1.491,1212,0.643,945.0,빅텍,의료·정밀·광학,WAIT,0.09,0.0397,-51.8,-15.3,-8.2,21.7,-1.8,-24.4,0.2,0.2,0,0
903,038110,KOSDAQ,1.488,1212,0.507,1041.0,에코플라스틱,자동차·부품,BUY,0.08,0.0317,-53.1,-25.1,-9.2,7.4,2.0,3.7,-0.4,-0.5,0,0
904,091440,KOSDAQ,1.478,1212,0.996,644.0,한울소재과학,반도체·전자부품,,0.08,0.0583,-28.4,-24.3,28.6,9.4,-2.6,-3.3,-1.1,-1.1,0,0
905,192650,KOSPI,1.477,1212,0.617,966.0,드림텍,반도체·전자부품,WAIT,0.3,0.0582,-48.0,-25.5,5.9,43.5,-9.7,-25.7,-0.0,-19.7,0,0
906,115450,KOSDAQ,1.477,1212,0.335,1113.0,HLB테라퓨틱스,도매,EXCLUDE,0.2,0.0365,-53.9,-56.3,-8.9,7.9,1.0,-10.2,0.0,-0.3,0,0
907,085670,KOSDAQ,1.477,1212,0.721,888.0,뉴프렉스,반도체·전자부품,WAIT,0.08,0.0433,-52.2,-6.8,-8.3,6.3,-2.1,-12.5,0.0,-0.1,0,0
908,317770,KOSDAQ,1.476,1212,0.704,897.0,엑스페릭스,반도체·전자부품,,0.09,0.044,-40.0,-37.3,-1.2,6.2,-1.2,-6.2,0.2,-0.1,0,0
909,336570,KOSDAQ,1.474,1212,0.432,1069.0,원텍,의료·정밀·광학,WATCH,0.52,0.0557,-56.5,-28.6,-17.6,71.4,-4.1,71.1,36.0,-150.0,0,0
910,354320,KOSDAQ,1.473,1212,0.941,701.0,알멕,철강·1차금속,WATCH,0.19,0.0718,-71.2,153.4,-46.3,53.8,-19.5,243.6,7.2,-171.8,0,0
911,314130,KOSDAQ,1.47,1212,0.956,687.0,지놈앤컴퍼니,제약·바이오,EXCLUDE,0.16,0.0689,-64.3,100.0,-26.5,25.5,4.4,34.8,-0.2,-1.7,0,0
912,488900,KOSDAQ,1.47,1212,0.543,1020.0,비츠로넥스텍,조선·기타운송,EXCLUDE,0.24,0.0503,-72.5,,-21.6,7.8,1.5,15.7,-0.7,-4.2,0,0
913,394420,KOSDAQ,1.469,1212,,,리센스메디컬,의료·정밀·광학,EXCLUDE,0.19,0.0784,,,-7.7,49.8,-21.2,-52.0,-14.2,-6.2,0,0
914,092200,KOSPI,1.468,1212,0.912,734.0,디아이씨,자동차·부품,OBSERVE,0.18,0.0673,-68.8,110.2,-54.9,88.0,3.8,19.2,0.3,-4.7,0,0
915,264850,KOSDAQ,1.468,1212,0.856,785.0,이랜시스,반도체·전자부품,WAIT,0.13,0.0575,-53.4,13.8,-21.2,13.5,2.2,22.1,0.0,0.5,0,0
916,012200,KOSPI,1.467,1212,1.144,465.0,계양전기,기계·장비,EXCLUDE,0.13,0.0851,-61.8,362.3,-23.5,100.0,0.7,-7.6,0.1,-5.6,0,0
917,123330,KOSDAQ,1.466,1212,0.693,904.0,제닉,화학,,0.2,0.0558,-38.1,-44.4,21.2,44.8,-11.8,-8.1,36.2,72.9,0,0
918,045390,KOSDAQ,1.466,1212,0.414,1080.0,대아티아이,전기장비,WATCH,0.19,0.0406,-51.9,-43.9,-7.5,21.9,2.0,-0.8,-0.2,0.6,0,0
919,417500,KOSDAQ,1.466,1212,0.797,841.0,제이아이테크,화학,WATCH,0.11,0.0509,-45.9,-13.0,8.8,8.5,-3.3,-2.6,0.0,2.6,0,0
920,474610,KOSDAQ,1.464,1212,1.111,511.0,RF시스템즈,금속가공,WAIT,0.1,0.0713,-56.4,113.4,-19.0,35.1,-1.0,-26.8,1.0,4.5,0,0
921,017510,KOSDAQ,1.462,1212,0.817,822.0,세명전기,금속가공,WAIT,0.12,0.0538,-53.5,9.5,-6.4,23.0,-14.4,-26.5,-0.0,0.6,0,0
922,357880,KOSDAQ,1.461,1212,1.022,615.0,SKAI,출판·SW,EXCLUDE,0.14,0.072,-55.8,58.2,-44.1,88.6,1.0,-5.1,0.0,-0.9,0,0
923,053260,KOSDAQ,1.457,1212,1.173,441.0,금강철강,철강·1차금속,,0.09,0.0759,-35.0,7.1,9.2,42.3,0.9,4.5,0.0,0.0,0,0
924,424870,KOSDAQ,1.455,1212,0.421,1077.0,이뮨온시아,지주·전문서비스,EXCLUDE,0.31,0.0494,-77.2,-5.2,-14.4,19.5,11.6,69.5,-0.2,-78.5,0,0
925,361390,KOSDAQ,1.454,1212,0.553,1012.0,제노코,반도체·전자부품,EXCLUDE,0.14,0.0437,-58.6,-11.6,-11.5,12.5,-1.3,10.7,0.3,-9.1,0,0
926,388790,KOSDAQ,1.452,1212,1.174,440.0,라이콤,반도체·전자부품,WATCH,0.13,0.1028,-52.6,113.0,-38.3,184.3,5.4,95.4,-1.3,-16.0,0,0
927,340450,KOSDAQ,1.452,1212,0.463,1058.0,지씨지놈,전문서비스,,0.11,0.036,-49.8,-43.9,-2.8,7.0,2.9,-6.5,0.1,-1.9,0,0
928,065350,KOSDAQ,1.451,1212,0.205,1148.0,신성델타테크,전기장비,OBSERVE,0.81,0.0494,-63.0,-47.1,-23.3,62.5,27.0,143.9,13.4,-6.6,0,0
929,475400,KOSDAQ,1.45,1212,0.644,943.0,씨메스로보틱스,기계·장비,EXCLUDE,0.21,0.0542,-59.3,0.0,-28.1,11.1,4.2,9.2,-4.8,-1.0,0,0
930,067080,KOSDAQ,1.449,1212,0.42,1078.0,대화제약,제약·바이오,WAIT,0.17,0.0394,-60.4,-20.9,-12.5,10.3,-12.6,21.5,-0.0,-46.2,0,0
931,025980,KOSDAQ,1.447,1212,0.147,1162.0,아난티,숙박·음식,WATCH,0.39,0.0384,-65.0,-57.7,-10.7,44.0,-6.4,-44.5,4.6,20.0,0,0
932,321370,KOSDAQ,1.445,1212,1.088,541.0,센서뷰,반도체·전자부품,,0.11,0.0723,-56.6,105.6,-29.2,41.2,2.0,1.4,-0.6,-2.7,0,0
933,203650,KOSDAQ,1.444,1212,1.019,619.0,드림시큐리티,출판·SW,,0.22,0.1061,-53.6,48.4,-29.0,73.2,9.8,-37.7,1.3,12.7,0,0
934,012320,KOSPI,1.444,1212,0.567,1002.0,경동인베스트,금융(은행),OBSERVE,0.11,0.0412,-51.8,-22.8,1.7,9.6,-1.5,-7.7,-0.7,-1.7,0,0
935,457370,KOSDAQ,1.436,1212,1.262,341.0,한켐,화학,OBSERVE,0.07,0.0809,-45.6,67.5,-36.6,200.7,-0.4,21.0,0.3,-3.8,0,0
936,058820,KOSDAQ,1.434,1212,0.345,1108.0,CMG제약,제약·바이오,,0.14,0.0349,-54.6,-46.6,-7.1,7.2,1.5,7.0,-0.0,0.0,0,0
937,112040,KOSDAQ,1.434,1212,0.485,1049.0,위메이드,출판·SW,,0.67,0.0647,-47.4,-54.3,15.5,56.1,-21.0,1.8,14.0,15.8,0,0
938,109740,KOSDAQ,1.433,1212,0.805,837.0,디에스케이,기계·장비,EXCLUDE,0.13,0.0575,-40.8,-21.6,-7.7,5.1,-0.4,-3.5,0.9,0.9,0,0
939,256840,KOSDAQ,1.432,1212,0.325,1115.0,한국비엔씨,제약·바이오,WAIT,0.18,0.0366,-56.6,-44.0,-4.2,20.5,7.2,18.4,0.0,-4.3,0,0
940,053080,KOSDAQ,1.429,1212,0.845,799.0,케이엔솔,기계·장비,EXCLUDE,0.12,0.0582,-45.0,-10.4,-11.7,13.8,0.3,-0.8,0.0,0.0,0,0
941,199800,KOSDAQ,1.428,1212,0.801,839.0,툴젠,지주·전문서비스,EXCLUDE,0.32,0.0805,-74.5,66.6,-18.0,19.8,15.2,-38.8,1.0,0.3,0,0
942,355150,KOSDAQ,1.427,1212,1.04,594.0,코스텍시스,반도체·전자부품,OBSERVE,0.16,0.0856,-64.3,191.0,-34.5,29.5,-12.8,13.8,7.2,25.7,0,0
943,221800,KOSDAQ,1.427,1212,0.929,713.0,지구홀딩스,연구개발,EXCLUDE,0.09,0.0584,-80.1,198.4,-34.7,5.5,-0.7,15.2,-0.0,0.0,0,0
944,172670,KOSDAQ,1.424,1212,1.053,582.0,에이엘티,반도체·전자부품,WAIT,0.09,0.0655,-52.2,49.3,-15.1,8.2,-2.1,-10.2,0.2,-4.1,0,0
945,030960,KOSDAQ,1.423,1212,0.609,975.0,양지사,인쇄,OBSERVE,0.08,0.0402,-43.6,-41.5,-8.6,76.1,-1.1,-11.6,0.0,0.0,0,0
946,417970,KOSDAQ,1.42,1212,0.763,865.0,모델솔루션,기계·장비,WAIT,0.07,0.0468,-62.1,22.2,-14.5,5.5,-0.2,-0.1,0.0,-0.3,0,0
947,006345,KOSPI,1.417,1212,1.378,235.0,대원전선우,,,0.03,0.1293,-45.1,145.9,35.5,134.4,-7.6,-11.8,0.2,0.2,0,0
948,388870,KOSDAQ,1.417,1212,0.925,718.0,파로스아이바이오,지주·전문서비스,EXCLUDE,0.07,0.055,-53.3,24.3,-14.9,6.6,1.8,-1.3,-0.1,-0.0,0,0
949,255220,KOSDAQ,1.414,1212,0.517,1036.0,SG,비금속광물(시멘트·유리),WATCH,0.15,0.0449,-57.9,-16.3,-23.4,30.4,8.5,-0.9,0.0,0.0,0,0
950,289930,KOSDAQ,1.408,1212,0.641,947.0,웨이비스,반도체·전자부품,WATCH,0.11,0.0464,-65.5,12.7,-17.7,10.8,-1.0,-22.9,-2.2,5.0,0,0
951,042000,KOSDAQ,1.407,1212,0.144,1163.0,카페24,IT서비스,WAIT,0.42,0.0414,-64.5,-63.6,-5.6,18.1,1.2,38.6,7.1,4.0,0,0
952,220260,KOSDAQ,1.407,1212,0.591,986.0,켐트로스,화학,WATCH,0.12,0.0454,-58.1,-9.1,-8.4,6.1,-1.3,10.2,0.6,0.6,0,0
953,061090,KOSDAQ,1.406,1212,0.799,840.0,세나테크놀로지,반도체·전자부품,WATCH,0.2,0.0665,-54.1,,-15.0,11.3,-1.9,9.5,1.0,-9.9,0,0
954,318060,KOSDAQ,1.405,1212,0.539,1023.0,그래피,화학,EXCLUDE,0.19,0.0495,-74.0,,-21.2,20.1,-4.2,8.8,0.5,13.9,0,0
955,011690,KOSPI,1.404,1212,0.808,831.0,와이투솔루션,반도체·전자부품,EXCLUDE,0.12,0.0574,-64.0,38.5,-20.0,10.4,3.2,16.5,-0.3,0.2,0,0
