rank,ticker,market,wu_score,n_universe,wu_b_score,wu_b_rank,name,sector,v3_bucket,mcap_조,lv63,nh252_%,mom12_%,r20d_%,amt20_억,foreign_5d_억,foreign_20d_억,inst_5d_억,inst_20d_억,top50,top10pct
1101,448710,KOSDAQ,1.029,1212,0.342,1109.0,코츠테크놀로지,반도체·전자부품,WAIT,0.06,0.0436,-57.1,-40.3,-16.1,7.5,-0.9,1.4,-0.0,-20.0,0,0
1102,195500,KOSDAQ,1.027,1212,0.489,1048.0,마니커에프앤지,식료품,WATCH,0.03,0.0483,-49.8,-38.9,-8.6,9.5,0.6,-2.2,0.0,-0.4,0,0
1103,094940,KOSDAQ,1.02,1212,0.586,990.0,푸른로보틱스,반도체·전자부품,OBSERVE,0.05,0.0558,-57.2,-10.9,-19.1,6.6,-1.7,-9.7,0.1,0.1,0,0
1104,007110,KOSPI,1.02,1212,0.153,1159.0,일신석재,도매,,0.07,0.0362,-64.6,-58.0,-9.0,7.6,3.6,5.5,-0.7,-2.3,0,0
1105,012205,KOSPI,1.018,1212,1.01,633.0,계양전기우,,,0.01,0.1256,-66.5,191.9,-30.0,27.9,-3.8,0.3,0.0,0.0,0,0
1106,142280,KOSDAQ,1.014,1212,0.651,937.0,녹십자엠에스,제약·바이오,WAIT,0.07,0.063,-52.8,-12.4,-14.2,9.8,1.4,0.2,-0.1,-0.2,0,0
1107,139990,KOSPI,1.006,1212,0.444,1062.0,아주스틸,철강·1차금속,,0.08,0.0531,-51.6,-40.4,-6.5,6.5,0.7,0.0,0.0,-1.4,0,0
1108,072950,KOSDAQ,1.005,1212,0.916,729.0,빛샘전자,반도체·전자부품,WAIT,0.06,0.1167,-67.4,101.5,-20.4,20.0,-1.1,20.4,0.3,0.8,0,0
1109,464080,KOSDAQ,1.005,1212,0.37,1099.0,에스오에스랩,의료·정밀·광학,EXCLUDE,0.17,0.0611,-63.6,-21.5,-5.7,38.2,-2.5,-8.6,-2.9,33.0,0,0
1110,357580,KOSDAQ,0.996,1212,0.731,882.0,아모센스,반도체·전자부품,WATCH,0.08,0.073,-74.2,45.1,-26.5,12.6,-10.8,20.6,0.0,-52.0,0,0
1111,056360,KOSDAQ,0.99,1212,0.846,798.0,코위버,반도체·전자부품,WAIT,0.05,0.0801,-57.5,22.8,-17.0,8.7,0.2,5.8,0.1,0.1,0,0
1112,276730,KOSDAQ,0.989,1212,0.76,867.0,한울앤제주,음료,,0.05,0.0698,-32.9,-51.5,59.5,5.8,-2.5,-2.6,0.0,0.0,0,0
1113,215790,KOSDAQ,0.989,1212,0.952,691.0,이노인스트루먼트,반도체·전자부품,,0.03,0.1345,-80.6,246.7,-39.3,50.3,5.7,13.3,-0.0,-0.0,0,0
1114,340360,KOSDAQ,0.988,1212,0.583,993.0,다보링크,반도체·전자부품,,0.04,0.0568,-64.5,2.9,-43.0,7.4,8.2,6.8,0.0,0.0,0,0
1115,037440,KOSDAQ,0.987,1212,0.813,825.0,희림,연구개발,WAIT,0.05,0.0773,-47.6,-7.7,-14.3,64.8,-11.0,-23.6,0.0,-0.0,0,0
1116,071670,KOSDAQ,0.986,1212,0.615,968.0,에이테크솔루션,기계·장비,WATCH,0.05,0.0603,-60.6,-1.3,-6.8,23.9,1.4,-11.6,0.0,-0.0,0,0
1117,047560,KOSDAQ,0.974,1212,0.119,1173.0,이스트소프트,출판·SW,EXCLUDE,0.09,0.0395,-68.0,-55.6,-20.7,7.4,0.8,26.3,2.6,-22.3,0,0
1118,079000,KOSDAQ,0.952,1212,0.722,887.0,와토스코리아,고무·플라스틱,OBSERVE,0.03,0.068,-61.7,14.3,-13.7,15.1,0.3,-1.7,-0.6,-0.2,0,0
1119,115500,KOSDAQ,0.952,1212,0.73,883.0,케이씨에스,IT서비스,OBSERVE,0.11,0.0985,-62.0,16.9,-24.7,39.7,0.1,-3.8,0.0,-0.0,0,0
1120,323990,KOSDAQ,0.951,1212,0.25,1135.0,박셀바이오,지주·전문서비스,EXCLUDE,0.1,0.0483,-59.8,-49.8,-7.7,13.4,-20.9,-14.2,-0.2,-1.0,0,0
1121,260970,KOSDAQ,0.945,1212,0.104,1177.0,에스앤디,식료품,,0.14,0.0464,-67.3,-64.1,3.4,12.3,-10.2,-9.7,17.6,29.0,0,0
1122,027740,KOSPI,0.943,1212,0.545,1018.0,마니커,식료품,WATCH,0.03,0.0567,-45.9,-44.0,8.6,11.9,-0.2,-3.9,-0.0,-0.1,0,0
1123,101360,KOSDAQ,0.942,1212,0.147,1161.0,에코앤드림,전기장비,EXCLUDE,0.14,0.0491,-68.9,-42.4,-26.9,16.2,-1.6,85.9,1.2,-84.2,0,0
1124,348370,KOSDAQ,0.937,1212,0.083,1183.0,엔켐,화학,,0.52,0.0684,-75.6,-46.9,-23.1,54.7,-11.4,-65.6,-11.9,49.6,0,0
1125,194480,KOSDAQ,0.935,1212,0.079,1186.0,데브시스터즈,출판·SW,,0.21,0.0519,-69.6,-66.2,22.6,11.7,-4.8,-15.8,1.7,0.8,0,0
1126,058970,KOSDAQ,0.933,1212,0.08,1184.0,엠로,출판·SW,OBSERVE,0.2,0.0516,-70.0,-61.6,-22.7,20.6,7.6,58.3,5.0,-76.9,0,0
1127,100590,KOSDAQ,0.933,1212,0.826,815.0,머큐리,반도체·전자부품,WATCH,0.06,0.0966,-67.7,54.9,-24.3,12.6,2.3,19.2,0.2,-3.0,0,0
1128,452450,KOSDAQ,0.93,1212,0.152,1160.0,피아이이,기계·장비,EXCLUDE,0.12,0.0478,-65.6,-50.8,-22.0,6.4,-2.5,3.8,0.4,0.4,0,0
1129,321260,KOSDAQ,0.923,1212,0.844,803.0,프로이천,반도체·전자부품,OBSERVE,0.05,0.0969,-62.9,43.0,-32.7,15.8,0.9,13.3,0.1,0.1,0,0
1130,459550,KOSDAQ,0.918,1212,0.517,1037.0,알트,반도체·전자부품,OBSERVE,0.03,0.0563,-79.6,,-42.8,30.8,1.1,-6.5,0.0,-4.4,0,0
1131,270660,KOSDAQ,0.917,1212,0.419,1079.0,에브리봇,전기장비,EXCLUDE,0.14,0.0675,-59.5,-23.2,-7.5,18.4,-3.2,-8.8,1.6,28.9,0,0
1132,271830,KOSDAQ,0.896,1212,0.833,812.0,팸텍,기계·장비,EXCLUDE,0.03,0.0939,-60.2,29.6,-57.7,47.7,1.4,2.0,0.0,0.1,0,0
1133,208710,KOSDAQ,0.896,1212,0.86,782.0,포톤,반도체·전자부품,EXCLUDE,0.03,0.1044,-57.2,24.5,-27.5,8.8,0.2,-7.8,0.0,-0.0,0,0
1134,432720,KOSDAQ,0.895,1212,0.485,1051.0,퀄리타스반도체,반도체·전자부품,EXCLUDE,0.13,0.0736,-68.6,-3.8,-25.8,32.6,-5.6,-22.9,0.0,1.9,0,0
1135,473980,KOSDAQ,0.894,1212,0.102,1178.0,노머스,예술·스포츠,OBSERVE,0.12,0.0471,-69.4,-55.7,-7.1,9.0,3.4,25.8,6.0,-17.2,0,0
1136,489460,KOSDAQ,0.891,1212,0.085,1182.0,바이오비쥬,화학,,0.1,0.0432,-69.8,-61.1,11.9,6.5,4.0,0.3,-0.2,-1.1,0,0
1137,304100,KOSDAQ,0.887,1212,0.033,1194.0,솔트룩스,출판·SW,EXCLUDE,0.15,0.0471,-77.3,-68.7,-21.0,18.5,0.8,100.8,0.2,-97.1,0,0
1138,067000,KOSDAQ,0.882,1212,0.248,1139.0,조이시티,출판·SW,,0.08,0.0481,-65.0,-34.2,-3.6,5.5,-2.4,2.1,0.0,-0.9,0,0
1139,097800,KOSDAQ,0.882,1212,0.708,895.0,윈팩,반도체·전자부품,,0.05,0.0772,-43.5,-26.3,9.4,19.6,-2.0,-4.5,0.0,0.0,0,0
1140,469610,KOSDAQ,0.866,1212,0.514,1038.0,이노테크,기계·장비,,0.13,0.0812,-80.6,,7.3,32.8,0.4,2.8,-3.2,-5.0,0,0
1141,253840,KOSDAQ,0.863,1212,0.485,1050.0,수젠텍,제약·바이오,EXCLUDE,0.06,0.0611,-52.3,-31.1,-21.0,7.5,1.9,2.9,0.0,-0.1,0,0
1142,365330,KOSDAQ,0.851,1212,0.126,1170.0,에스와이스틸텍,금속가공,EXCLUDE,0.09,0.046,-67.6,-53.5,-13.5,12.2,3.7,4.2,0.0,-4.3,0,0
1143,452190,KOSDAQ,0.845,1212,0.572,1000.0,한빛레이저,기계·장비,OBSERVE,0.09,0.0775,-61.5,-5.8,-20.2,14.0,0.4,14.6,0.2,0.2,0,0
1144,067290,KOSDAQ,0.828,1212,0.603,978.0,JW신약,제약·바이오,,0.08,0.0799,-51.9,-17.9,19.1,489.5,23.0,-1.1,-0.0,-1.0,0,0
1145,488280,KOSDAQ,0.825,1212,0.551,1013.0,에스투더블유,출판·SW,EXCLUDE,0.11,0.0868,-71.8,,-30.9,16.8,6.0,17.4,-0.4,-6.6,0,0
1146,297090,KOSDAQ,0.816,1212,0.363,1101.0,씨에스베어링,기계·장비,WAIT,0.11,0.0646,-56.4,-39.3,-1.9,19.5,-3.6,-30.4,-0.4,-15.0,0,0
1147,229000,KOSDAQ,0.814,1212,0.728,884.0,젠큐릭스,제약·바이오,EXCLUDE,0.04,0.0885,-70.8,39.1,-21.8,19.7,0.1,-2.1,0.0,0.0,0,0
1148,320000,KOSDAQ,0.811,1212,0.675,917.0,한울반도체,기계·장비,,0.08,0.1043,-49.2,-16.9,4.3,396.1,0.8,-11.7,0.0,0.0,0,0
1149,114450,KOSDAQ,0.808,1212,0.481,1054.0,,,,0.04,0.0614,-53.9,-26.5,-11.7,5.7,1.2,4.1,-0.2,-0.2,0,0
1150,463020,KOSDAQ,0.807,1212,0.505,1043.0,뉴엔AI,출판·SW,OBSERVE,0.06,0.0654,-85.1,,-13.9,15.4,-0.5,-10.0,0.2,21.1,0,0
1151,090410,KOSDAQ,0.806,1212,0.588,987.0,덕신이피씨,금속가공,,0.04,0.0701,-44.7,-41.3,-3.3,23.6,-8.5,-4.2,-0.0,-0.0,0,0
1152,093240,KOSPI,0.805,1212,0.018,1197.0,,,,0.04,0.0366,-81.9,-69.3,-13.9,5.8,0.0,4.4,-0.7,-3.0,0,0
1153,095700,KOSDAQ,0.801,1212,0.25,1136.0,제넥신,지주·전문서비스,EXCLUDE,0.11,0.0585,-65.1,-33.2,-12.9,5.2,0.1,-5.8,-0.7,-8.1,0,0
1154,082800,KOSDAQ,0.796,1212,0.201,1151.0,비보존 제약,제약·바이오,EXCLUDE,0.18,0.0639,-62.7,-49.9,-8.8,38.6,-1.8,7.3,-0.6,-0.8,0,0
1155,315640,KOSDAQ,0.79,1212,0.058,1191.0,딥노이드,출판·SW,,0.05,0.0401,-74.1,-60.0,-28.3,6.3,1.7,12.4,-0.1,-4.4,0,0
1156,146060,KOSDAQ,0.774,1212,0.434,1066.0,율촌,철강·1차금속,,0.02,0.0589,-55.5,-29.8,6.7,18.5,1.0,-6.5,0.0,0.1,0,0
1157,419530,KOSDAQ,0.771,1212,0.043,1192.0,SAMG엔터,미디어·엔터,,0.25,0.063,-74.1,-71.2,5.1,28.5,-0.8,11.8,16.5,-10.0,0,0
1158,065440,KOSDAQ,0.769,1212,0.665,925.0,이루온,출판·SW,WATCH,0.04,0.0838,-68.5,19.5,-28.7,6.9,1.4,21.0,0.1,0.1,0,0
1159,189860,KOSDAQ,0.767,1212,0.686,908.0,서전기전,전기장비,EXCLUDE,0.04,0.0914,-61.9,10.8,-5.5,14.8,-2.2,-16.1,0.1,0.1,0,0
1160,261780,KOSDAQ,0.756,1212,0.579,995.0,아리바이오랩,지주·전문서비스,EXCLUDE,0.07,0.0812,-55.1,-14.9,5.6,23.7,4.0,-2.0,0.0,0.0,0,0
1161,010660,KOSPI,0.755,1212,0.323,1116.0,화천기계,기계·장비,WATCH,0.06,0.0575,-56.5,-45.2,0.4,10.6,5.8,6.5,0.0,-0.3,0,0
1162,225190,KOSDAQ,0.753,1212,0.211,1147.0,LK삼양,의료·정밀·광학,,0.06,0.0509,-68.9,-32.5,-38.3,6.9,-0.8,16.4,0.0,0.0,0,0
1163,042510,KOSDAQ,0.747,1212,0.491,1046.0,라온시큐어,출판·SW,WAIT,0.08,0.0751,-52.3,-30.3,-13.9,10.9,-0.4,1.3,-0.1,-0.5,0,0
1164,418550,KOSDAQ,0.743,1212,0.252,1132.0,제이오,연구개발,OBSERVE,0.15,0.0683,-68.4,-27.7,-18.3,7.9,-1.4,-9.7,-0.0,-0.4,0,0
1165,300080,KOSDAQ,0.724,1212,0.342,1110.0,플리토,IT서비스,,0.12,0.0727,-64.2,-23.6,-5.6,6.7,0.9,-1.4,0.0,2.3,0,0
1166,338220,KOSDAQ,0.719,1212,0.069,1189.0,뷰노,출판·SW,EXCLUDE,0.11,0.0526,-71.4,-61.4,3.3,6.5,0.5,-24.5,0.3,13.5,0,0
1167,081180,KOSDAQ,0.715,1212,0.224,1145.0,쎄크,기계·장비,EXCLUDE,0.05,0.0531,-66.6,-34.2,-15.7,6.2,0.8,-5.1,-1.2,-5.4,0,0
1168,062970,KOSDAQ,0.695,1212,0.558,1008.0,한국첨단소재,반도체·전자부품,,0.07,0.0909,-70.8,9.0,-46.4,31.4,2.4,-0.7,-0.1,-0.2,0,0
1169,014950,KOSDAQ,0.685,1212,0.524,1031.0,삼익제약,제약·바이오,OBSERVE,0.05,0.0774,-77.3,,-14.6,293.3,13.9,-16.5,0.2,-25.5,0,0
1170,096250,KOSDAQ,0.68,1212,0.291,1125.0,와이즈넛,출판·SW,,0.1,0.0665,-56.6,-55.8,5.7,24.6,-5.4,-0.8,0.0,-63.2,0,0
1171,396270,KOSDAQ,0.677,1212,0.354,1106.0,넥스트칩,반도체·전자부품,,0.08,0.0673,-67.0,-17.6,-30.0,8.1,2.1,-6.0,0.0,0.0,0,0
1172,095910,KOSDAQ,0.67,1212,0.53,1028.0,에스에너지,전기장비,,0.03,0.0771,-68.8,3.0,-37.7,16.1,8.8,-6.1,-0.0,-0.2,0,0
1173,043200,KOSDAQ,0.663,1212,0.216,1146.0,,,,0.03,0.0531,-62.0,-49.0,-12.9,13.0,2.4,-3.9,0.1,0.1,0,0
1174,001000,KOSDAQ,0.657,1212,0.395,1091.0,신라섬유,부동산,WATCH,0.03,0.0645,-58.2,-28.9,-33.8,28.6,0.3,-6.4,-0.0,0.0,0,0
1175,389140,KOSDAQ,0.651,1212,0.106,1176.0,포바이포,미디어·엔터,EXCLUDE,0.07,0.0525,-68.6,-56.3,-18.7,6.2,1.9,0.5,-0.1,0.1,0,0
1176,418620,KOSDAQ,0.64,1212,0.013,1199.0,E8,출판·SW,,0.02,0.0434,-82.3,-73.8,-25.6,5.5,-1.2,-6.6,0.1,0.1,0,0
1177,158430,KOSDAQ,0.637,1212,0.198,1152.0,아톤,출판·SW,WATCH,0.1,0.0633,-62.1,-56.0,-18.5,12.1,3.5,17.4,0.2,-2.0,0,0
1178,460940,KOSDAQ,0.63,1212,0.251,1134.0,피앤에스로보틱스,의료·정밀·광학,,0.06,0.0607,-67.0,-29.4,-11.8,19.6,0.2,-0.6,0.0,-0.5,0,0
1179,205500,KOSDAQ,0.619,1212,0.159,1156.0,넥써쓰,출판·SW,WATCH,0.1,0.0621,-64.7,-54.9,-18.2,17.4,-2.9,-12.0,-0.0,-0.6,0,0
1180,033340,KOSDAQ,0.616,1212,0.132,1167.0,좋은사람들,의복,,0.05,0.0532,-80.0,-35.8,-35.1,14.6,8.7,0.5,0.0,0.0,0,0
1181,317240,KOSDAQ,0.59,1212,0.286,1127.0,TS트릴리온,화학,,0.02,0.0617,-74.1,-18.4,-11.7,20.2,0.4,-8.8,0.0,0.0,0,0
1182,092040,KOSDAQ,0.583,1212,0.071,1187.0,아미코젠,식료품,EXCLUDE,0.09,0.0567,-71.4,-61.4,-7.8,20.7,-1.6,-14.2,-0.6,0.3,0,0
1183,053950,KOSDAQ,0.58,1212,0.233,1140.0,경남제약,제약·바이오,,0.03,0.0589,-65.6,-34.4,-16.9,8.5,0.9,-1.0,-0.0,-0.2,0,0
1184,262260,KOSDAQ,0.562,1212,0.433,1067.0,에이프로,전기장비,OBSERVE,0.05,0.0821,-72.6,-5.9,-38.4,9.1,-1.9,-18.6,0.1,23.7,0,0
1185,042940,KOSDAQ,0.561,1212,0.4,1088.0,상지건설,건설,,0.05,0.0778,-51.7,-49.0,22.8,57.9,3.4,6.6,0.0,0.1,0,0
1186,079810,KOSDAQ,0.547,1212,0.271,1131.0,APS이노베이션,전기장비,WAIT,0.07,0.0689,-61.3,-40.3,-13.3,5.6,-0.4,-0.0,-0.0,-0.0,0,0
1187,377480,KOSDAQ,0.547,1212,0.227,1143.0,마음AI,출판·SW,EXCLUDE,0.07,0.0653,-63.9,-41.4,-32.4,15.7,1.1,1.2,0.0,0.0,0,0
1188,095270,KOSDAQ,0.526,1212,0.381,1094.0,웨이브일렉트로,의료·정밀·광학,OBSERVE,0.05,0.0805,-65.9,-16.6,-6.7,9.0,-2.4,-21.1,0.1,-0.7,0,0
1189,115610,KOSDAQ,0.516,1212,0.226,1144.0,이미지스,반도체·전자부품,,0.02,0.062,-72.5,-26.1,-20.1,23.3,0.5,-5.5,0.0,0.2,0,0
1190,051980,KOSDAQ,0.501,1212,0.101,1179.0,중앙첨단소재,반도체·전자부품,,0.1,0.0662,-78.5,-42.0,-30.2,11.2,0.5,12.3,0.0,-0.2,0,0
1191,452200,KOSDAQ,0.5,1212,0.383,1093.0,민테크,의료·정밀·광학,EXCLUDE,0.05,0.0834,-56.9,-33.6,-22.3,6.8,0.2,1.8,-0.0,-0.0,0,0
1192,177350,KOSDAQ,0.498,1212,0.356,1104.0,,,,0.01,0.0739,-61.0,-28.4,1.8,6.1,-0.9,-1.7,1.6,3.6,0,0
1193,034940,KOSDAQ,0.486,1212,0.408,1084.0,,,,0.02,0.0834,-54.1,-37.2,-6.9,33.5,2.2,-1.0,0.7,0.6,0,0
1194,039980,KOSDAQ,0.461,1212,0.115,1174.0,폴라리스AI,IT서비스,,0.07,0.0632,-68.6,-53.5,-26.5,7.9,0.0,18.6,0.0,-0.2,0,0
1195,240600,KOSDAQ,0.436,1212,0.284,1129.0,유진테크놀로지,금속가공,EXCLUDE,0.02,0.0734,-59.2,-43.8,6.6,9.4,-0.1,-0.9,0.1,0.1,0,0
1196,900250,KOSDAQ,0.377,1212,0.156,1157.0,크리스탈신소재,,,0.04,0.0702,-68.3,-42.6,-43.1,7.3,-1.4,0.4,0.0,0.0,0,0
1197,203400,KOSDAQ,0.349,1212,0.115,1175.0,에이비온,지주·전문서비스,,0.07,0.0752,-86.9,-36.5,-35.6,18.6,-1.1,47.5,-0.2,-0.2,0,0
1198,950220,KOSDAQ,0.308,1212,0.071,1188.0,네오이뮨텍,,,0.05,0.0695,-78.6,-47.5,-45.7,7.0,0.4,0.6,-0.0,-1.3,0,0
1199,023790,KOSDAQ,0.262,1212,0.188,1154.0,동일스틸럭스,철강·1차금속,,0.01,0.083,-85.2,-25.9,1.3,26.0,0.5,-1.2,0.0,-0.0,0,0
1200,476080,KOSDAQ,0.225,1212,0.063,1190.0,M83,미디어·엔터,EXCLUDE,0.03,0.0745,-73.7,-59.7,-31.3,16.1,0.3,1.1,0.0,-1.2,0,0
1201,299660,KOSDAQ,0.215,1212,0.097,1181.0,셀리드,지주·전문서비스,EXCLUDE,0.04,0.0822,-71.8,-48.1,-43.8,9.9,4.4,1.4,0.0,-2.2,0,0
1202,389680,KOSDAQ,0.206,1212,0.14,1164.0,유디엠텍,출판·SW,,0.01,0.0847,-77.6,-35.4,-22.5,12.4,0.3,-4.6,0.0,0.0,0,0
1203,900270,KOSDAQ,0.203,1212,0.035,1193.0,,,,0.02,0.0722,-75.7,-71.1,0.5,14.1,1.0,-1.8,0.0,0.0,0,0
1204,406820,KOSDAQ,0.18,1212,0.13,1169.0,뷰티스킨,화학,,0.02,0.0935,-76.2,-37.6,-18.6,7.1,0.7,-4.1,0.0,0.0,0,0
1205,378800,KOSDAQ,0.163,1212,0.031,1195.0,샤페론,제약·바이오,,0.02,0.077,-81.8,-60.8,-44.8,20.1,7.8,1.0,0.0,-0.0,0,0
1206,291810,KOSDAQ,0.155,1212,0.097,1180.0,핀텔,출판·SW,,0.02,0.0882,-72.1,-47.7,-21.7,18.7,-1.3,-4.2,-0.1,-0.0,0,0
1207,355390,KOSDAQ,0.154,1212,0.013,1198.0,크라우드웍스,출판·SW,EXCLUDE,0.03,0.0763,-82.4,-71.6,-29.9,9.4,-1.7,0.6,0.0,-0.3,0,0
1208,308100,KOSDAQ,0.119,1212,0.003,1203.0,,,,0.01,0.0772,-91.2,-79.5,-9.2,5.1,0.6,-1.0,0.0,0.0,0,0
1209,012340,KOSDAQ,0.082,1212,0.031,1196.0,뉴인텍,자동차·부품,,0.01,0.0883,-78.8,-63.8,-19.0,8.3,-0.4,-0.2,0.2,-1.2,0,0
1210,087260,KOSDAQ,0.041,1212,0.011,1201.0,모바일어플라이언스,출판·SW,,0.01,0.0945,-90.4,-69.0,-60.2,10.4,-3.6,-6.6,-0.0,0.0,0,0
1211,011080,KOSDAQ,0.035,1212,0.011,1202.0,형지I&C,의복,,0.01,0.0992,-82.6,-75.3,-8.4,8.0,-0.2,-0.0,0.0,-0.0,0,0
1212,900300,KOSDAQ,0.024,1212,0.002,1204.0,오가닉티코스메틱,,,0.02,0.1128,-92.7,-80.8,-49.3,7.6,2.2,-0.7,1.1,1.1,0,0
