ticker,name,sector,price,RSI,Stoch_K,BB_pct,drawdown_52w_high_%,distance_to_52w_low_%,return_1w_%,return_1m_%,return_3m_%,vs_SMA20_%,vs_SMA50_%,vs_SMA200_%,volume_vs_avg,52w_high,52w_low,acc_score,acc_signal_vol,acc_signal_return,acc_signal_candle,avg_volume_1w,avg_volume_1m,amt_today_억,amt_avg_1w_억,amt_avg_1m_억,vol_1w_vs_1m_ratio,trend_score,falling_knife,reversal_above_sma5,reversal_rebound_3pct,reversal_vol_up_candle,trend_details,oversold_score,foreign_5d_억,inst_5d_억,foreign_20d_억,inst_20d_억,supply_fetched,supply_score,market_regime,regime_score,regime_kospi_score,regime_fx_score,regime_flow_score,kospi_vs_sma200_%,kospi_return_1m_%,usdkrw,usdkrw_vs_sma20_%,usdkrw_return_1m_%,foreign_kospi_5d_억,foreign_kospi_5d_raw_억,foreign_kospi_5d_adjusted_억,foreign_proxy_success,foreign_proxy_total,foreign_proxy_coverage,stock_score_stage1,composite_score,stock_code,corp_code,danger_count,warning_count,fp_avoided_count,soft_downgraded_count,danger_details,warning_details,fp_avoided_details,soft_downgraded_details,danger_urls,warning_urls,fp_avoided_urls,soft_downgraded_urls,danger_rcept_nos,warning_rcept_nos,risk_level,annual_year,annual_latest_억,annual_prev_억,annual_yoy_%,annual_fs_div,annual_op_account_nm,annual_op_account_id,ocf_latest_억,ocf_prev_억,ocf_account_nm,ocf_account_id,dart_annual_status,dart_annual_message,dart_ocf_status,dart_ocf_message,q_period,q_basis,q_latest_억,q_prev_억,quarterly_yoy_%,q_latest_key,q_prev_key,q_fs_div,q_source_api,q_op_account_nm,q_op_account_id,dart_q_status,dart_q_message,earnings_pattern,fundamental_score,ocf_score,ocf_pattern,ocf_to_op_ratio,ocf_threshold_group,momentum_score,stock_score,final_score,final_score_v3,grade,bucket,entry_score,value_score,value_source,quality_score,turnaround_score,reversal_score,supply_score_v2,oversold_component,main_candidate
056090,시지메드텍,,1375,28.5,7.5,1.9,-61.3,54.5,-16.4,-30.5,-48.8,-15.6,-29.8,-10.2,0.63,3555,890,0,False,False,False,1116640,1288441,10.9,16.2,21.4,0.87,0,False,False,False,False,-,89.2,19.1,-5.2,34.8,-0.1,True,8,조정,-1,-1,0,0,3.9,-15.9,1518.42,,3.02,-896.0,-896.0,-896.0,10,10,1.0,97.2,96.2,056090,346610,0,1,0,0,,[20260112] 최대주주변경               (20260112900615),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260112900615,,,,20260112900615,주의,2025.0,38.1,-11.2,441.7,CFS,영업이익(손실),dart_OperatingIncomeLoss,26.1,15.1,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,2.4,5.9,-59.8,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,피크아웃,-15,2,현금창출보통,0.69,default,-3,81.2,80.2,20.0,WATCH,WATCH,21.5,0.0,PYKRX,10.0,-15.0,0,15.0,20.0,False
302430,이노메트리,,7900,34.1,4.1,-3.3,-31.5,41.1,-23.5,-5.5,13.2,-16.1,-2.8,4.0,0.75,11540,5600,0,False,False,False,125879,194609,12.0,11.2,19.0,0.65,0,False,False,False,False,-,64.2,1.7,1.4,10.2,6.0,True,10,조정,-1,-1,0,0,3.9,-15.9,1518.42,,3.02,-896.0,-896.0,-896.0,10,10,1.0,74.2,73.2,302430,1258710,0,0,0,0,,,,,,,,,,,안전,2025.0,-57.0,-72.3,21.1,CFS,영업이익(손실),dart_OperatingIncomeLoss,56.8,147.6,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,2.5,-21.9,111.2,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,0,회계손실현금유입,,default,-3,81.2,80.2,48.0,B,OBSERVE,38.5,-5.0,PYKRX,13.0,11.0,0,13.0,16.05,True
259630,엠플러스,,13450,36.9,3.8,11.2,-33.1,81.3,-10.3,-25.4,2.2,-12.8,-11.6,-1.5,0.77,20100,7420,0,False,False,False,303614,307446,31.6,44.4,48.6,0.99,0,False,False,False,False,-,66.1,-6.8,-2.1,-5.4,-20.8,True,0,조정,-1,-1,0,0,3.9,-15.9,1518.42,,3.02,-896.0,-896.0,-896.0,10,10,1.0,66.1,65.1,259630,833064,0,2,0,0,,[20251119] 전환사채(해외전환사채포함)발행후만기전사채취득               (20251119900141) || [20251013] 전환사채(해외전환사채포함)발행후만기전사채취득               (20251013900171),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251119900141 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251013900171,,,,20251119900141 || 20251013900171,주의,2025.0,245.7,100.9,143.4,CFS,영업이익(손실),dart_OperatingIncomeLoss,621.4,-203.9,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,101.9,23.8,328.1,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,2.53,default,0,81.1,80.1,30.5,WATCH,WATCH,19.1,0.0,PYKRX,23.0,11.0,0,-10.0,16.525,False
048430,유라테크,,6340,18.5,14.1,12.7,-40.6,3.9,-9.7,-25.9,-21.7,-12.3,-17.3,-20.4,0.79,10670,6100,0,False,False,False,52976,54184,2.7,3.5,4.0,0.98,0,False,False,False,False,-,78.1,1.7,-0.0,1.7,0.0,True,8,조정,-1,-1,0,0,3.9,-15.9,1518.42,,3.02,-896.0,-896.0,-896.0,10,10,1.0,86.1,85.1,048430,201742,0,0,0,0,,,,,,,,,,,안전,2025.0,18.1,105.1,-82.7,CFS,영업이익(손실),dart_OperatingIncomeLoss,164.0,39.6,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-18.0,13.6,-232.3,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,하락지속,-10,5,현금창출양호,9.06,default,0,81.1,80.1,49.5,C,OBSERVE,24.9,15.0,PYKRX,10.0,-10.0,0,15.0,19.525,True
101730,위메이드맥스,,3935,17.0,20.4,14.9,-62.3,7.7,-11.2,-36.0,-35.5,-15.3,-21.9,-36.9,1.52,10450,3655,0,False,False,False,117175,120209,6.7,4.8,5.8,0.97,4,False,False,False,True,거래량동반양봉,84.0,-2.2,3.7,-5.4,-3.2,True,8,조정,-1,-1,0,0,3.9,-15.9,1518.42,,3.02,-896.0,-896.0,-896.0,10,10,1.0,96.0,95.0,101730,643656,0,0,0,0,,,,,,,,,,,안전,2025.0,-487.5,-80.9,-502.2,CFS,영업이익(손실),dart_OperatingIncomeLoss,-241.8,24.3,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-153.5,-24.0,-540.7,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,하락지속,-10,-5,이중적자,,default,0,81.0,80.0,-999.0,EXCLUDE,EXCLUDE,-999.0,7.0,PYKRX,-20.0,-5.0,4,10.0,20.0,False
126340,비나텍,,131100,33.1,11.9,11.2,-35.9,409.1,-22.9,-28.5,6.1,-18.8,-6.7,48.3,0.91,204500,25749,0,False,False,False,169170,174381,199.2,239.5,286.4,0.97,0,False,False,False,False,-,74.0,289.6,-280.7,881.0,-739.8,True,8,조정,-1,-1,0,0,3.9,-15.9,1518.42,,3.02,-896.0,-896.0,-896.0,10,10,1.0,82.0,81.0,126340,563518,0,5,0,0,,[20260319] [기재정정]주요사항보고서(전환사채권발행결정) (20260319000390) || [20260312] 주요사항보고서(전환사채권발행결정) (20260312001260) || [20260127] 주요사항보고서(제3자의전환사채매수선택권행사) (20260127000315),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260319000390 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260312001260 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260127000315,,,,20260319000390 || 20260312001260 || 20260127000315,주의,2025.0,17.7,-80.7,122.0,CFS,영업이익(손실),dart_OperatingIncomeLoss,-60.6,-34.2,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-15.4,-24.1,36.3,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,-10,밸류트랩의심,-3.42,default,-1,81.0,80.0,-8.0,WATCH,WATCH,3.8,-5.0,PYKRX,-7.0,5.5,0,0.0,18.5,False
073540,에프알텍,,2945,23.8,23.9,14.3,-59.2,75.8,-17.0,-26.3,45.8,-17.6,-19.9,16.9,0.72,7220,1675,0,False,False,False,102810,155067,3.3,3.1,5.8,0.66,0,False,False,False,False,-,79.0,0.9,0.3,0.5,0.7,True,15,조정,-1,-1,0,0,3.9,-15.9,1518.42,,3.02,-896.0,-896.0,-896.0,10,10,1.0,94.0,93.0,073540,442561,0,0,0,0,,,,,,,,,,,안전,2025.0,9.2,8.1,12.9,CFS,영업이익(손실),dart_OperatingIncomeLoss,-19.4,-37.2,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-5.1,6.4,-179.8,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,관망,0,-10,밸류트랩의심,-2.11,default,-3,81.0,80.0,25.8,WATCH,WATCH,11.9,15.0,PYKRX,-12.0,0.0,0,13.0,19.75,False
310200,애니플러스,,2230,25.1,26.4,16.2,-65.3,8.0,-8.4,-21.5,-32.4,-10.3,-15.9,-35.3,1.14,6430,2065,0,False,False,False,273219,246435,6.4,6.1,6.1,1.11,0,False,False,False,False,-,75.9,3.5,-0.2,-3.1,-0.4,True,8,조정,-1,-1,0,0,3.9,-15.9,1518.42,,3.02,-896.0,-896.0,-896.0,10,10,1.0,83.9,82.9,310200,1335578,0,0,0,0,,,,,,,,,,,안전,2025.0,226.8,251.4,-9.8,CFS,영업이익(손실),dart_OperatingIncomeLoss,856.4,445.7,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,24.2,52.4,-53.9,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,하락지속,-10,5,현금창출양호,3.78,default,2,80.9,79.9,48.0,B,OBSERVE,28.7,9.0,PYKRX,15.0,-10.0,0,15.0,18.975,True
068930,디지털대성,,7630,24.5,7.5,-2.6,-16.9,12.9,-8.2,-8.2,-16.0,-7.6,-7.9,-3.6,0.56,9180,6760,0,False,False,False,56957,65422,2.9,4.5,5.4,0.87,0,False,False,False,False,-,65.9,0.1,-3.1,12.5,-6.7,True,3,조정,-1,-1,0,0,3.9,-15.9,1518.42,,3.02,-896.0,-896.0,-896.0,10,10,1.0,68.9,67.9,068930,398808,0,0,0,0,,,,,,,,,,,안전,2025.0,315.6,237.0,33.1,CFS,영업이익,dart_OperatingIncomeLoss,555.3,368.2,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,101.6,51.9,95.9,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,1.76,default,-3,80.9,79.9,48.5,B,OBSERVE,19.0,8.0,PYKRX,23.0,11.0,0,-10.0,16.475,True
092870,엑시콘,,28000,34.4,13.4,18.6,-32.9,199.5,-19.4,-25.2,-9.8,-15.2,-10.7,33.5,0.74,41700,9350,0,False,False,False,350526,368309,77.4,104.7,123.4,0.95,3,False,False,True,False,+3%반등,65.9,6.7,27.4,54.5,94.8,True,15,조정,-1,-1,0,0,3.9,-15.9,1518.42,,3.02,-896.0,-896.0,-896.0,10,10,1.0,83.9,82.9,092870,611736,0,0,0,0,,,,,,,,,,,안전,2025.0,0.8,-159.0,100.5,CFS,영업이익,dart_OperatingIncomeLoss,-40.3,-148.8,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-19.7,-57.1,65.6,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,-10,밸류트랩의심,-50.37,default,-3,80.9,79.9,22.0,WATCH,WATCH,26.8,0.0,PYKRX,-7.0,5.5,4,13.0,16.475,False
239890,피엔에이치테크,,4030,29.0,4.2,4.1,-43.6,2.3,-15.7,-37.1,-19.9,-22.8,-24.5,-24.5,0.54,7150,3940,0,False,False,False,100001,102527,2.3,4.5,5.5,0.98,0,False,False,False,False,-,85.8,-3.3,-0.1,-2.8,-4.2,True,0,조정,-1,-1,0,0,3.9,-15.9,1518.42,,3.02,-896.0,-896.0,-896.0,10,10,1.0,85.8,84.8,239890,1112889,0,1,0,0,,[20250901] 전환사채(해외전환사채포함)발행후만기전사채취득               (20250901900830),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250901900830,,,,20250901900830,주의,2025.0,21.9,25.4,-13.5,OFS,영업이익,-표준계정코드 미사용-,82.8,93.9,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,0.9,4.6,-81.2,thstrm_amount,frmtrm_q_amount,OFS,fnlttSinglAcntAll,영업이익,-표준계정코드 미사용-,ok,3개월 기준 YoY 계산 성공,하락지속,-10,5,현금창출양호,3.78,default,0,80.8,79.8,14.0,WATCH,WATCH,-1.0,9.0,PYKRX,15.0,-10.0,0,-10.0,20.0,False
086710,선진뷰티사이언스,,7650,14.2,4.9,8.3,-47.8,2.0,-12.1,-32.3,-21.1,-18.6,-22.0,-22.8,0.72,14660,7500,0,False,False,False,56169,83161,4.5,4.5,8.2,0.68,0,False,False,False,False,-,85.8,-2.5,-0.1,3.1,0.7,True,0,조정,-1,-1,0,0,3.9,-15.9,1518.42,,3.02,-896.0,-896.0,-896.0,10,10,1.0,85.8,84.8,086710,132202,0,0,0,0,,,,,,,,,,,안전,2025.0,60.6,106.4,-43.0,CFS,영업이익(손실),dart_OperatingIncomeLoss,104.6,111.5,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,15.2,37.3,-59.3,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,하락지속,-10,5,현금창출양호,1.73,default,0,80.8,79.8,18.0,B,OBSERVE,-1.0,3.0,PYKRX,15.0,-10.0,0,-10.0,20.0,True
086980,쇼박스,,2590,35.5,6.2,13.7,-25.8,11.4,-5.6,-12.5,-13.4,-7.5,-7.6,-2.6,0.46,3490,2325,0,False,False,False,384504,628204,7.6,10.2,17.6,0.61,0,False,False,False,False,-,57.8,2.2,-0.3,-6.0,-0.9,True,8,조정,-1,-1,0,0,3.9,-15.9,1518.42,,3.02,-896.0,-896.0,-896.0,10,10,1.0,65.8,64.8,086980,303794,0,0,0,0,,,,,,,,,,,안전,2025.0,-116.5,245.2,-147.5,CFS,영업이익(손실),dart_OperatingIncomeLoss,-193.3,293.2,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,216.7,-14.1,1634.6,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,-5,이중적자,,default,0,80.8,79.8,-999.0,EXCLUDE,EXCLUDE,-999.0,-5.0,PYKRX,-15.0,8.5,0,5.0,14.45,False
122310,제노레이,,3645,15.7,4.7,-7.0,-42.1,2.1,-16.9,-23.2,-18.9,-19.4,-19.1,-21.4,1.06,6290,3570,0,False,False,False,43299,43990,1.8,1.7,2.0,0.98,0,False,False,False,False,-,83.7,0.1,-0.0,2.2,0.0,True,8,조정,-1,-1,0,0,3.9,-15.9,1518.42,,3.02,-896.0,-896.0,-896.0,10,10,1.0,91.7,90.7,122310,799539,0,0,0,0,,,,,,,,,,,안전,2025.0,-2.4,65.1,-103.7,CFS,영업이익(손실),dart_OperatingIncomeLoss,52.6,132.7,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-15.8,0.8,-2113.9,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,하락지속,-10,0,회계손실현금유입,,default,-1,80.7,79.7,35.0,C,OBSERVE,9.0,15.0,PYKRX,5.0,-10.0,0,5.0,20.0,True
016100,리더스코스메틱,,1331,20.4,38.4,13.4,-57.1,19.8,-12.5,-29.8,-7.1,-14.9,-16.0,-32.4,1.24,3100,1111,5,True,False,False,104195,62428,1.0,1.4,1.0,1.67,0,False,False,False,False,-,80.7,0.6,-0.0,0.7,0.0,True,8,조정,-1,-1,0,0,3.9,-15.9,1518.42,,3.02,-896.0,-896.0,-896.0,10,10,1.0,93.7,92.7,016100,180263,0,4,0,0,,[20260202] [기재정정]최대주주변경을수반하는주식담보제공계약체결               (20260202901727) || [20260130] [기재정정]최대주주변경을수반하는주식담보제공계약체결               (20260130901274) || [20260128] [기재정정]최대주주변경을수반하는주식담보제공계약체결               (20260128900899),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260202901727 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260130901274 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260128900899,,,,20260202901727 || 20260130901274 || 20260128900899,주의,2025.0,-70.9,-29.0,-144.2,CFS,영업이익(손실),dart_OperatingIncomeLoss,-35.2,0.7,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-23.3,-18.8,-23.9,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,하락지속,-10,-5,이중적자,,default,2,80.7,79.7,-999.0,EXCLUDE,EXCLUDE,-999.0,1.0,PYKRX,-20.0,-5.0,0,15.0,20.0,False
089230,THE E&M,,2120,22.3,5.3,4.0,-52.9,149.7,-32.7,-44.1,45.0,-35.6,-32.3,25.8,1.05,4500,849,0,False,False,False,759130,768899,17.3,18.6,25.3,0.99,0,False,False,False,False,-,88.7,15.4,0.0,10.1,-0.2,True,8,조정,-1,-1,0,0,3.9,-15.9,1518.42,,3.02,-896.0,-896.0,-896.0,10,10,1.0,96.7,95.7,089230,519252,0,39,0,0,,[20260602] [기재정정]주요사항보고서(자기전환사채매도결정) (20260602000472) || [20260526] [기재정정]주요사항보고서(자기전환사채매도결정) (20260526000481) || [20260518] 주요사항보고서(자기전환사채매도결정) (20260518000399),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260602000472 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260526000481 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260518000399,,,,20260602000472 || 20260526000481 || 20260518000399,주의,2025.0,-85.8,-74.7,-14.8,CFS,영업이익(손실),dart_OperatingIncomeLoss,-88.6,-49.3,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-21.4,-17.4,-23.0,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,하락지속,-10,-5,이중적자,,default,-1,80.7,79.7,-999.0,EXCLUDE,EXCLUDE,-999.0,-5.0,PYKRX,-20.0,-5.0,0,15.0,20.0,False
439090,마녀공장,,13150,28.1,1.8,-3.9,-36.9,18.9,-20.2,-21.7,-1.4,-17.8,-7.8,-11.4,0.37,20850,11060,0,False,False,False,126458,330306,16.4,18.2,55.2,0.38,-30,True,False,False,False,⚠️떨어지는칼날,80.6,18.8,0.0,15.8,32.9,True,8,조정,-1,-1,0,0,3.9,-15.9,1518.42,,3.02,-896.0,-896.0,-896.0,10,10,1.0,58.6,57.6,439090,1136977,0,0,0,0,,,,,,,,,,,안전,2025.0,104.6,185.6,-43.7,CFS,영업이익(손실),dart_OperatingIncomeLoss,111.0,181.1,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,60.5,14.2,326.4,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,5,현금창출양호,1.06,default,-3,80.6,79.6,-999.0,EXCLUDE,EXCLUDE,-999.0,0.0,PYKRX,20.0,17.0,0,15.0,20.0,False
078140,대봉엘에스,,8600,16.4,12.4,-3.1,-44.6,3.0,-12.9,-22.7,-23.0,-13.1,-15.1,-26.9,0.73,15520,8350,5,True,False,False,37832,26913,1.7,3.5,2.7,1.41,0,False,False,False,False,-,83.6,-2.7,-0.2,-6.3,-0.2,True,0,조정,-1,-1,0,0,3.9,-15.9,1518.42,,3.02,-896.0,-896.0,-896.0,10,10,1.0,88.6,87.6,078140,442826,0,0,0,0,,,,,,,,,,,안전,2025.0,73.3,90.5,-19.0,CFS,영업이익(손실),dart_OperatingIncomeLoss,89.1,143.4,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,19.9,36.1,-44.9,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,하락지속,-10,5,현금창출양호,1.22,default,-3,80.6,79.6,27.0,B,OBSERVE,-1.0,12.0,PYKRX,15.0,-10.0,0,-10.0,20.0,True
476830,알지노믹스,,110900,20.1,8.2,3.8,-54.8,23.2,-24.0,-38.4,-25.1,-24.0,-37.5,,0.8,245250,90000,0,False,False,False,293940,293369,262.6,374.1,436.5,1.0,0,False,False,False,False,-,88.5,124.3,-190.5,905.4,-606.3,True,8,조정,-1,-1,0,0,3.9,-15.9,1518.42,,3.02,-896.0,-896.0,-896.0,10,10,1.0,96.5,95.5,476830,1596920,0,3,0,0,,[20251205] [기재정정]주요사항보고서(유상증자결정) (20251205000226) || [20251111] [기재정정]주요사항보고서(유상증자결정) (20251111000355) || [20250930] 주요사항보고서(유상증자결정) (20250930000670),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251205000226 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251111000355 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250930000670,,,,20251205000226 || 20251111000355 || 20250930000670,주의,2025.0,-146.0,-128.6,-13.5,OFS,영업이익(손실),dart_OperatingIncomeLoss,-108.5,-112.4,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-80.6,-41.3,-95.0,thstrm_amount,frmtrm_q_amount,OFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,하락지속,-10,-5,이중적자,,default,-1,80.5,79.5,-999.0,EXCLUDE,EXCLUDE,-999.0,-5.0,PYKRX,-20.0,-5.0,0,-10.0,20.0,False
234030,싸이닉솔루션,,4715,21.5,3.6,11.6,-69.1,1.5,-17.3,-35.8,-46.5,-21.1,-28.4,-44.0,0.79,15240,4645,0,False,False,False,193207,217318,8.0,9.8,13.4,0.89,0,False,False,False,False,-,85.4,6.6,0.1,5.5,0.4,True,15,조정,-1,-1,0,0,3.9,-15.9,1518.42,,3.02,-896.0,-896.0,-896.0,10,10,1.0,100.4,99.4,234030,874168,0,0,0,0,,,,,,,,,,,안전,2025.0,25.1,52.7,-52.3,CFS,영업이익(손실),dart_OperatingIncomeLoss,-23.8,7.1,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-0.3,5.7,-105.6,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,하락지속,-10,-10,밸류트랩의심,-0.95,default,0,80.4,79.4,5.0,WATCH,WATCH,8.5,0.0,PYKRX,-15.0,-5.0,0,15.0,20.0,False
458350,에스팀,,5530,8.2,12.0,10.2,-86.9,6.3,-17.5,-38.2,,-23.7,-36.7,,0.58,42350,5200,0,False,False,False,52761,79771,2.3,3.2,6.2,0.66,0,False,False,False,False,-,85.4,2.3,-0.4,3.0,-0.7,True,8,조정,-1,-1,0,0,3.9,-15.9,1518.42,,3.02,-896.0,-896.0,-896.0,10,10,1.0,93.4,92.4,458350,1379563,0,0,0,0,,,,,,,,,,,안전,2025.0,24.6,20.1,22.5,CFS,영업이익(손실),dart_OperatingIncomeLoss,16.7,34.2,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-5.7,0.4,-1461.0,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,피크아웃,-15,2,현금창출보통,0.68,default,0,80.4,79.4,30.0,C,OBSERVE,21.5,0.0,PYKRX,10.0,-15.0,0,15.0,20.0,True
