name,mode,date,net,index_original,index_matched,ex_original,ex_matched,ex_ew,kospi_pick,kospi_universe,known_later_exclusions,cap_exclusions,missing_exit,entry_failed,size_min,size_max,size_median
R1_minus_mom,causal_uncapped,20250102,0.11218794785004402,0.1610818691908991,0.1750052105087112,-0.04889392134085507,-0.06281726265866719,-0.026524548982769458,0.5,0.4081145584725537,0,0,0,0,0.02782193958664547,0.863275039745628,0.43441971383147854
R1_minus_mom,original,20250203,0.09848318288277465,0.1908444439871355,0.21386250497823733,-0.09236126110436084,-0.11537932209546269,-0.0419466201808278,0.5,0.3819951338199513,0,0,0,0,0.2025931928687196,0.9837925445705025,0.6892220421393841
R1_minus_mom,causal_uncapped,20250203,0.09848318288277465,0.1908444439871355,0.21386250497823733,-0.09236126110436084,-0.11537932209546269,-0.0419466201808278,0.5,0.3819951338199513,0,0,0,0,0.2025931928687196,0.9837925445705025,0.6892220421393841
R1_minus_mom,original,20250304,0.21693775943712026,0.13732674616873008,0.15016999284873903,0.07961101326839018,0.06676776658838124,0.12496207259507237,0.45,0.37886792452830187,0,0,0,0,0.24452830188679245,0.9939622641509434,0.7554716981132075
R1_minus_mom,causal_uncapped,20250304,0.21693775943712026,0.13732674616873008,0.15016999284873903,0.07961101326839018,0.06676776658838124,0.12496207259507237,0.45,0.37886792452830187,0,0,0,0,0.24452830188679245,0.9939622641509434,0.7554716981132075
R1_minus_mom,original,20250401,0.3213589186790242,0.3004713576132273,0.28689737865234566,0.020887561065796922,0.03446154002667856,0.08937888146854037,0.3,0.39666136724960255,0,0,0,0,0.04213036565977742,0.9936406995230525,0.6915739268680445
R1_minus_mom,causal_uncapped,20250401,0.3213589186790242,0.3004713576132273,0.28689737865234566,0.020887561065796922,0.03446154002667856,0.08937888146854037,0.3,0.39666136724960255,0,0,0,0,0.04213036565977742,0.9936406995230525,0.6915739268680445
R1_minus_mom,original,20250502,0.6539024401720991,0.4108899389764611,0.4340451604445622,0.243012501195638,0.21985727972753688,0.5094137449009857,0.45,0.38826185101580135,0,0,0,0,0.22072072072072071,0.996996996996997,0.6647897897897899
R1_minus_mom,causal_uncapped,20250502,0.8931648275594865,0.4108899389764611,0.41529239424644737,0.48227488858302536,0.4778724333130391,0.748676132288373,0.4,0.38826185101580135,1,1,0,0,0.22072072072072071,0.996996996996997,0.652027027027027
R1_minus_mom,original,20250602,0.5324423535699603,0.2956319553532766,0.29677633049770935,0.2368103982166837,0.23566602307225093,0.4521045195871455,0.4,0.39429407461594734,0,0,0,0,0.062134502923976605,0.9970760233918129,0.7510964912280702
R1_minus_mom,causal_uncapped,20250602,0.8288137069893768,0.2956319553532766,0.2867483765077121,0.5331817516361003,0.5420653304816647,0.748475873006562,0.35,0.39429407461594734,1,1,0,0,0.062134502923976605,0.9773391812865497,0.7266081871345029
R1_minus_mom,original,20250701,0.25763355300628216,0.24244093854007434,0.28445100031491105,0.015192614466207816,-0.026817447308628894,0.21061441642828418,0.65,0.39869281045751637,0,0,0,0,0.319634703196347,0.9993476842791911,0.9005218525766471
R1_minus_mom,causal_uncapped,20250701,0.5485397586356149,0.24244093854007434,0.2760926915352621,0.30609882009554057,0.27244706710035277,0.5015206220576169,0.6,0.39869281045751637,1,1,0,0,0.3868232224396608,0.9993476842791911,0.9005218525766471
R1_minus_mom,original,20250801,0.544969298347113,0.5446418561793125,0.5338060378739337,0.00032744216780056234,0.011163260473179393,0.31821967134661017,0.35,0.40594059405940597,0,0,0,0,0.15715292459478505,0.9626497533474278,0.7054263565891473
R1_minus_mom,causal_uncapped,20250801,0.544969298347113,0.5446418561793125,0.5338060378739337,0.00032744216780056234,0.011163260473179393,0.31821967134661017,0.35,0.40594059405940597,0,0,0,0,0.15715292459478505,0.9626497533474278,0.7054263565891473
R1_minus_mom,original,20250901,0.5665779847789323,0.5467130157815678,0.4945878974275481,0.01986496899736445,0.07199008735138418,0.3526606379778616,0.25,0.397196261682243,0,0,0,0,0.1321928460342146,0.9883359253499222,0.776438569206843
R1_minus_mom,causal_uncapped,20250901,0.5665779847789323,0.5467130157815678,0.4945878974275481,0.01986496899736445,0.07199008735138418,0.3526606379778616,0.25,0.397196261682243,0,0,0,0,0.1321928460342146,0.9883359253499222,0.776438569206843
R1_minus_mom,original,20251001,0.4687500177375312,0.3446795097404919,0.2879849135231144,0.12407050799703934,0.18076510421441683,0.32284533543370886,0.2,0.3831360946745562,0,0,0,0,0.3237250554323725,0.9815225424981523,0.7069475240206948
R1_minus_mom,causal_uncapped,20251001,0.4687500177375312,0.3446795097404919,0.2879849135231144,0.12407050799703934,0.18076510421441683,0.32284533543370886,0.2,0.3831360946745562,0,0,0,0,0.3237250554323725,0.9815225424981523,0.7069475240206948
R1_minus_mom,original,20251103,0.48052342208933074,0.4114977103368396,0.3339651406191606,0.06902571175249117,0.14655828147017014,0.19261299791948688,0.15,0.39680232558139533,0,0,0,0,0.146059291395517,0.9992769342010123,0.7823571945046999
R1_minus_mom,causal_uncapped,20251103,0.8635199017031036,0.4114977103368396,0.3182577177788299,0.452022191366264,0.5452621839242737,0.5756094775332596,0.1,0.39680232558139533,2,2,0,0,0.30585683297180044,0.9992769342010123,0.7657266811279826
R1_minus_mom,original,20251201,0.3756058941348123,0.5450267372400641,0.16003707697584071,-0.1694208431052518,0.2155688171589716,0.23587694813913815,0.05,0.4006187161639598,0,0,0,0,0.12413261372397841,0.9552814186584425,0.6476484194294525
R1_minus_mom,causal_uncapped,20251201,0.3756058941348123,0.5450267372400641,0.16003707697584071,-0.1694208431052518,0.2155688171589716,0.23587694813913815,0.05,0.4006187161639598,0,0,0,0,0.12413261372397841,0.9552814186584425,0.6476484194294525
