rank,ticker,market,wu_score,n_universe,wu_b_score,wu_b_rank,name,sector,mcap_조,lv63,nh252_%,mom12_%,r20d_%,amt20_억,foreign_5d_억,foreign_20d_억,inst_5d_억,inst_20d_억,top50,top10pct
933,198440,KOSDAQ,1.191,1076,1.074,502.0,강동씨앤엘,비금속광물(시멘트·유리),0.07,0.103,-51.9,33.0,-39.4,17.1,-0.9,11.2,-0.0,0.6,0,0
934,357880,KOSDAQ,1.188,1076,0.734,760.0,SKAI,출판·SW,0.12,0.0728,-60.6,3.4,-11.8,25.0,1.4,-21.7,0.0,1.0,0,0
935,006660,KOSPI,1.188,1076,0.806,719.0,삼성공조,자동차·부품,0.09,0.0727,-37.5,-34.8,16.7,222.3,-5.6,-5.4,-0.8,-0.6,0,0
936,030960,KOSDAQ,1.188,1076,0.461,931.0,양지사,인쇄,0.07,0.0456,-50.1,-45.7,-6.1,8.8,1.8,3.6,0.0,0.0,0,0
937,102120,KOSDAQ,1.187,1076,0.48,925.0,어보브반도체,반도체·전자부품,0.13,0.0567,-51.6,-38.0,-6.2,9.1,-1.1,-2.0,0.0,0.1,0,0
938,322180,KOSDAQ,1.184,1076,0.506,903.0,LS티라유텍,출판·SW,0.1,0.0535,-55.7,-25.7,8.0,5.7,-4.2,-4.9,0.6,0.8,0,0
939,036010,KOSDAQ,1.181,1076,0.925,628.0,아비코전자,반도체·전자부품,0.08,0.083,-52.6,8.4,-7.7,7.7,-2.2,-16.6,1.9,6.0,0,0
940,445090,KOSDAQ,1.178,1076,0.72,768.0,에이직랜드,반도체·전자부품,0.21,0.0887,-42.3,-33.0,-22.0,15.3,-1.2,13.0,0.9,3.2,0,0
941,056090,KOSDAQ,1.172,1076,0.654,809.0,시지메드텍,의료·정밀·광학,0.12,0.0671,-65.9,2.5,6.9,6.2,-0.9,10.9,-0.0,-0.2,0,0
942,065170,KOSDAQ,1.17,1076,1.081,496.0,비엘팜텍,도매,0.07,0.1272,-65.2,364.9,-34.6,45.2,-1.1,-7.7,0.0,-0.1,0,0
943,210980,KOSPI,1.169,1076,0.799,722.0,SK디앤디,부동산,0.09,0.0745,-62.4,15.4,-54.6,19.5,-6.1,-4.6,0.5,-35.1,0,0
944,009470,KOSPI,1.167,1076,0.659,806.0,삼화전기,반도체·전자부품,0.16,0.0742,-57.4,-10.7,-7.1,13.0,6.5,0.2,0.0,-1.3,0,0
945,147760,KOSDAQ,1.163,1076,1.045,527.0,피엠티,의료·정밀·광학,0.07,0.1088,-60.9,95.6,-8.8,5.7,-1.0,4.6,-1.3,-16.6,0,0
946,091590,KOSDAQ,1.159,1076,1.092,487.0,남화토건,건설,0.05,0.1114,-58.8,111.2,-51.0,39.9,6.7,17.7,0.0,0.3,0,0
947,092200,KOSPI,1.158,1076,0.634,827.0,디아이씨,자동차·부품,0.2,0.0783,-64.2,-3.6,16.2,22.2,0.0,-23.3,0.2,-1.8,0,0
948,006370,KOSPI,1.158,1076,0.79,728.0,대구백화점,소매,0.05,0.0663,-35.2,-42.2,-2.3,9.4,-0.2,2.0,0.0,-0.0,0,0
949,085670,KOSDAQ,1.157,1076,0.46,932.0,뉴프렉스,반도체·전자부품,0.08,0.0482,-55.5,-30.1,-3.5,9.3,0.7,2.0,0.7,0.7,0,0
950,261520,KOSDAQ,1.146,1076,0.516,896.0,이지스,출판·SW,0.04,0.0481,-79.3,,2.5,7.2,1.9,-0.3,0.0,0.0,0,0
951,217820,KOSDAQ,1.146,1076,0.38,961.0,원익피앤이,기계·장비,0.1,0.0474,-54.0,-45.1,9.5,5.8,1.4,0.5,0.2,0.4,0,0
952,089230,KOSDAQ,1.143,1076,0.874,668.0,THE E&M,IT서비스,0.07,0.0784,-56.6,13.7,24.7,7.9,-1.4,-5.4,-0.0,0.0,0,0
953,358570,KOSDAQ,1.142,1076,0.274,1001.0,지아이이노베이션,지주·전문서비스,0.6,0.0745,-55.8,-60.1,12.7,31.5,11.1,49.3,-21.4,-55.9,0,0
954,448710,KOSDAQ,1.142,1076,0.359,970.0,코츠테크놀로지,반도체·전자부품,0.06,0.0419,-52.5,-58.0,8.2,5.7,1.6,-2.4,0.2,0.0,0,0
955,382900,KOSDAQ,1.133,1076,0.663,803.0,범한퓨얼셀,전기장비,0.15,0.076,-58.4,-8.6,1.7,10.3,4.9,15.0,0.2,-6.6,0,0
956,140670,KOSDAQ,1.123,1076,0.33,985.0,알에스오토메이션,반도체·전자부품,0.14,0.052,-60.4,-36.2,12.6,7.2,2.4,4.1,0.5,1.3,0,0
957,004060,KOSPI,1.117,1076,0.352,975.0,SG세계물산,도매,0.06,0.042,-64.1,-28.3,9.7,7.2,0.2,4.2,0.2,0.2,0,0
958,282720,KOSDAQ,1.106,1076,0.432,941.0,금양그린파워,건설,0.1,0.0539,-55.3,-34.7,13.4,5.9,0.8,0.8,0.0,-1.2,0,0
959,228340,KOSDAQ,1.102,1076,1.045,528.0,동양파일,비금속광물(시멘트·유리),0.05,0.1166,-60.7,91.9,-38.5,16.5,3.3,8.8,0.0,0.1,0,0
960,317330,KOSDAQ,1.092,1076,0.247,1006.0,덕산테코피아,화학,0.24,0.0579,-63.3,-41.4,5.2,7.0,-5.7,-11.1,-0.0,0.0,0,0
961,464080,KOSDAQ,1.086,1076,0.472,929.0,에스오에스랩,의료·정밀·광학,0.17,0.0664,-64.6,-17.1,0.8,9.1,2.9,10.5,1.2,-0.6,0,0
962,012690,KOSPI,1.084,1076,0.616,839.0,모나리자,펄프·종이,0.06,0.0609,-42.4,-48.0,7.3,111.7,2.6,-3.9,0.0,-0.1,0,0
963,129920,KOSDAQ,1.079,1076,0.71,775.0,대성하이텍,기계·장비,0.1,0.0766,-56.1,-7.9,46.6,7.8,-8.1,-8.7,-0.8,-0.9,0,0
964,208370,KOSDAQ,1.069,1076,0.356,972.0,셀바스헬스케어,의료·정밀·광학,0.07,0.0465,-57.3,-39.3,3.8,10.0,-9.2,-10.5,0.0,0.0,0,0
965,003680,KOSPI,1.067,1076,0.944,612.0,한성기업,식료품,0.04,0.0892,-57.1,28.1,-26.4,270.4,-0.2,24.8,-0.1,-0.5,0,0
966,320000,KOSDAQ,1.063,1076,0.925,630.0,한울반도체,기계·장비,0.08,0.1082,-49.8,0.4,-5.3,106.4,-3.4,-2.0,-0.1,0.0,0,0
967,008970,KOSPI,1.062,1076,0.077,1051.0,KBI동양철관,철강·1차금속,0.12,0.0375,-69.4,-70.9,-1.8,6.9,3.8,17.8,0.0,-0.4,0,0
968,424870,KOSDAQ,1.058,1076,0.131,1032.0,이뮨온시아,지주·전문서비스,0.31,0.0582,-77.1,-43.9,7.1,9.3,-5.3,1.0,-2.2,-10.5,0,0
969,417010,KOSDAQ,1.057,1076,0.576,864.0,나노팀,기계·장비,0.11,0.0679,-62.3,-11.2,12.4,5.7,-1.6,-2.2,0.9,1.0,0,0
970,058820,KOSDAQ,1.053,1076,0.13,1033.0,CMG제약,제약·바이오,0.1,0.0393,-67.1,-56.2,-23.1,6.1,2.6,11.5,-1.7,-0.1,0,0
971,254490,KOSDAQ,1.052,1076,0.528,890.0,미래반도체,도매,0.25,0.0869,-59.9,-17.9,2.6,17.7,-4.0,-16.9,1.3,2.6,0,0
972,228670,KOSDAQ,1.05,1076,0.56,872.0,레이,의료·정밀·광학,0.09,0.0641,-47.6,-39.7,20.2,7.0,-8.9,-12.6,0.3,0.3,0,0
973,158430,KOSDAQ,1.048,1076,0.313,992.0,아톤,출판·SW,0.11,0.0513,-54.4,-58.0,12.3,11.5,3.7,-7.3,0.0,0.2,0,0
974,199430,KOSDAQ,1.048,1076,0.651,812.0,케이엔알시스템,의료·정밀·광학,0.17,0.0881,-63.0,-2.6,40.7,49.2,-10.8,-37.7,0.0,-0.0,0,0
975,187420,KOSDAQ,1.046,1076,0.559,873.0,HLB제넥스,제약·바이오,0.06,0.06,-47.4,-40.7,20.7,5.9,0.2,-3.0,0.0,0.2,0,0
976,199820,KOSDAQ,1.044,1076,0.247,1007.0,제일일렉트릭,전기장비,0.17,0.0557,-62.6,-43.1,0.5,14.8,-9.0,-9.7,1.5,1.5,0,0
977,086390,KOSDAQ,1.04,1076,0.486,921.0,유니테스트,기계·장비,0.2,0.0751,-58.8,-22.8,-13.7,24.8,-4.7,47.8,0.6,-125.2,0,0
978,289930,KOSDAQ,1.035,1076,0.374,965.0,웨이비스,반도체·전자부품,0.1,0.0545,-69.2,-21.9,-12.7,5.9,-1.6,-11.6,-0.0,0.8,0,0
979,160190,KOSDAQ,1.027,1076,0.105,1040.0,하이젠알앤엠,전기장비,0.59,0.0697,-77.5,-49.0,7.3,23.6,-38.1,-59.7,2.8,17.9,0,0
980,333430,KOSDAQ,1.024,1076,0.437,938.0,일승,조선·기타운송,0.13,0.0638,-58.1,-28.8,28.5,105.8,-0.3,-23.0,0.1,0.1,0,0
981,478340,KOSDAQ,1.016,1076,0.513,898.0,나라스페이스테크놀로지,조선·기타운송,0.14,0.0717,-80.5,,-1.7,9.1,1.7,3.8,0.0,-0.0,0,0
982,032940,KOSDAQ,1.014,1076,0.501,909.0,원익,도매,0.11,0.0652,-59.8,-20.3,1.3,8.3,3.6,0.9,-2.9,-1.0,0,0
983,101730,KOSDAQ,1.014,1076,0.362,968.0,위메이드맥스,출판·SW,0.28,0.0764,-58.3,-36.7,-36.1,11.6,-1.2,1.3,0.2,3.6,0,0
984,412350,KOSDAQ,1.006,1076,0.909,642.0,레이저쎌,기계·장비,0.06,0.1084,-68.9,64.7,-29.2,18.6,3.4,-4.4,-2.9,-3.1,0,0
985,065950,KOSDAQ,1.005,1076,0.37,967.0,웰크론,섬유,0.03,0.0472,-53.1,-53.2,-0.6,10.1,1.0,-0.9,0.0,-0.0,0,0
986,215100,KOSDAQ,1.004,1076,0.358,971.0,로보로보,전기장비,0.09,0.0542,-68.4,-23.9,9.2,22.9,-8.9,-11.2,-0.0,-0.0,0,0
987,044340,KOSDAQ,0.996,1076,0.78,735.0,위닉스,전기장비,0.08,0.0877,-32.7,-53.7,29.8,240.8,-12.8,-18.1,-0.0,0.0,0,0
988,007610,KOSPI,0.987,1076,0.851,686.0,선도전기,전기장비,0.08,0.111,-69.2,45.3,-19.1,36.8,-0.9,-9.7,-0.0,0.0,0,0
989,211270,KOSDAQ,0.977,1076,0.347,978.0,AP위성,반도체·전자부품,0.13,0.0611,-60.3,-34.8,-6.8,5.7,-0.1,-0.6,-0.0,2.2,0,0
990,201490,KOSDAQ,0.975,1076,0.121,1036.0,미투온,출판·SW,0.07,0.0389,-64.9,-68.0,9.2,8.4,1.7,-0.2,-0.0,-0.8,0,0
991,299030,KOSDAQ,0.973,1076,0.297,999.0,하나기술,기계·장비,0.12,0.0568,-58.3,-45.1,11.8,6.0,0.2,-6.6,1.4,2.2,0,0
992,163730,KOSDAQ,0.969,1076,0.433,940.0,핑거,출판·SW,0.12,0.0661,-57.8,-29.3,5.2,9.0,-19.6,-22.3,0.4,0.4,0,0
993,048770,KOSDAQ,0.962,1076,0.856,681.0,TPC로보틱스,기계·장비,0.05,0.0954,-65.6,38.6,5.4,7.3,1.7,-2.6,0.1,-0.1,0,0
994,194480,KOSDAQ,0.962,1076,0.209,1014.0,데브시스터즈,출판·SW,0.27,0.0671,-60.2,-58.3,25.4,22.1,-6.5,-1.6,16.3,50.8,0,0
995,115500,KOSDAQ,0.962,1076,0.585,856.0,케이씨에스,IT서비스,0.11,0.0762,-60.9,-12.2,3.2,6.1,1.2,2.0,0.0,0.0,0,0
996,322310,KOSDAQ,0.959,1076,0.504,906.0,오로스테크놀로지,기계·장비,0.14,0.0757,-67.6,-12.1,-22.9,21.2,2.1,-4.6,0.5,10.6,0,0
997,100590,KOSDAQ,0.953,1076,0.616,838.0,머큐리,반도체·전자부품,0.06,0.0709,-66.8,-1.1,4.0,5.9,0.7,0.1,-0.5,-2.0,0,0
998,372170,KOSDAQ,0.951,1076,0.344,980.0,윤성에프앤씨,기계·장비,0.15,0.0656,-54.3,-52.4,13.5,5.4,-7.9,-3.9,-0.0,0.2,0,0
999,002880,KOSPI,0.947,1076,0.693,782.0,디와이에이,,0.04,0.0743,-44.3,-31.8,-25.2,6.3,-0.2,0.0,-0.0,0.0,0,0
1000,488280,KOSDAQ,0.946,1076,0.564,869.0,에스투더블유,출판·SW,0.13,0.0803,-68.9,,14.3,10.2,0.0,-2.4,0.1,-2.1,0,0
1001,340440,KOSDAQ,0.944,1076,0.219,1011.0,세림B&G,고무·플라스틱,0.02,0.0418,-66.2,-40.6,-11.8,10.4,1.1,-1.5,0.0,0.0,0,0
1002,304100,KOSDAQ,0.94,1076,0.297,1000.0,솔트룩스,출판·SW,0.23,0.0712,-54.0,-71.9,52.9,47.5,-41.8,-85.2,1.4,2.8,0,0
1003,321370,KOSDAQ,0.933,1076,0.679,794.0,센서뷰,반도체·전자부품,0.08,0.081,-67.8,7.3,-11.2,23.6,1.1,-1.3,0.0,0.0,0,0
1004,457370,KOSDAQ,0.926,1076,0.751,751.0,한켐,화학,0.06,0.0871,-50.3,-15.3,-6.6,23.4,-13.6,-18.2,0.0,-2.0,0,0
1005,432470,KOSDAQ,0.923,1076,0.493,915.0,케이엔에스,기계·장비,0.07,0.0653,-52.3,-35.6,14.5,6.1,0.8,-3.6,0.0,0.0,0,0
1006,402030,KOSDAQ,0.922,1076,0.258,1004.0,코난테크놀로지,출판·SW,0.2,0.066,-55.8,-67.6,37.6,14.9,-3.8,-12.1,0.5,0.7,0,0
1007,274090,KOSDAQ,0.916,1076,0.48,926.0,켄코아에어로스페이스,조선·기타운송,0.16,0.0805,-66.7,-14.6,4.9,16.1,-2.8,-7.9,0.2,1.8,0,0
1008,218150,KOSDAQ,0.914,1076,0.584,857.0,,,0.04,0.0684,-43.7,-50.9,15.9,86.5,0.5,-9.1,0.0,0.0,0,0
1009,373200,KOSDAQ,0.911,1076,0.386,957.0,엑스플러스,기타제조,0.04,0.0561,-66.6,-22.3,-32.1,6.1,-0.5,1.9,0.0,-0.2,0,0
1010,469610,KOSDAQ,0.887,1076,0.508,901.0,이노테크,기계·장비,0.12,0.078,-82.8,,-6.0,9.1,2.4,12.4,0.0,0.1,0,0
1011,348370,KOSDAQ,0.874,1076,0.069,1053.0,엔켐,화학,0.61,0.0808,-71.5,-64.9,20.8,57.0,36.7,30.4,6.4,14.5,0,0
1012,494120,KOSDAQ,0.873,1076,0.502,907.0,큐리오시스,의료·정밀·광학,0.18,0.0956,-86.8,,-9.6,17.4,6.1,-19.8,-3.4,5.2,0,0
1013,092220,KOSPI,0.862,1076,0.372,966.0,KEC,반도체·전자부품,0.11,0.0674,-71.1,-20.6,-14.2,9.3,-1.8,0.7,-0.0,-0.2,0,0
1014,419530,KOSDAQ,0.861,1076,0.095,1044.0,SAMG엔터,미디어·엔터,0.27,0.0657,-68.3,-65.5,-6.3,28.6,12.9,-8.3,-41.3,14.3,0,0
1015,071280,KOSDAQ,0.855,1076,0.317,991.0,로체시스템즈,기계·장비,0.09,0.0616,-56.0,-50.1,-13.3,7.4,15.8,12.3,0.0,-1.4,0,0
1016,261780,KOSDAQ,0.855,1076,0.636,823.0,아리바이오랩,지주·전문서비스,0.07,0.082,-57.7,-12.2,-15.7,7.1,0.5,-0.8,0.0,-0.0,0,0
1017,025950,KOSDAQ,0.851,1076,0.406,950.0,동신건설,건설,0.09,0.0677,-56.4,-35.0,-20.3,8.2,2.4,4.4,0.0,0.0,0,0
1018,484870,KOSPI,0.816,1076,0.117,1037.0,엠앤씨솔루션,기계·장비,0.48,0.0883,-76.3,-47.5,-39.9,13.3,-4.4,-40.4,0.0,-3.6,0,0
1019,235980,KOSDAQ,0.802,1076,0.31,997.0,메드팩토,지주·전문서비스,0.1,0.0658,-63.3,-33.7,5.2,8.1,4.4,-4.5,-0.1,0.3,0,0
1020,389020,KOSDAQ,0.794,1076,0.204,1016.0,자람테크놀로지,반도체·전자부품,0.16,0.0671,-63.1,-50.5,-4.7,6.9,-4.2,-3.0,0.0,0.1,0,0
1021,065660,KOSDAQ,0.792,1076,0.2,1019.0,안트로젠,도매,0.16,0.0679,-71.7,-37.1,-16.0,7.5,1.4,3.6,0.6,0.7,0,0
1022,300080,KOSDAQ,0.792,1076,0.375,964.0,플리토,IT서비스,0.14,0.0801,-57.1,-37.2,18.8,7.8,1.3,20.4,-0.2,0.2,0,0
1023,463480,KOSDAQ,0.79,1076,0.141,1030.0,모티브링크,반도체·전자부품,0.05,0.0478,-64.5,-60.8,-9.1,12.5,0.1,1.4,0.0,0.0,0,0
1024,156100,KOSDAQ,0.776,1076,0.181,1022.0,엘앤케이바이오,의료·정밀·광학,0.09,0.0569,-75.1,-37.7,-15.6,11.2,1.5,16.1,0.0,-2.3,0,0
1025,290660,KOSDAQ,0.765,1076,0.331,983.0,다이나믹솔루션,의료·정밀·광학,0.07,0.064,-54.3,-53.8,14.5,12.1,-1.2,-5.0,-0.1,-0.0,0,0
1026,407400,KOSDAQ,0.746,1076,0.058,1055.0,꿈비,가구,0.03,0.0443,-71.2,-72.0,-0.7,5.2,1.0,1.9,-0.0,0.0,0,0
1027,381620,KOSDAQ,0.728,1076,0.321,988.0,제닉스로보틱스,기계·장비,0.09,0.0695,-64.5,-30.3,15.4,18.7,-4.0,-16.7,-0.0,6.9,0,0
1028,418420,KOSDAQ,0.725,1076,0.378,962.0,라온텍,반도체·전자부품,0.12,0.0826,-65.2,-24.3,-0.7,5.6,-2.9,-11.3,0.0,-0.6,0,0
1029,101670,KOSDAQ,0.725,1076,0.085,1049.0,하이드로리튬,금속가공,0.05,0.048,-74.1,-56.2,-13.4,7.7,-4.9,-6.4,0.0,0.0,0,0
1030,024940,KOSDAQ,0.718,1076,0.152,1028.0,PN풍년,도매,0.02,0.0512,-65.3,-54.5,-3.1,6.7,0.0,-1.9,0.0,0.0,0,0
1031,111710,KOSDAQ,0.7,1076,0.582,858.0,남화산업,예술·스포츠,0.06,0.0978,-59.2,-14.5,-35.6,6.1,0.0,1.9,0.0,0.0,0,0
1032,039980,KOSDAQ,0.692,1076,0.313,993.0,폴라리스AI,IT서비스,0.09,0.0734,-53.8,-65.2,40.0,126.1,-13.4,-22.3,-0.1,-0.0,0,0
1033,460940,KOSDAQ,0.691,1076,0.354,973.0,피앤에스로보틱스,의료·정밀·광학,0.08,0.0739,-58.2,-37.6,31.9,19.0,-7.3,-8.1,0.0,-0.0,0,0
1034,459550,KOSDAQ,0.688,1076,0.557,876.0,알트,반도체·전자부품,0.04,0.0889,-69.7,,52.3,101.9,-3.3,-10.7,-4.3,-5.8,0,0
1035,051980,KOSDAQ,0.686,1076,0.052,1056.0,중앙첨단소재,반도체·전자부품,0.12,0.0602,-72.8,-72.0,11.0,11.4,0.5,9.4,0.0,0.0,0,0
1036,092040,KOSDAQ,0.684,1076,0.05,1057.0,아미코젠,식료품,0.08,0.0522,-74.8,-70.0,-12.3,8.8,-5.7,-2.3,0.1,-1.9,0,0
1037,475230,KOSDAQ,0.682,1076,0.09,1047.0,엔알비,금속가공,0.09,0.0578,-70.8,-59.2,12.2,6.3,-6.0,-14.4,-0.1,-0.2,0,0
1038,008830,KOSDAQ,0.68,1076,0.27,1002.0,대동기어,기계·장비,0.06,0.0646,-71.3,-29.2,-39.4,26.9,-16.8,-2.5,-25.7,-31.1,0,0
1039,042940,KOSDAQ,0.677,1076,0.323,987.0,상지건설,건설,0.04,0.0664,-55.7,-49.2,-6.5,5.5,-0.2,-0.0,0.0,0.0,0,0
1040,365330,KOSDAQ,0.663,1076,0.094,1045.0,에스와이스틸텍,금속가공,0.08,0.0568,-72.9,-54.1,-16.9,6.5,1.7,18.4,0.0,0.0,0,0
1041,432720,KOSDAQ,0.648,1076,0.147,1029.0,퀄리타스반도체,반도체·전자부품,0.13,0.0694,-69.9,-47.0,-4.3,10.0,-0.7,-6.7,0.1,-0.2,0,0
1042,380550,KOSDAQ,0.645,1076,0.078,1050.0,뉴로핏,출판·SW,0.11,0.062,-75.3,-56.5,-2.9,5.7,-0.7,13.3,0.4,-3.1,0,0
1043,014950,KOSDAQ,0.64,1076,0.53,888.0,삼익제약,제약·바이오,0.05,0.0959,-75.0,,23.2,112.1,-3.9,-11.9,0.0,-0.7,0,0
1044,377480,KOSDAQ,0.634,1076,0.31,996.0,마음AI,출판·SW,0.08,0.0764,-54.6,-57.4,27.3,35.2,-4.3,-6.6,-0.0,0.0,0,0
1045,011230,KOSPI,0.606,1076,0.538,882.0,삼화전자,반도체·전자부품,0.05,0.1125,-50.4,-34.5,-21.3,33.2,2.9,-0.4,-0.0,0.0,0,0
1046,095910,KOSDAQ,0.464,1076,0.154,1027.0,에스에너지,전기장비,0.03,0.0683,-74.2,-42.5,-16.9,7.7,-1.5,-4.4,0.0,-0.0,0,0
1047,900340,KOSDAQ,0.456,1076,0.232,1009.0,윙입푸드,금융(은행),0.03,0.0752,-57.0,-72.8,56.2,7.9,0.2,0.6,0.0,0.0,0,0
1048,000890,KOSPI,0.41,1076,0.35,977.0,보해양조,음료,0.04,0.1045,-64.4,-28.1,-19.5,9.9,2.1,10.0,0.0,0.0,0,0
1049,065770,KOSDAQ,0.405,1076,0.311,995.0,CS,반도체·전자부품,0.02,0.0899,-70.9,-25.9,-5.8,11.3,-0.0,1.7,0.0,0.0,0,0
1050,050110,KOSDAQ,0.388,1076,0.021,1063.0,캠시스,반도체·전자부품,0.03,0.0647,-79.2,-82.4,17.4,8.8,1.4,-9.0,-0.0,-0.1,0,0
1051,463020,KOSDAQ,0.388,1076,0.114,1039.0,뉴엔AI,출판·SW,0.11,0.0881,-64.4,-82.1,86.3,161.8,-8.4,-6.8,-2.1,-1.9,0,0
1052,066910,KOSDAQ,0.359,1076,0.177,1023.0,손오공,,0.03,0.08,-62.7,-57.1,10.6,30.3,0.5,-4.1,0.0,-0.6,0,0
1053,225190,KOSDAQ,0.337,1076,0.09,1048.0,LK삼양,의료·정밀·광학,0.06,0.0779,-69.8,-60.6,9.1,8.4,-8.3,-7.8,0.0,-0.0,0,0
1054,023790,KOSDAQ,0.334,1076,0.259,1003.0,동일스틸럭스,철강·1차금속,0.02,0.0937,-81.4,-27.0,32.1,41.1,-0.6,-0.8,-0.0,0.2,0,0
1055,406820,KOSDAQ,0.329,1076,0.254,1005.0,뷰티스킨,화학,0.03,0.0958,-71.8,-30.2,-7.5,11.5,1.9,1.8,0.0,0.0,0,0
1056,299660,KOSDAQ,0.319,1076,0.173,1025.0,셀리드,지주·전문서비스,0.05,0.0881,-61.2,-66.4,34.1,34.3,2.1,-2.3,0.0,0.0,0,0
1057,368600,KOSDAQ,0.315,1076,0.19,1021.0,아이씨에이치,,0.03,0.0861,-59.3,-74.9,72.2,20.9,-0.6,-3.0,0.0,-0.0,0,0
1058,084650,KOSDAQ,0.306,1076,0.105,1041.0,랩지노믹스,지주·전문서비스,0.06,0.0829,-67.1,-64.5,8.9,14.8,-3.2,-6.2,-0.0,-0.2,0,0
1059,476080,KOSDAQ,0.262,1076,0.066,1054.0,M83,미디어·엔터,0.03,0.0787,-70.7,-72.8,-0.9,5.7,0.0,-3.5,0.0,-0.0,0,0
1060,001000,KOSDAQ,0.258,1076,0.069,1052.0,신라섬유,부동산,0.01,0.0776,-77.1,-57.1,-30.6,6.3,-0.7,0.7,0.0,0.0,0,0
1061,131400,KOSDAQ,0.255,1076,0.101,1043.0,이브이첨단소재,반도체·전자부품,0.04,0.0858,-71.1,-55.3,-27.9,17.2,-3.2,1.8,0.0,0.0,0,0
1062,355390,KOSDAQ,0.241,1076,0.03,1059.0,크라우드웍스,출판·SW,0.03,0.0779,-76.9,-80.8,16.0,8.9,-1.1,-1.8,0.0,0.0,0,0
1063,078590,KOSDAQ,0.206,1076,0.094,1046.0,휴림에이텍,자동차·부품,0.04,0.091,-70.4,-58.3,67.8,24.2,-0.3,-6.1,-0.0,-0.0,0,0
1064,093240,KOSPI,0.203,1076,0.008,1065.0,,,0.03,0.0779,-84.4,-82.6,-13.1,12.9,1.1,-5.9,-0.0,-0.0,0,0
1065,203400,KOSDAQ,0.185,1076,0.023,1061.0,에이비온,지주·전문서비스,0.08,0.0951,-79.5,-80.3,12.7,5.7,-0.3,-9.2,0.0,-0.2,0,0
1066,270520,KOSDAQ,0.146,1076,0.034,1058.0,앱튼,연구개발,0.07,0.106,-74.5,-82.8,52.9,8.2,3.4,1.7,0.0,-1.7,0,0
1067,465770,KOSPI,0.142,1076,0.116,1038.0,STX그린로지스,운수·물류,0.02,0.1132,-64.6,-76.0,51.2,124.5,-3.1,-1.6,0.0,-1.4,0,0
1068,291810,KOSDAQ,0.116,1076,0.101,1042.0,핀텔,출판·SW,0.02,0.1262,-71.1,-54.8,38.7,17.2,-1.0,-1.0,0.1,-0.2,0,0
1069,308100,KOSDAQ,0.094,1076,0.004,1067.0,,,0.01,0.0898,-86.6,-85.0,-15.1,5.2,0.1,-0.4,-0.0,-0.1,0,0
1070,071950,KOSPI,0.076,1076,0.017,1064.0,코아스,가구,0.03,0.1008,-83.9,-79.0,-6.1,8.3,-0.1,-2.5,-0.1,-0.1,0,0
1071,900100,KOSDAQ,0.06,1076,0.022,1062.0,파이온엑스,,0.01,0.1025,-81.1,-77.7,3.2,5.1,-0.3,-0.5,0.0,0.0,0,0
1072,011080,KOSDAQ,0.021,1076,0.007,1066.0,형지I&C,의복,0.01,0.1135,-92.0,-81.6,-53.9,5.6,-0.0,1.1,0.0,-1.1,0,0
