code,strategy,buy,sell,hold_td,ret,pnl_at_sell,rsi_sell,rsi_chg5,rs_vs_mkt,after5,after5_mkt,after5_exc,closed5,after10,after10_mkt,after10_exc,closed10,after20,after20_mkt,after20_exc,closed20,hold40_ret,hold40_closed,sell_vs_hold40,type
007340,스윙,06-26,07-03,5,2.2,4.625850340136051,42.624332236563134,7.149124622974156,-0.9566498277953972,-6.762028608582571,-1.4884485873860376,-5.273580021196533,True,0.5201560468140354,-9.30615330150527,9.826309348319306,True,6.371911573472033,-9.760556685776567,16.1324682592486,True,32.10884353741497,True,-27.48299319727892,기타
105840,스윙,06-26,07-02,4,5.1,6.3787375415282455,39.67602574585332,6.913490534983723,1.9460154925229567,-9.80637101811368,-5.475220208666942,-4.331150809446738,True,-14.428482198625858,-4.07663895096565,-10.351843247660208,True,-17.613991255465333,-10.035029773324277,-7.578961482141056,True,-13.355481727574748,True,19.734219269102994,기타
267250,스윙,06-30,07-01,1,0.7,5.263157894736836,37.57324738358403,7.652571915707227,2.750723535043531,-7.761904761904759,-9.459476028857827,1.6975712669530676,True,-4.523809523809518,-6.002882306090484,1.4790727822809657,True,-7.666666666666666,-20.8999366273642,13.233269960697536,True,8.270676691729317,True,-3.007518796992481,기타
031210,스윙,06-25,06-30,3,2.1,1.7156862745097978,39.89653616806669,3.32038041496061,-0.601919890496494,5.060240963855422,-3.2619953864785556,8.322236350333977,True,0.8433734939758963,-7.942191477283023,8.78556497125892,True,0.0,-18.621963017645427,18.621963017645427,True,4.779411764705888,True,-3.0637254901960898,기타
064350,스윙,06-26,06-30,2,3.1,1.8845700824499323,38.891355999938455,-4.872469267715914,-4.546942084508787,7.745664739884384,-3.2619953864785556,11.00766012636294,True,-4.393063583815026,-7.942191477283023,3.549127893467997,True,-30.578034682080922,-18.621963017645427,-11.956071664435495,True,-21.319199057714954,True,23.203769140164887,기타
071970,스윙,06-25,06-29,2,1.0,-1.8333333333333313,37.660257002276886,-2.6027465526549634,-5.235043918860138,7.300509337860772,-2.3307524094416054,9.631261747302378,True,1.1884550084889645,-7.289845441751563,8.478300450240528,True,-7.130730050933787,-14.527637992975828,7.396907942042041,True,-16.500000000000004,True,14.666666666666671,기타
004430,스윙,05-26,06-26,22,-19.0,-19.12521440823327,34.263734201340654,-5.582283990615856,8.45083910900576,26.29904559915164,5.582500167931448,20.71654543122019,True,32.44962884411453,4.010958935655018,28.43866990845951,True,34.9946977730647,-1.5676574933735865,36.56235526643829,True,11.492281303602049,True,-30.617495711835318,손실컷
460860,스윙,06-16,06-26,8,-12.4,-16.996047430830043,30.171659966146393,-6.368276354960514,0.8335513069162026,2.0238095238095166,5.582500167931448,-3.5586906441219313,True,1.4285714285714235,4.010958935655018,-2.5823875070835944,True,9.404761904761916,-1.5676574933735865,10.972419398135502,True,-3.359683794466406,True,-13.636363636363637,손실컷
263750,스윙,06-18,06-26,6,-12.1,-12.435897435897436,18.87259715325338,-10.342032567213494,3.261545603657746,6.295754026354317,5.582500167931448,0.7132538584228687,True,8.491947291361646,4.010958935655018,4.480988355706628,True,3.221083455344065,-1.5676574933735865,4.788740948717651,True,-19.87179487179487,True,7.435897435897433,RSI급락
003720,스윙,06-23,06-26,3,-7.5,-8.98876404494382,29.47372388889916,-7.315788245809173,-3.6585933211302333,1.6975308641975273,5.582500167931448,-3.8849693037339206,True,-6.327160493827155,4.010958935655018,-10.338119429482173,True,-2.6234567901234573,-1.5676574933735865,-1.0557992967498708,True,-3.6516853932584303,True,-5.33707865168539,손실컷
