cut,key,metric,n,mean,lo,hi,pos
type_year,"('cb', '2024')",ex5,279,0.014759639610317793,-0.00314121893198258,0.03440477451106773,0.5089605734767025
type_year,"('cb', '2024')",ex20,279,0.0019903243558604044,-0.020898545777431766,0.02613701464694766,0.3906810035842294
type_year,"('cb', '2024')",ex60,278,-0.07295657732797306,-0.10285416032155269,-0.041820838941229045,0.32616487455197135
type_year,"('cb', '2024')",raw20,279,-0.033467505675368485,-0.05618940452520338,-0.00910826208058743,0.3154121863799283
type_year,"('cb', '2024')",exm20,279,-0.01872859005705719,-0.041746752050815544,0.005354321606637092,0.3333333333333333
type_year,"('cb', '2024')",exm60,278,-0.11150049925145007,-0.14103274808579114,-0.07969215753159035,0.2616487455197133
type_year,"('cb', '2025')",pre20,301,0.08591219100653971,0.06104734443695129,0.11413028441079572,0.5647840531561462
type_year,"('cb', '2025')",react,301,0.03048551175122571,0.018139787314548995,0.04372977926065426,0.53156146179402
type_year,"('cb', '2025')",ex5,301,0.012512139516329488,-0.0020343797862890927,0.02710648445232827,0.4584717607973422
type_year,"('cb', '2025')",ex20,301,0.021391742625690126,-0.009503911295816727,0.052167782195047675,0.4186046511627907
type_year,"('cb', '2025')",ex60,300,0.028706304191388067,-0.03303920476140303,0.09070649463132062,0.3687707641196013
type_year,"('cb', '2025')",raw20,301,0.012658322955343517,-0.020005735906272065,0.0429136019283788,0.38870431893687707
type_year,"('cb', '2025')",exm20,301,-0.005100375586631128,-0.03545815575295519,0.025174162047611394,0.3521594684385382
type_year,"('cb', '2025')",exm60,300,-0.03890527115739175,-0.09927045609217945,0.022575090522123732,0.2956810631229236
type_year,"('cb', '2026')",pre20,248,0.09838631877801648,0.05308620064584695,0.14896283152645007,0.5040322580645161
type_year,"('cb', '2026')",react,248,0.024566822705013362,0.00830750004994637,0.04209281441442621,0.5362903225806451
type_year,"('cb', '2026')",ex5,246,0.005164103953165341,-0.010445111465655086,0.02048749296708312,0.43951612903225806
type_year,"('cb', '2026')",ex20,230,0.023313345560169806,-0.020563316325328106,0.06913868810928211,0.38306451612903225
type_year,"('cb', '2026')",ex60,182,0.018770153756503358,-0.04738288897825784,0.0913826877053751,0.24596774193548387
type_year,"('cb', '2026')",raw20,230,-0.03737666177478798,-0.08207927583989863,0.009471406516536517,0.31451612903225806
type_year,"('cb', '2026')",exm20,230,-0.010290053820134844,-0.05327635357837793,0.03481773120584512,0.31048387096774194
type_year,"('cb', '2026')",exm60,182,-0.047566668040874,-0.11431255928126283,0.02390517431118199,0.18951612903225806
type_year,"('eb', '2023')",pre20,7,-0.0996188225317441,-0.2102465404893508,-0.0223663662734191,0.14285714285714285
type_year,"('eb', '2023')",react,7,-0.015304697852398694,-0.039246921310957986,0.011624930391542289,0.2857142857142857
type_year,"('eb', '2023')",ex5,7,0.028927883918584547,-0.024373010126660703,0.07966649878534675,0.42857142857142855
type_year,"('eb', '2023')",ex20,7,0.13326516510915298,0.017017530712303518,0.2731689851371394,0.7142857142857143
type_year,"('eb', '2023')",ex60,7,0.0077473973121802075,-0.08734337527224954,0.10662431716106788,0.42857142857142855
type_year,"('eb', '2023')",raw20,7,0.11654965986228398,-0.005184018461098324,0.25736241989061004,0.7142857142857143
type_year,"('eb', '2023')",exm20,7,0.12367076317831056,0.006332216660648578,0.2644733856045534,0.7142857142857143
type_year,"('eb', '2023')",exm60,7,-0.018016342376191978,-0.11746925079188354,0.0828732747894291,0.42857142857142855
type_year,"('eb', '2024')",pre20,26,0.063715923845848,-0.057204345888294206,0.24265631394189616,0.4230769230769231
type_year,"('eb', '2024')",react,26,0.015648639532892274,-0.0038335079523109067,0.037862739356335016,0.5
type_year,"('eb', '2024')",ex5,26,-0.012042189065207234,-0.05647000409533357,0.02419980307005488,0.6153846153846154
type_year,"('eb', '2024')",ex20,26,-0.022393750676071314,-0.08234654661265126,0.03962496290891928,0.38461538461538464
type_year,"('eb', '2024')",ex60,26,-0.04857722999074732,-0.12632930149785712,0.03542491353620198,0.2692307692307692
type_year,"('eb', '2024')",raw20,26,-0.05040689008732969,-0.1087370294127819,0.010095340071091884,0.23076923076923078
type_year,"('eb', '2024')",exm20,26,-0.041240612059664075,-0.1036511801730861,0.022429184742889477,0.3076923076923077
type_year,"('eb', '2024')",exm60,26,-0.08235161331743969,-0.16024777277164343,0.0014827559106339522,0.23076923076923078
type_year,"('eb', '2025')",pre20,90,0.0394164156964488,0.00821943177906923,0.07039224558817489,0.5222222222222223
type_year,"('eb', '2025')",react,90,0.013661800794583422,0.0017779516903843051,0.026115569742664345,0.5666666666666667
type_year,"('eb', '2025')",ex5,90,0.009885645331890578,-0.006643838152517171,0.02777614479505413,0.5
type_year,"('eb', '2025')",ex20,90,0.013400654575264969,-0.012082116410718921,0.04103933656953784,0.4888888888888889
type_year,"('eb', '2025')",ex60,90,0.02734870206041387,-0.023521676252719063,0.08475290930641599,0.4222222222222222
type_year,"('eb', '2025')",raw20,90,0.005856621701831863,-0.021371442203728445,0.03602980816606218,0.4777777777777778
type_year,"('eb', '2025')",exm20,90,-0.01784128818288104,-0.04385876889491568,0.009067514135912525,0.3888888888888889
type_year,"('eb', '2025')",exm60,90,-0.04907660736410364,-0.10064384755773166,0.012213946531569316,0.3
type_year,"('eb', '2026')",pre20,18,0.09188335412074461,0.01966350467387767,0.17323815666802764,0.6666666666666666
type_year,"('eb', '2026')",react,18,0.004585139520858896,-0.014959199631034776,0.028430742026759843,0.4444444444444444
type_year,"('eb', '2026')",ex5,18,-0.005233644743511651,-0.04180669781439362,0.03157440622811766,0.5555555555555556
type_year,"('eb', '2026')",ex20,17,0.13296166801202733,0.024647590224313023,0.2501243582349986,0.6666666666666666
type_year,"('eb', '2026')",ex60,15,0.1572194629070515,0.024545760198945728,0.30936991743475534,0.6111111111111112
type_year,"('eb', '2026')",raw20,17,0.11851101871565106,-0.0011458580698306441,0.2419989023304341,0.5555555555555556
type_year,"('eb', '2026')",exm20,17,0.09548337599099599,-0.009709871334329096,0.20677089599433282,0.6666666666666666
type_year,"('eb', '2026')",exm60,15,0.07451090714059884,-0.0632729006923747,0.22827123304846306,0.4444444444444444
type_year,"('paid_bonus_mix', '2023')",pre20,7,-0.11671481037048981,-0.1922454717167429,-0.04049155267441661,0.14285714285714285
type_year,"('paid_bonus_mix', '2023')",react,7,-0.13505773319001516,-0.19931261284981866,-0.06397805708417723,0.14285714285714285
type_year,"('paid_bonus_mix', '2023')",ex5,7,0.034803454374501955,-0.04866069125544032,0.0941941187912255,0.8571428571428571
type_year,"('paid_bonus_mix', '2023')",ex20,7,0.19519111073597983,-0.018520871973897037,0.40894112679561945,0.7142857142857143
type_year,"('paid_bonus_mix', '2023')",ex60,7,0.28045664586634605,0.1139077923787694,0.4888718207301514,1.0
type_year,"('paid_bonus_mix', '2023')",raw20,7,0.11422400027785941,-0.12687884414856593,0.3595264244337402,0.5714285714285714
type_year,"('paid_bonus_mix', '2023')",exm20,7,0.1865687281392477,-0.022043099296191533,0.39451680733039335,0.7142857142857143
type_year,"('paid_bonus_mix', '2023')",exm60,7,0.2668986937202014,0.10029510511519599,0.4758246733462724,0.8571428571428571
type_year,"('paid_bonus_mix', '2024')",pre20,5,-0.1389009122511815,-0.22509449493886519,-0.05266763076117093,0.2
type_year,"('paid_bonus_mix', '2024')",react,5,-0.18007552082831108,-0.22904722534108934,-0.1385735991605457,0.0
type_year,"('paid_bonus_mix', '2024')",ex5,5,0.04583394001616205,-0.035936050034224676,0.13796487952512232,0.8
type_year,"('paid_bonus_mix', '2024')",ex20,5,0.17426655914937342,0.040703514780250284,0.30782960351849653,0.8
type_year,"('paid_bonus_mix', '2024')",ex60,5,0.45972849981200803,0.16843165281394246,0.7301131878004835,0.8
type_year,"('paid_bonus_mix', '2024')",raw20,5,0.13922480021749079,0.01898230411685009,0.2584391383924223,0.8
type_year,"('paid_bonus_mix', '2024')",exm20,5,0.14892190598775568,0.011556644824041836,0.2862871671514695,0.8
type_year,"('paid_bonus_mix', '2024')",exm60,5,0.4276519974108946,0.136951799809209,0.6952057308638406,0.8
type_year,"('paid_bonus_mix', '2025')",pre20,6,0.22277147084343688,-0.14305360635956085,0.8749893505852672,0.16666666666666666
type_year,"('paid_bonus_mix', '2025')",react,6,-0.011473302509836561,-0.1752702584986637,0.2716434002068949,0.16666666666666666
type_year,"('paid_bonus_mix', '2025')",ex5,6,-0.021708638814344983,-0.06570186322826849,0.02932243963106468,0.3333333333333333
type_year,"('paid_bonus_mix', '2025')",ex20,6,-0.14606257069841852,-0.2620994794483766,-0.044315479687682825,0.16666666666666666
type_year,"('paid_bonus_mix', '2025')",ex60,6,-0.14669367210593398,-0.34778897133285336,0.056769644096189766,0.16666666666666666
type_year,"('paid_bonus_mix', '2025')",raw20,6,-0.13752908594733515,-0.23806261675229345,-0.043643063851536934,0.16666666666666666
type_year,"('paid_bonus_mix', '2025')",exm20,6,-0.1751038465875614,-0.28803671202152675,-0.0749669964593443,0.0
type_year,"('paid_bonus_mix', '2025')",exm60,6,-0.22257840103439208,-0.4270763546353427,-0.023100997236328,0.16666666666666666
type_year,"('paid_bonus_mix', '2026')",pre20,7,-0.05673403160193797,-0.1734680217945606,0.08847431382062579,0.14285714285714285
type_year,"('paid_bonus_mix', '2026')",react,7,-0.025047168207258514,-0.13845909118540983,0.15748052103577756,0.14285714285714285
type_year,"('paid_bonus_mix', '2026')",ex5,7,0.020421581681935967,-0.05078548772799679,0.10217419415134592,0.7142857142857143
type_year,"('paid_bonus_mix', '2026')",ex20,7,0.052037755489466646,-0.04013948296448728,0.1941279472359243,0.7142857142857143
type_year,"('paid_bonus_mix', '2026')",ex60,6,-0.17139019661720423,-0.2628952747214994,-0.06120099680241994,0.14285714285714285
type_year,"('paid_bonus_mix', '2026')",raw20,7,-0.03010437832824258,-0.16668860327953008,0.129731130926148,0.2857142857142857
type_year,"('paid_bonus_mix', '2026')",exm20,7,0.01358181180296869,-0.07583009184528268,0.14352431932507853,0.2857142857142857
type_year,"('paid_bonus_mix', '2026')",exm60,6,-0.2255992097750076,-0.30700988420016284,-0.14231318451189998,0.0
type_year,"('paid_in', '2023')",pre20,86,0.06634449640489286,-0.0022787213328349584,0.13430346807041707,0.5465116279069767
type_year,"('paid_in', '2023')",react,86,0.009072945305658636,-0.022337369121541755,0.043242683646009535,0.45348837209302323
type_year,"('paid_in', '2023')",ex5,86,0.023597389515775915,-0.01591724274968213,0.08167828465417572,0.4418604651162791
type_year,"('paid_in', '2023')",ex20,86,0.016884205914473937,-0.04889539137196883,0.09835157739121735,0.36046511627906974
type_year,"('paid_in', '2023')",ex60,86,-0.012646509847212294,-0.09665495473613488,0.07015723339935447,0.36046511627906974
type_year,"('paid_in', '2023')",raw20,86,-0.013315318887835959,-0.08145557885198441,0.0675017247037728,0.3023255813953488
type_year,"('paid_in', '2023')",exm20,86,0.0013868625075699416,-0.06462474252506231,0.08251871153862127,0.32558139534883723
type_year,"('paid_in', '2023')",exm60,86,-0.04421749087290669,-0.12795728098347045,0.03821352416520078,0.3023255813953488
type_year,"('paid_in', '2024')",pre20,201,0.13302338424715232,0.09584722934429403,0.1670350858613229,0.6616915422885572
type_year,"('paid_in', '2024')",react,201,0.027740351046641996,0.0038700456363315043,0.04995471683372189,0.572139303482587
type_year,"('paid_in', '2024')",ex5,201,0.009763918752155683,-0.012819874447928991,0.034571927105038855,0.39800995024875624
type_year,"('paid_in', '2024')",ex20,201,0.010343423068575523,-0.021089567381136695,0.04324741947252456,0.4228855721393035
type_year,"('paid_in', '2024')",ex60,200,-0.03733344519750461,-0.08168690623030064,0.007302404316720998,0.3333333333333333
type_year,"('paid_in', '2024')",raw20,201,-0.0251109474445785,-0.056407775910235054,0.008953496433167877,0.34328358208955223
type_year,"('paid_in', '2024')",exm20,201,-0.009703131480507412,-0.04126823368177528,0.023339502867212737,0.3681592039800995
type_year,"('paid_in', '2024')",exm60,200,-0.07499224660278012,-0.12011878681958874,-0.030792031447157434,0.2835820895522388
type_year,"('paid_in', '2025')",pre20,198,0.11840107746022312,0.07868616792904706,0.1624352497687738,0.5858585858585859
type_year,"('paid_in', '2025')",react,198,-0.0008884578302308837,-0.021798863647192242,0.02067979151826993,0.4494949494949495
type_year,"('paid_in', '2025')",ex5,198,0.021525688842110313,0.0010876289099201776,0.04632849658164917,0.4494949494949495
type_year,"('paid_in', '2025')",ex20,198,0.038934122810184865,0.0007580615988601778,0.08039473138467336,0.4444444444444444
type_year,"('paid_in', '2025')",ex60,197,0.02114662186808671,-0.044719466669197364,0.09159783779925397,0.41414141414141414
type_year,"('paid_in', '2025')",raw20,198,0.03284362100823722,-0.0053811983785682395,0.07402149943812525,0.4292929292929293
type_year,"('paid_in', '2025')",exm20,198,0.010499691213790026,-0.027597547349402268,0.05112815505165211,0.3686868686868687
type_year,"('paid_in', '2025')",exm60,197,-0.048117221093968536,-0.1137195380342807,0.02103480463635369,0.32323232323232326
type_year,"('paid_in', '2026')",pre20,140,0.10581831966870575,0.05511497389336163,0.1597017037009344,0.6
type_year,"('paid_in', '2026')",react,140,0.02408990830738334,-0.003462430224236959,0.053480907862109864,0.5142857142857142
type_year,"('paid_in', '2026')",ex5,135,0.02924810436095939,0.004227955037847053,0.05795263676411575,0.5071428571428571
type_year,"('paid_in', '2026')",ex20,127,0.00918513987134378,-0.030584021169655654,0.04752313308943515,0.4
type_year,"('paid_in', '2026')",ex60,99,0.03208545503353809,-0.06842440244217102,0.13874703607667563,0.22857142857142856
type_year,"('paid_in', '2026')",raw20,127,-0.03713322960617154,-0.08261097223876933,0.010208925296499352,0.32857142857142857
type_year,"('paid_in', '2026')",exm20,127,-0.024054238375504237,-0.0637231021624977,0.01318832002484046,0.32857142857142857
type_year,"('paid_in', '2026')",exm60,99,-0.037351874241713295,-0.13879725816701668,0.06495228165149289,0.18571428571428572
type_year,"('reduction', '2023')",pre20,2,,,,0.5
type_year,"('reduction', '2023')",react,2,,,,0.5
type_year,"('reduction', '2023')",ex5,2,,,,0.5
type_year,"('reduction', '2023')",ex20,2,,,,0.5
type_year,"('reduction', '2023')",ex60,2,,,,0.5
type_year,"('reduction', '2023')",raw20,2,,,,0.0
type_year,"('reduction', '2023')",exm20,2,,,,0.5
type_year,"('reduction', '2023')",exm60,2,,,,0.5
type_year,"('reduction', '2024')",pre20,21,-0.04460364931644766,-0.1180164155135221,0.02869064954426174,0.42857142857142855
type_year,"('reduction', '2024')",react,21,-0.08145217824993202,-0.14490965195959385,-0.013650787294488745,0.2857142857142857
type_year,"('reduction', '2024')",ex5,21,0.03504516596048325,-0.0193098376076412,0.09331116927566921,0.38095238095238093
type_year,"('reduction', '2024')",ex20,21,0.05496091673864001,-0.019713514233613824,0.15415486514350255,0.47619047619047616
type_year,"('reduction', '2024')",ex60,21,-0.025555430356565805,-0.09960343640775161,0.0429471112779135,0.5238095238095238
type_year,"('reduction', '2024')",raw20,21,0.024555307999105176,-0.05431257176558456,0.12594551292427814,0.42857142857142855
type_year,"('reduction', '2024')",exm20,21,0.03192989863698659,-0.042469761541170326,0.12923638500212634,0.38095238095238093
type_year,"('reduction', '2024')",exm60,21,-0.07137120450648922,-0.14470841539274004,-0.0027102284154968074,0.3333333333333333
type_year,"('reduction', '2025')",pre20,19,-0.02243307568138035,-0.11388853566235527,0.05913666116490777,0.42105263157894735
type_year,"('reduction', '2025')",react,19,-0.057447236342138365,-0.12043148197844637,-0.0007634256153003664,0.3157894736842105
type_year,"('reduction', '2025')",ex5,19,-0.005251105077115897,-0.03491274612773608,0.023461472931712964,0.3684210526315789
type_year,"('reduction', '2025')",ex20,19,-0.0031478325558524423,-0.06158113545364314,0.06956154861095801,0.47368421052631576
type_year,"('reduction', '2025')",ex60,18,0.0393161556824799,-0.08142036059501516,0.18821135557181312,0.5263157894736842
type_year,"('reduction', '2025')",raw20,19,-0.03947039727426558,-0.10020412330772772,0.029976020728228647,0.2631578947368421
type_year,"('reduction', '2025')",exm20,19,-0.02210444691831282,-0.08275055894886336,0.05337652964300728,0.3684210526315789
type_year,"('reduction', '2025')",exm60,18,-0.012029641805769443,-0.13570044546348548,0.1375483885628214,0.3157894736842105
type_year,"('reduction', '2026')",pre20,54,-0.018804023603962897,-0.07596938096959138,0.04097739825597118,0.46296296296296297
type_year,"('reduction', '2026')",react,54,-0.041105095583911844,-0.07301689088233544,-0.007291829536131791,0.35185185185185186
type_year,"('reduction', '2026')",ex5,54,0.02024547885519382,-0.011450598143494358,0.056483880613095776,0.5185185185185185
type_year,"('reduction', '2026')",ex20,54,0.01100076491738888,-0.04130910869176869,0.06530956726020641,0.4444444444444444
type_year,"('reduction', '2026')",ex60,50,0.3422898043848411,0.10656620160694925,0.640400372904961,0.4444444444444444
type_year,"('reduction', '2026')",raw20,54,-0.034592663878376645,-0.08533147554223484,0.019868106487577097,0.2777777777777778
type_year,"('reduction', '2026')",exm20,54,-0.027936882047747365,-0.07887957348532285,0.027811654676486147,0.37037037037037035
type_year,"('reduction', '2026')",exm60,50,0.25636367960607254,0.017716155806296867,0.5548032255596334,0.35185185185185186
type_regime,"('bonus', '강세')",pre20,47,0.16809773450291926,0.10952921931738956,0.23120818516523,0.7446808510638298
type_regime,"('bonus', '강세')",react,47,0.14396157156705777,0.11112865402150453,0.1804848170315721,0.8936170212765957
type_regime,"('bonus', '강세')",ex5,47,0.05914605675402394,0.03128215282923783,0.08915460317721852,0.6595744680851063
type_regime,"('bonus', '강세')",ex20,47,0.09607589973870713,0.02590061730988512,0.17850337270898736,0.574468085106383
type_regime,"('bonus', '강세')",ex60,47,-0.04176281408988984,-0.120526504547637,0.0449059631293713,0.40425531914893614
type_regime,"('bonus', '강세')",raw20,47,0.0644945777418608,-0.0033242018665473783,0.14022106286943137,0.5106382978723404
type_regime,"('bonus', '강세')",exm20,47,0.06840149669669587,-0.002524205402180778,0.1516148084403555,0.5106382978723404
type_regime,"('bonus', '강세')",exm60,47,-0.11001556314182476,-0.18752739877115712,-0.02331773366285082,0.3191489361702128
type_regime,"('bonus', '반등')",pre20,14,0.19946750307906624,0.07208150152076444,0.3705583358780327,0.8571428571428571
type_regime,"('bonus', '반등')",react,14,0.028984771993149992,-0.01550745415745866,0.07775499422525148,0.7142857142857143
type_regime,"('bonus', '반등')",ex5,14,0.007801367623965244,-0.04876200229083803,0.048027650997849114,0.7142857142857143
type_regime,"('bonus', '반등')",ex20,14,0.17312273506126888,0.061570662752219535,0.32293266784522373,0.7142857142857143
type_regime,"('bonus', '반등')",ex60,14,0.15908148021734306,-0.018963857867605037,0.4023076391595075,0.5714285714285714
type_regime,"('bonus', '반등')",raw20,14,0.16356041368516455,0.050322276368617275,0.3200236836121743,0.6428571428571429
type_regime,"('bonus', '반등')",exm20,14,0.15015061118356185,0.03798212767336559,0.3003520497962184,0.5714285714285714
type_regime,"('bonus', '반등')",exm60,14,0.11693776164144856,-0.056920318228773435,0.35482711899697383,0.5714285714285714
type_regime,"('bonus', '약세')",pre20,53,0.15882689723727422,0.08046768628673268,0.2496309811751921,0.7547169811320755
type_regime,"('bonus', '약세')",react,53,0.060912737983287904,0.027437270324953314,0.10048890228540054,0.7547169811320755
type_regime,"('bonus', '약세')",ex5,53,-0.03240779756332483,-0.08682378666485026,0.017434159502266823,0.6037735849056604
type_regime,"('bonus', '약세')",ex20,53,-0.017234010820828097,-0.09063160680845112,0.0566608991243246,0.4528301886792453
type_regime,"('bonus', '약세')",ex60,45,-0.06813838557352538,-0.1482569428084361,0.013160087894772306,0.33962264150943394
type_regime,"('bonus', '약세')",raw20,53,-0.041225159431460136,-0.11682400409284746,0.03599083970025109,0.4339622641509434
type_regime,"('bonus', '약세')",exm20,53,-0.03474172658917321,-0.10738487034971653,0.038095177043151095,0.37735849056603776
type_regime,"('bonus', '약세')",exm60,45,-0.10681145107791142,-0.1871625722630451,-0.02714776003382192,0.2641509433962264
type_regime,"('bonus', '조정')",pre20,8,0.11706465690705102,0.0018140918287273282,0.22735468537915046,0.75
type_regime,"('bonus', '조정')",react,8,0.07554017525509887,0.03015747133692555,0.12264463521747006,0.875
type_regime,"('bonus', '조정')",ex5,8,0.06017497499410599,0.014996445710377957,0.12241892897973056,0.875
type_regime,"('bonus', '조정')",ex20,8,0.08088022700890578,0.0007594775558903308,0.16500707036680487,0.75
type_regime,"('bonus', '조정')",ex60,8,0.14184039034929705,-0.051820692119917994,0.3799896085568134,0.5
type_regime,"('bonus', '조정')",raw20,8,0.05480754424352227,-0.0259512953288906,0.13842935470701323,0.75
type_regime,"('bonus', '조정')",exm20,8,0.056062848092133494,-0.028368333562838927,0.14249728583777665,0.75
type_regime,"('bonus', '조정')",exm60,8,0.07844532878270366,-0.11603270568957613,0.3189860960454074,0.375
type_regime,"('buyback_direct', '강세')",pre20,151,0.03346075511142924,0.007700406955545142,0.06544622058191737,0.4900662251655629
type_regime,"('buyback_direct', '강세')",react,151,0.04404839523517127,0.03284499792296899,0.056867157159295044,0.7947019867549668
type_regime,"('buyback_direct', '강세')",ex5,151,0.011359807479164825,0.0013538090844558335,0.02238978422101949,0.5562913907284768
type_regime,"('buyback_direct', '강세')",ex20,151,0.048369642670943125,0.028357848432877485,0.07048242252168702,0.609271523178808
type_regime,"('buyback_direct', '강세')",ex60,151,0.09369782994312426,0.05174918315902364,0.13470163295563722,0.6423841059602649
type_regime,"('buyback_direct', '강세')",raw20,151,0.0160831323457148,-0.0031776642313414145,0.03961090646153756,0.44370860927152317
type_regime,"('buyback_direct', '강세')",exm20,151,0.020928565856492082,0.000819122439096901,0.04289267655888005,0.5033112582781457
type_regime,"('buyback_direct', '강세')",exm60,151,0.027614380919643453,-0.01450292375180786,0.06930215085633798,0.5099337748344371
type_regime,"('buyback_direct', '반등')",pre20,37,0.023857650700443378,-0.025510820286434855,0.0815493316574242,0.43243243243243246
type_regime,"('buyback_direct', '반등')",react,37,0.022380705535157818,0.004434892763743288,0.04207344478911558,0.7027027027027027
type_regime,"('buyback_direct', '반등')",ex5,35,0.010683057824522654,-0.006333169904927618,0.027805043520391648,0.5405405405405406
type_regime,"('buyback_direct', '반등')",ex20,28,0.014425755362347182,-0.030192096829686633,0.057881207746342894,0.43243243243243246
type_regime,"('buyback_direct', '반등')",ex60,28,0.04807274574043457,-0.0242160175922497,0.11231230687223989,0.3783783783783784
type_regime,"('buyback_direct', '반등')",raw20,28,-0.00031923946162461844,-0.04450340942903199,0.041674224746104695,0.40540540540540543
type_regime,"('buyback_direct', '반등')",exm20,28,-0.007122897017442077,-0.05301920877931054,0.03718887979470603,0.2702702702702703
type_regime,"('buyback_direct', '반등')",exm60,28,0.012723041479671428,-0.05986340456798501,0.07757668960915866,0.3783783783783784
type_regime,"('buyback_direct', '약세')",pre20,148,0.022794096488252646,-0.0009562348913404381,0.04711530523690724,0.581081081081081
type_regime,"('buyback_direct', '약세')",react,148,0.05880847489666723,0.046663554697690734,0.07104698425705785,0.8581081081081081
type_regime,"('buyback_direct', '약세')",ex5,148,0.009469905169014864,-0.00031514064683465224,0.019380107297420762,0.6081081081081081
type_regime,"('buyback_direct', '약세')",ex20,146,0.01823735666680215,-0.0007809394957692927,0.03838965906358076,0.5337837837837838
type_regime,"('buyback_direct', '약세')",ex60,122,0.06374617478041956,0.032524032123216376,0.09644649212122351,0.4797297297297297
type_regime,"('buyback_direct', '약세')",raw20,146,-0.008271110462830885,-0.0291045914989705,0.012421889162527785,0.41216216216216217
type_regime,"('buyback_direct', '약세')",exm20,146,-0.0015762641433769466,-0.02108316067607249,0.018049686788569223,0.4864864864864865
type_regime,"('buyback_direct', '약세')",exm60,122,0.01889582567880276,-0.012530827550021564,0.052203927355034575,0.41216216216216217
type_regime,"('buyback_direct', '조정')",pre20,19,-0.0018376768293956473,-0.04135612672546947,0.03894914780478578,0.5789473684210527
type_regime,"('buyback_direct', '조정')",react,19,0.06002492182835453,0.03459875391146983,0.08677418038435052,0.8421052631578947
type_regime,"('buyback_direct', '조정')",ex5,19,0.02696130684245976,-0.009501223387224327,0.06994439737172947,0.5263157894736842
type_regime,"('buyback_direct', '조정')",ex20,19,0.05091536988114862,-0.005383508537489214,0.10859700498006726,0.6842105263157895
type_regime,"('buyback_direct', '조정')",ex60,19,0.1470452580644937,-0.0324733040351007,0.44604699521899216,0.5789473684210527
type_regime,"('buyback_direct', '조정')",raw20,19,0.07396160019527953,0.025784513670721414,0.12624495834694985,0.631578947368421
type_regime,"('buyback_direct', '조정')",exm20,19,0.014944641316758872,-0.04576164822739069,0.07443755486745493,0.42105263157894735
type_regime,"('buyback_direct', '조정')",exm60,19,0.0793567254228234,-0.10371374231386041,0.3773279949396008,0.47368421052631576
type_regime,"('buyback_sell', '강세')",pre20,515,0.0886115688658674,0.06782276810662463,0.11138999327811473,0.5883495145631068
type_regime,"('buyback_sell', '강세')",react,515,0.004111011649633745,-0.001171610853919709,0.009583881500132773,0.45436893203883494
type_regime,"('buyback_sell', '강세')",ex5,515,0.00538683914696858,-0.0017895874601339028,0.013919139043638324,0.47184466019417476
type_regime,"('buyback_sell', '강세')",ex20,515,0.02446203165742537,0.010416661835441382,0.0385889754230557,0.47378640776699027
type_regime,"('buyback_sell', '강세')",ex60,515,0.08154537848243285,0.05164681529715974,0.1099185284683786,0.5029126213592233
type_regime,"('buyback_sell', '강세')",raw20,515,0.0023029873126232257,-0.012129637145743073,0.017384516948711487,0.42524271844660194
type_regime,"('buyback_sell', '강세')",exm20,515,-0.007531723401203877,-0.021326756271250677,0.0068074365150638215,0.3611650485436893
type_regime,"('buyback_sell', '강세')",exm60,515,0.004131438171775032,-0.025951957372767738,0.031859979559337406,0.3941747572815534
type_regime,"('buyback_sell', '반등')",pre20,86,0.05358610112667201,-0.0019185158185803838,0.11648548534456052,0.5581395348837209
type_regime,"('buyback_sell', '반등')",react,86,-0.006237964313446655,-0.017755644305323767,0.004753922104946741,0.3953488372093023
type_regime,"('buyback_sell', '반등')",ex5,84,0.009932789587428565,-0.006521149427208459,0.025329403832523616,0.5465116279069767
type_regime,"('buyback_sell', '반등')",ex20,76,0.007140125588131983,-0.024481190920606095,0.043423551826453584,0.4186046511627907
type_regime,"('buyback_sell', '반등')",ex60,76,0.037985098921252514,-0.015940156409996426,0.09788532739631013,0.47674418604651164
type_regime,"('buyback_sell', '반등')",raw20,76,-0.018018840778565557,-0.05233814229818082,0.0198549924769489,0.313953488372093
type_regime,"('buyback_sell', '반등')",exm20,76,-0.013359782406701942,-0.0445573178662584,0.022678768030572637,0.3372093023255814
type_regime,"('buyback_sell', '반등')",exm60,76,0.00352909975885385,-0.05055050909780509,0.06323764135832492,0.38372093023255816
type_regime,"('buyback_sell', '약세')",pre20,239,0.035609368800222724,0.013703544696812604,0.059915414381774106,0.5230125523012552
type_regime,"('buyback_sell', '약세')",react,239,0.0022189598434289607,-0.004160785633130939,0.009091026181310335,0.497907949790795
type_regime,"('buyback_sell', '약세')",ex5,239,0.015725835911940104,0.004533103452425712,0.027216047743257827,0.5230125523012552
type_regime,"('buyback_sell', '약세')",ex20,235,0.0334065575386341,0.01408109777356726,0.05286209718095179,0.5271966527196653
type_regime,"('buyback_sell', '약세')",ex60,211,0.07404155794527076,0.038025740960024194,0.11518312795923016,0.4769874476987448
type_regime,"('buyback_sell', '약세')",raw20,235,0.020013590921892012,0.0006489214553684344,0.04260343133411256,0.4435146443514644
type_regime,"('buyback_sell', '약세')",exm20,235,0.010472871214390313,-0.0087861208925601,0.029011634763119597,0.4309623430962343
type_regime,"('buyback_sell', '약세')",exm60,211,0.03132801225920585,-0.004713473765340887,0.07193885941118704,0.4225941422594142
type_regime,"('buyback_sell', '조정')",pre20,78,0.084116705024148,0.032636311474626034,0.1513342542264732,0.6153846153846154
