universe,base,label,h,regime,n,ic_base,diff,lo,hi,pos
전체,lv60+to20,+amihud20,60,전체,589,0.23126885848531487,-0.07698521375292375,-0.08531014011304243,-0.06978808328928411,0.01697792869269949
전체,lv60+to20,+amihud20,60,강세,297,0.2102427896380457,-0.08488984047738721,-0.09425097639837939,-0.07569693093879988,0.02356902356902357
전체,lv60+to20,+amihud20,60,조정,56,0.27594192669122847,-0.0973131815570378,-0.12216720553882955,-0.07720756128313462,0.0
전체,lv60+to20,+amihud20,60,반등,48,0.2606518992547378,-0.06911253178321629,-0.08813895937379021,-0.047145740725046334,0.0
전체,lv60+to20,+amihud20,60,약세,188,0.2436766492894399,-0.06045249247818927,-0.0726745888251588,-0.0502887211342924,0.015957446808510637
전체,lv60+to20,+beta60,60,전체,589,0.23126885848531487,-0.031035215173443948,-0.04183075718072968,-0.02158400699016116,0.39558573853989815
전체,lv60+to20,+beta60,60,강세,297,0.2102427896380457,-0.044921370483280605,-0.05981783466647702,-0.03094772279157218,0.3164983164983165
전체,lv60+to20,+beta60,60,조정,56,0.27594192669122847,-0.0335733957929334,-0.0743106597442927,-0.003695383083512205,0.35714285714285715
전체,lv60+to20,+beta60,60,반등,48,0.2606518992547378,-0.014263577421758475,-0.03802672632368384,0.012301288239154058,0.5
전체,lv60+to20,+beta60,60,약세,188,0.2436766492894399,-0.01262411076050782,-0.027430220448287714,0.0005754267848055709,0.5053191489361702
전체,lv60+to20,+skew60,60,전체,589,0.23126885848531487,-0.009833805079278425,-0.013508300594737297,-0.005629988649544698,0.34465195246179964
전체,lv60+to20,+skew60,60,강세,297,0.2102427896380457,-0.007050046595476534,-0.011906190952468379,-0.002031847038246044,0.41414141414141414
전체,lv60+to20,+skew60,60,조정,56,0.27594192669122847,-0.021518018151348062,-0.028345239344512597,-0.012155055379182433,0.19642857142857142
전체,lv60+to20,+skew60,60,반등,48,0.2606518992547378,-0.006041255111770792,-0.019329150719968238,0.011854547562951094,0.2916666666666667
전체,lv60+to20,+skew60,60,약세,188,0.2436766492894399,-0.011719457930840282,-0.018752898057027432,-0.002809080949551333,0.2925531914893617
전체,lv60+to20,+price_lvl,60,전체,589,0.23126885848531487,0.0056814199858634985,-0.0025754146028476384,0.014812736801910233,0.5415959252971138
전체,lv60+to20,+price_lvl,60,강세,297,0.2102427896380457,0.0189398855030172,0.008480526647280533,0.030659825042325357,0.6430976430976431
전체,lv60+to20,+price_lvl,60,조정,56,0.27594192669122847,0.0159511922005336,-0.0030271976500817243,0.04777393879616831,0.5714285714285714
전체,lv60+to20,+price_lvl,60,반등,48,0.2606518992547378,-0.016150076288096102,-0.04212533576727737,0.006196381755731967,0.3541666666666667
전체,lv60+to20,+price_lvl,60,약세,188,0.2436766492894399,-0.012749216617679669,-0.024527528090154276,0.0005567173245072533,0.42021276595744683
과매도프록시,lv60,+lv20,5,전체,644,0.0973742330232053,0.0012093368676454807,-0.0029921260087133372,0.004524218882923428,0.5341614906832298
과매도프록시,lv60,+lv20,5,강세,297,0.10685989461620264,0.0016206691951022266,-0.003769597015663797,0.006737372544696177,0.5218855218855218
과매도프록시,lv60,+lv20,5,조정,56,0.11959993681817584,-0.00624231191599471,-0.014612103883986175,0.0042238767188286465,0.5
과매도프록시,lv60,+lv20,5,반등,60,0.09034931710241215,0.002068130396331151,-0.004449660755960361,0.00856774622554214,0.5166666666666667
과매도프록시,lv60,+lv20,5,약세,231,0.08161498648471624,0.002263878075039666,-0.0030917969082771657,0.00764244872924816,0.5627705627705628
과매도프록시,lv60,+rv21,5,전체,644,0.0973742330232053,0.0013044650249881054,-0.0026563356825089943,0.004519756110362102,0.5388198757763976
과매도프록시,lv60,+rv21,5,강세,297,0.10685989461620264,0.0013120508303597115,-0.0038092268628177758,0.006316514617874938,0.5252525252525253
과매도프록시,lv60,+rv21,5,조정,56,0.11959993681817584,-0.004848346546749161,-0.01282314813782121,0.005470497181676762,0.5535714285714286
과매도프록시,lv60,+rv21,5,반등,60,0.09034931710241215,0.0020023387872631325,-0.003882196045513977,0.008352896261929699,0.5666666666666667
과매도프록시,lv60,+rv21,5,약세,231,0.08161498648471624,0.0026050366184314747,-0.002707210460876462,0.007806316537445076,0.5454545454545454
과매도프록시,lv60,+to20,5,전체,644,0.0973742330232053,0.004608318060788991,-0.0009938035962699435,0.010486666870571254,0.5698757763975155
과매도프록시,lv60,+to20,5,강세,297,0.10685989461620264,0.006107440886301744,-0.0013610852216169368,0.014037324497289123,0.5656565656565656
과매도프록시,lv60,+to20,5,조정,56,0.11959993681817584,-0.001501906406306456,-0.01672070661434679,0.010066245912483769,0.5
과매도프록시,lv60,+to20,5,반등,60,0.09034931710241215,-5.743074641185337e-05,-0.013744274991115153,0.015573406466852107,0.5333333333333333
과매도프록시,lv60,+to20,5,약세,231,0.08161498648471624,0.00537402377252972,-0.005197353495451418,0.014679659919770912,0.6017316017316018
과매도프록시,lv60,+nh252,5,전체,644,0.0973742330232053,0.0013602645213303466,-0.009053035006005107,0.01257693472784114,0.5124223602484472
과매도프록시,lv60,+nh252,5,강세,297,0.10685989461620264,0.01571215202925515,0.0010747017463754803,0.030270574734759585,0.5858585858585859
과매도프록시,lv60,+nh252,5,조정,56,0.11959993681817584,-0.006425812257431283,-0.026182509476385174,0.01769463352754573,0.4642857142857143
과매도프록시,lv60,+nh252,5,반등,60,0.09034931710241215,0.004583571977529478,-0.0169871670822351,0.02747535699507191,0.5333333333333333
과매도프록시,lv60,+nh252,5,약세,231,0.08161498648471624,-0.016041851225920577,-0.036842453907761426,0.005032307600057243,0.42424242424242425
과매도프록시,lv60,+dlow252,5,전체,644,0.0973742330232053,-0.022963592538787648,-0.02955743236464432,-0.016914704342649807,0.3167701863354037
과매도프록시,lv60,+dlow252,5,강세,297,0.10685989461620264,-0.034835823591590154,-0.04607406304573366,-0.0226840769581559,0.25252525252525254
과매도프록시,lv60,+dlow252,5,조정,56,0.11959993681817584,-0.023595774643619536,-0.035594419336244784,-0.007034209735054279,0.30357142857142855
과매도프록시,lv60,+dlow252,5,반등,60,0.09034931710241215,-0.017572521843462308,-0.031388456984976026,-0.008030799698599949,0.35
과매도프록시,lv60,+dlow252,5,약세,231,0.08161498648471624,-0.00894631730574257,-0.01727988782935532,0.0010199799296793926,0.3939393939393939
과매도프록시,lv60,+mom12_1,5,전체,644,0.0973742330232053,-0.01956575343590955,-0.035299218265903834,-0.004904932859359077,0.34316770186335405
과매도프록시,lv60,+mom12_1,5,강세,297,0.10685989461620264,-0.012071442944405097,-0.03129287336162877,0.006717327168051226,0.38047138047138046
과매도프록시,lv60,+mom12_1,5,조정,56,0.11959993681817584,-0.025355747534949704,-0.05272950999668174,0.0005645830445737759,0.2857142857142857
과매도프록시,lv60,+mom12_1,5,반등,60,0.09034931710241215,-0.011560903251615327,-0.05019939808726177,0.028296468424257485,0.35
과매도프록시,lv60,+mom12_1,5,약세,231,0.08161498648471624,-0.029876842429365086,-0.06076982223784831,-0.003288800947206348,0.30735930735930733
과매도프록시,lv60,+mom21,5,전체,644,0.0973742330232053,-0.018282064844046337,-0.025801954995829122,-0.011410687878880325,0.36180124223602483
과매도프록시,lv60,+mom21,5,강세,297,0.10685989461620264,-0.01403791145846589,-0.024389437646593792,-0.005024858954213556,0.37373737373737376
과매도프록시,lv60,+mom21,5,조정,56,0.11959993681817584,-0.027812291234705903,-0.05255703055665929,-0.0047362313775110125,0.32142857142857145
과매도프록시,lv60,+mom21,5,반등,60,0.09034931710241215,-0.02359790491054822,-0.04590962885037605,-0.006887895653829768,0.3333333333333333
과매도프록시,lv60,+mom21,5,약세,231,0.08161498648471624,-0.020047737890151716,-0.03247234084594674,-0.007537664474634657,0.36363636363636365
과매도프록시,lv60,+mom63,5,전체,644,0.0973742330232053,-0.01654521502347273,-0.031952316117278334,-0.0024565403645542584,0.4192546583850932
과매도프록시,lv60,+mom63,5,강세,297,0.10685989461620264,-7.674387834856312e-05,-0.01989580176254242,0.01829779233590218,0.47474747474747475
과매도프록시,lv60,+mom63,5,조정,56,0.11959993681817584,-0.025129658986029615,-0.06631463641586575,0.02876795947340334,0.39285714285714285
과매도프록시,lv60,+mom63,5,반등,60,0.09034931710241215,-0.0021562713861329923,-0.030158194485336614,0.022409799644358682,0.45
과매도프록시,lv60,+mom63,5,약세,231,0.08161498648471624,-0.03937527427212674,-0.06048717490812481,-0.017029444797182196,0.3463203463203463
과매도프록시,lv60,+ret5,5,전체,644,0.0973742330232053,-0.03642786339996329,-0.05106333044420152,-0.023430802555062594,0.36024844720496896
과매도프록시,lv60,+ret5,5,강세,297,0.10685989461620264,-0.04515527005879193,-0.0617537180426487,-0.02891126099286704,0.3265993265993266
과매도프록시,lv60,+ret5,5,조정,56,0.11959993681817584,-0.0246050408099299,-0.05030050034518045,0.007959954203182776,0.39285714285714285
과매도프록시,lv60,+ret5,5,반등,60,0.09034931710241215,-0.026787036467484395,-0.05922911638282171,0.00231350022240488,0.38333333333333336
과매도프록시,lv60,+ret5,5,약세,231,0.08161498648471624,-0.030577161682727345,-0.054593388131954856,0.00137116788964526,0.38961038961038963
과매도프록시,lv60,+upratio63,5,전체,644,0.0973742330232053,-0.01296974808390589,-0.024956430348356585,-0.0010158369272061005,0.4394409937888199
과매도프록시,lv60,+upratio63,5,강세,297,0.10685989461620264,0.0030440151662235204,-0.014231541541951371,0.018727110493272688,0.5218855218855218
과매도프록시,lv60,+upratio63,5,조정,56,0.11959993681817584,-0.0293697119986629,-0.06440596564921683,0.012422664632603397,0.39285714285714285
과매도프록시,lv60,+upratio63,5,반등,60,0.09034931710241215,0.00812563019906663,-0.020848589406922285,0.03304440366254351,0.48333333333333334
과매도프록시,lv60,+upratio63,5,약세,231,0.08161498648471624,-0.03506244246936213,-0.05399081007442295,-0.01557811408389382,0.3333333333333333
과매도프록시,lv60,+on60,5,전체,644,0.0973742330232053,-0.020622456219452037,-0.02824715832204135,-0.013197706613404086,0.33695652173913043
과매도프록시,lv60,+on60,5,강세,297,0.10685989461620264,-0.03427977715357597,-0.04435695525381264,-0.025002779430578985,0.24579124579124578
과매도프록시,lv60,+on60,5,조정,56,0.11959993681817584,-0.024054490606623322,-0.03761663509784621,-0.007232842227058234,0.30357142857142855
과매도프록시,lv60,+on60,5,반등,60,0.09034931710241215,-0.021592130360836632,-0.0402195764708586,-0.0011272884389980703,0.35
과매도프록시,lv60,+on60,5,약세,231,0.08161498648471624,-0.0019791718402335234,-0.013758908035752417,0.008680729082349384,0.4588744588744589
과매도프록시,lv60,cut:on60,5,전체,644,0.0973742330232053,-0.0029419365429927563,-0.006480479522178164,0.00035149179539153866,0.4549689440993789
과매도프록시,lv60,cut:on60,5,강세,297,0.10685989461620264,0.0005894001617057264,-0.0053198095351730595,0.006297890987463951,0.5084175084175084
과매도프록시,lv60,cut:on60,5,조정,56,0.11959993681817584,-0.005340575847850095,-0.011530588017726088,0.0022222392570621073,0.42857142857142855
과매도프록시,lv60,cut:on60,5,반등,60,0.09034931710241215,-0.0026025916133179676,-0.012142853083152286,0.004153680121227166,0.48333333333333334
과매도프록시,lv60,cut:on60,5,약세,231,0.08161498648471624,-0.006988879815737025,-0.01191507027101843,-0.0017307414939495532,0.3852813852813853
과매도프록시,lv60,+size,5,전체,644,0.0973742330232053,0.0012996619196539091,-0.00987293388149589,0.01426364127279049,0.5170807453416149
과매도프록시,lv60,+size,5,강세,297,0.10685989461620264,0.018360802642153683,0.0034443367271696644,0.03378952652389234,0.5589225589225589
과매도프록시,lv60,+size,5,조정,56,0.11959993681817584,-0.014889412986832782,-0.0573751261088982,0.014714427477501719,0.5
과매도프록시,lv60,+size,5,반등,60,0.09034931710241215,0.00645008326378402,-0.007350270382826021,0.0316889462289274,0.55
과매도프록시,lv60,+size,5,약세,231,0.08161498648471624,-0.018049237995787587,-0.03875337336671652,0.0005587865237674097,0.4588744588744589
과매도프록시,lv60,+amt20,5,전체,644,0.0973742330232053,-0.028141106522830785,-0.037130708815509915,-0.020404326495836147,0.33695652173913043
과매도프록시,lv60,+amt20,5,강세,297,0.10685989461620264,-0.04691206657814077,-0.05938586147344243,-0.03622816170445973,0.2053872053872054
과매도프록시,lv60,+amt20,5,조정,56,0.11959993681817584,-0.033072345304447866,-0.04984670698521184,-0.00982393756658439,0.2857142857142857
과매도프록시,lv60,+amt20,5,반등,60,0.09034931710241215,-0.027862056559966826,-0.0479057980604624,-0.015875485765995432,0.38333333333333336
과매도프록시,lv60,+amt20,5,약세,231,0.08161498648471624,-0.0028840437071347537,-0.016687367193110075,0.009957480780419883,0.5064935064935064
과매도프록시,lv60,+max5_21,5,전체,644,0.0973742330232053,-0.0022106549777118315,-0.006785282412458139,0.0016429677453758192,0.47360248447204967
과매도프록시,lv60,+max5_21,5,강세,297,0.10685989461620264,-0.0021490738034183206,-0.008537943988357468,0.004199439183812514,0.4983164983164983
과매도프록시,lv60,+max5_21,5,조정,56,0.11959993681817584,-0.01018905339740857,-0.018581335969115865,0.0018039107508120624,0.3392857142857143
과매도프록시,lv60,+max5_21,5,반등,60,0.09034931710241215,0.0010569003159884424,-0.008943390079895632,0.010960860508100008,0.43333333333333335
과매도프록시,lv60,+max5_21,5,약세,231,0.08161498648471624,-0.001204389241279676,-0.00798050324590926,0.005125808799066304,0.48484848484848486
과매도프록시,lv60,+bbw20,5,전체,644,0.0973742330232053,-0.005947541425179915,-0.010768868008697023,-0.0012541674792824612,0.43167701863354035
과매도프록시,lv60,+bbw20,5,강세,297,0.10685989461620264,-0.005332060142021347,-0.010626244001987006,-0.0010996585095031247,0.4175084175084175
과매도프록시,lv60,+bbw20,5,조정,56,0.11959993681817584,-0.011481389861400763,-0.028307227707060456,0.004050376560218588,0.42857142857142855
과매도프록시,lv60,+bbw20,5,반등,60,0.09034931710241215,-0.00889886171862689,-0.017185445162437404,0.001104911582828355,0.38333333333333336
과매도프록시,lv60,+bbw20,5,약세,231,0.08161498648471624,-0.004630758789088615,-0.012845451747596921,0.005295196833489753,0.46320346320346323
과매도프록시,lv60,+sma20gap,5,전체,644,0.0973742330232053,-0.016092685528247976,-0.022048927457826644,-0.00982036230739884,0.34627329192546585
과매도프록시,lv60,+sma20gap,5,강세,297,0.10685989461620264,-0.015041445240041024,-0.022651813684289777,-0.009270043920322484,0.3468013468013468
과매도프록시,lv60,+sma20gap,5,조정,56,0.11959993681817584,-0.027259789048753456,-0.04401712789164461,-0.011059389006619721,0.26785714285714285
과매도프록시,lv60,+sma20gap,5,반등,60,0.09034931710241215,-0.020056486962152065,-0.0420289656983819,-0.002205846787798723,0.38333333333333336
과매도프록시,lv60,+sma20gap,5,약세,231,0.08161498648471624,-0.013707544759481358,-0.025180164941509854,-0.003873403686107158,0.354978354978355
과매도프록시,lv60,+rsi14,5,전체,644,0.0973742330232053,-0.025058077714986637,-0.035017859042893576,-0.015975895841752644,0.33540372670807456
과매도프록시,lv60,+rsi14,5,강세,297,0.10685989461620264,-0.03993032914108681,-0.05045303867788629,-0.02820501484089464,0.24242424242424243
과매도프록시,lv60,+rsi14,5,조정,56,0.11959993681817584,-0.025702259759365714,-0.04558563179048517,-0.00437329510944678,0.30357142857142855
과매도프록시,lv60,+rsi14,5,반등,60,0.09034931710241215,-0.020746453628324567,-0.04501984831748348,0.0056746188557092415,0.36666666666666664
과매도프록시,lv60,+rsi14,5,약세,231,0.08161498648471624,-0.006900348611795058,-0.027591766936836907,0.016467745000466178,0.45454545454545453
과매도프록시,lv60,+dd52,5,전체,644,0.0973742330232053,0.0013602645213303466,-0.009053035006005107,0.01257693472784114,0.5124223602484472
과매도프록시,lv60,+dd52,5,강세,297,0.10685989461620264,0.01571215202925515,0.0010747017463754803,0.030270574734759585,0.5858585858585859
과매도프록시,lv60,+dd52,5,조정,56,0.11959993681817584,-0.006425812257431283,-0.026182509476385174,0.01769463352754573,0.4642857142857143
과매도프록시,lv60,+dd52,5,반등,60,0.09034931710241215,0.004583571977529478,-0.0169871670822351,0.02747535699507191,0.5333333333333333
과매도프록시,lv60,+dd52,5,약세,231,0.08161498648471624,-0.016041851225920577,-0.036842453907761426,0.005032307600057243,0.42424242424242425
과매도프록시,lv60,+ev_buyback60,5,전체,644,0.0973742330232053,0.00029901268527734683,-0.0014876180983511963,0.002142817303385185,0.5046583850931677
과매도프록시,lv60,+ev_buyback60,5,강세,297,0.10685989461620264,0.0002339369853773792,-0.0023124212433502894,0.002546323744782446,0.5016835016835017
과매도프록시,lv60,+ev_buyback60,5,조정,56,0.11959993681817584,-0.00021889927105861833,-0.004632595266203688,0.0034228919495407485,0.5
과매도프록시,lv60,+ev_buyback60,5,반등,60,0.09034931710241215,1.2591327347004355e-05,-0.0069457824664475734,0.008087608604841208,0.4666666666666667
과매도프록시,lv60,+ev_buyback60,5,약세,231,0.08161498648471624,0.0005826310138527798,-0.0018828769347626645,0.003393131966651024,0.5194805194805194
과매도프록시,lv60,+ev_dilution60,5,전체,644,0.0973742330232053,0.0025839762725688013,-0.0007057260157823433,0.00549390625867584,0.5372670807453416
과매도프록시,lv60,+ev_dilution60,5,강세,297,0.10685989461620264,0.0022363815435049545,-0.002859959863131641,0.007069858397084609,0.5151515151515151
과매도프록시,lv60,+ev_dilution60,5,조정,56,0.11959993681817584,0.004165440873531854,-0.005264102634971078,0.012274394615887588,0.5357142857142857
과매도프록시,lv60,+ev_dilution60,5,반등,60,0.09034931710241215,0.0016234988982707563,-0.005830422497107872,0.007933968333580082,0.5666666666666667
과매도프록시,lv60,+ev_dilution60,5,약세,231,0.08161498648471624,0.0028969730662307663,-0.0011988780848643664,0.005761755423129474,0.5584415584415584
과매도프록시,lv60,cut:ev_dilution60,5,전체,644,0.0973742330232053,-0.002916534614337372,-0.006728653527059222,0.00036661482537794234,0.46273291925465837
과매도프록시,lv60,cut:ev_dilution60,5,강세,297,0.10685989461620264,-0.006038022662860204,-0.011369032164911566,-6.99089581863571e-05,0.43097643097643096
과매도프록시,lv60,cut:ev_dilution60,5,조정,56,0.11959993681817584,-0.007598708713025224,-0.0178069043337854,0.0023761350948444913,0.39285714285714285
과매도프록시,lv60,cut:ev_dilution60,5,반등,60,0.09034931710241215,0.009105680796319345,-0.0006190411290002516,0.02337802215551669,0.5166666666666667
과매도프록시,lv60,cut:ev_dilution60,5,약세,231,0.08161498648471624,-0.0008907736823096756,-0.006353387631692106,0.004724460500135369,0.5064935064935064
과매도프록시,lv60,+downvol60,5,전체,644,0.0973742330232053,-0.0012894242120376088,-0.004086618213297302,0.00104762885294728,0.4953416149068323
과매도프록시,lv60,+downvol60,5,강세,297,0.10685989461620264,0.001006535377708226,-0.0017822586625978942,0.004029929542910892,0.5488215488215489
과매도프록시,lv60,+downvol60,5,조정,56,0.11959993681817584,-0.0006334770050007637,-0.006414947980865442,0.005073780279984505,0.42857142857142855
과매도프록시,lv60,+downvol60,5,반등,60,0.09034931710241215,-0.0028444198610878546,-0.00745920931425746,0.0017998017846345491,0.4166666666666667
과매도프록시,lv60,+downvol60,5,약세,231,0.08161498648471624,-0.003996494786953459,-0.008481059113179857,0.00048524939241820984,0.46320346320346323
과매도프록시,lv60,+hl_range20,5,전체,644,0.0973742330232053,0.010411094380101094,0.006588264587677722,0.014127264120492287,0.6521739130434783
과매도프록시,lv60,+hl_range20,5,강세,297,0.10685989461620264,0.013051035974866463,0.007455107644484107,0.018537649871276946,0.6666666666666666
과매도프록시,lv60,+hl_range20,5,조정,56,0.11959993681817584,0.00843669057181635,-0.000520245023821737,0.01703690036319923,0.6428571428571429
과매도프록시,lv60,+hl_range20,5,반등,60,0.09034931710241215,0.00765945665755508,0.0014499069577441036,0.016421189225827512,0.6
과매도프록시,lv60,+hl_range20,5,약세,231,0.08161498648471624,0.008210238202488073,0.0028372865780316938,0.012760234456267745,0.6493506493506493
과매도프록시,lv60,+volvol20,5,전체,644,0.0973742330232053,-0.004932985366223984,-0.015362999938149902,0.005559282927615051,0.4720496894409938
과매도프록시,lv60,+volvol20,5,강세,297,0.10685989461620264,0.00039249297601822656,-0.01233276505798481,0.012125737356707831,0.494949494949495
과매도프록시,lv60,+volvol20,5,조정,56,0.11959993681817584,-0.015469163795941232,-0.040547796073865834,0.015185912670335618,0.39285714285714285
과매도프록시,lv60,+volvol20,5,반등,60,0.09034931710241215,-0.010006231193926081,-0.025324184769698208,0.009354152736353706,0.4
과매도프록시,lv60,+volvol20,5,약세,231,0.08161498648471624,-0.007908077686222446,-0.028349942352451186,0.011443378689200878,0.4805194805194805
과매도프록시,lv60,+gapfreq60,5,전체,644,0.0973742330232053,-0.005365420607066896,-0.010367380808877702,-0.00046956166122159426,0.4984472049689441
과매도프록시,lv60,+gapfreq60,5,강세,297,0.10685989461620264,-0.008992727698940627,-0.016479168706198356,-0.0020921125600526446,0.4444444444444444
과매도프록시,lv60,+gapfreq60,5,조정,56,0.11959993681817584,-0.006950387700942745,-0.016601128020499914,0.004813423731591737,0.44642857142857145
과매도프록시,lv60,+gapfreq60,5,반등,60,0.09034931710241215,-0.001507233770580379,-0.014616170703160273,0.011465790313631463,0.5833333333333334
과매도프록시,lv60,+gapfreq60,5,약세,231,0.08161498648471624,-0.0013196320644073547,-0.009310318973762912,0.00672651207399649,0.5584415584415584
과매도프록시,lv60,+amihud20,5,전체,644,0.0973742330232053,-0.049559322589668386,-0.06304819599282202,-0.03915797607592639,0.265527950310559
과매도프록시,lv60,+amihud20,5,강세,297,0.10685989461620264,-0.07480763305781692,-0.0915965435082453,-0.060528843251178126,0.15151515151515152
과매도프록시,lv60,+amihud20,5,조정,56,0.11959993681817584,-0.04983737527138542,-0.07237305440517744,-0.019429234887301753,0.21428571428571427
과매도프록시,lv60,+amihud20,5,반등,60,0.09034931710241215,-0.05229935586958367,-0.08703354848878614,-0.03496404007334382,0.3
과매도프록시,lv60,+amihud20,5,약세,231,0.08161498648471624,-0.016318105464078837,-0.03641320027862897,0.0025361463310098926,0.4155844155844156
과매도프록시,lv60,+beta60,5,전체,644,0.0973742330232053,-0.018110143634455296,-0.02969712541328592,-0.0069352882747270965,0.4301242236024845
과매도프록시,lv60,+beta60,5,강세,297,0.10685989461620264,-0.024190329818242245,-0.03939569480380572,-0.007633533539949606,0.4208754208754209
과매도프록시,lv60,+beta60,5,조정,56,0.11959993681817584,-0.021998748534443145,-0.05158085293207338,0.0056609562659130225,0.375
과매도프록시,lv60,+beta60,5,반등,60,0.09034931710241215,-0.00930509599509663,-0.03702001906242802,0.01548933665316233,0.4666666666666667
과매도프록시,lv60,+beta60,5,약세,231,0.08161498648471624,-0.011637094662063419,-0.034967724921344964,0.011808695119984404,0.4458874458874459
과매도프록시,lv60,+skew60,5,전체,644,0.0973742330232053,-0.018169982853711696,-0.02491002346478219,-0.01119437924449185,0.35248447204968947
과매도프록시,lv60,+skew60,5,강세,297,0.10685989461620264,-0.01905875500676827,-0.027550665546541772,-0.01243148424363945,0.31986531986531985
과매도프록시,lv60,+skew60,5,조정,56,0.11959993681817584,-0.027748500974430507,-0.04006252628328193,-0.013448552945451867,0.25
과매도프록시,lv60,+skew60,5,반등,60,0.09034931710241215,-0.014803817123470278,-0.037394989709114326,0.004713292691927981,0.4166666666666667
과매도프록시,lv60,+skew60,5,약세,231,0.08161498648471624,-0.015579539561921348,-0.02866594982072718,-0.0012689675290061915,0.4025974025974026
과매도프록시,lv60,+price_lvl,5,전체,644,0.0973742330232053,-0.008942767999822673,-0.02154148901304986,0.006159540182391938,0.4720496894409938
과매도프록시,lv60,+price_lvl,5,강세,297,0.10685989461620264,0.00364854017255177,-0.013879958688308845,0.020101810596473774,0.5050505050505051
과매도프록시,lv60,+price_lvl,5,조정,56,0.11959993681817584,-0.021307746030095078,-0.06634254548155329,0.01806662676429866,0.3392857142857143
과매도프록시,lv60,+price_lvl,5,반등,60,0.09034931710241215,-0.00237467017007049,-0.01872613322855812,0.026765661024597997,0.48333333333333334
과매도프록시,lv60,+price_lvl,5,약세,231,0.08161498648471624,-0.02384002179759361,-0.046873755399339495,-0.0021204078761022263,0.4588744588744589
과매도프록시,lv60,+lv20,20,전체,629,0.1348209462635672,0.004734985988387542,0.0005939530990008377,0.009370405030235979,0.5802861685214626
과매도프록시,lv60,+lv20,20,강세,297,0.15899264035615587,0.0023720525205136126,-0.004057667848475864,0.009680612672130922,0.5387205387205387
과매도프록시,lv60,+lv20,20,조정,56,0.09502359066412858,0.0035156525618779506,-0.007241583502650036,0.012005045206486093,0.5535714285714286
과매도프록시,lv60,+lv20,20,반등,48,0.11655914246910352,0.0047471721675355905,-0.002837061801834541,0.0150768948415648,0.5
과매도프록시,lv60,+lv20,20,약세,228,0.11695351358902328,0.008109937634194504,0.002618049460793331,0.013167518365482401,0.6578947368421053
과매도프록시,lv60,+rv21,20,전체,629,0.1348209462635672,0.005044416994213235,0.0008590365484817113,0.00978050234282472,0.5850556438791733
과매도프록시,lv60,+rv21,20,강세,297,0.15899264035615587,0.002947882780033556,-0.003307780520627048,0.010079060713274805,0.5521885521885522
과매도프록시,lv60,+rv21,20,조정,56,0.09502359066412858,0.004036194776920881,-0.005880221456046416,0.012299246922634071,0.5535714285714286
과매도프록시,lv60,+rv21,20,반등,48,0.11655914246910352,0.004204730570798892,-0.003703124721362119,0.013895960832845495,0.5
과매도프록시,lv60,+rv21,20,약세,228,0.11695351358902328,0.008199838284141414,0.0029999078894214796,0.013240428004599625,0.6535087719298246
과매도프록시,lv60,+to20,20,전체,629,0.1348209462635672,0.014947501663355815,0.00885957360374245,0.022190736495563988,0.6724960254372019
과매도프록시,lv60,+to20,20,강세,297,0.15899264035615587,0.02903275478421359,0.020918467785876464,0.03743249804334988,0.7744107744107744
과매도프록시,lv60,+to20,20,조정,56,0.09502359066412858,0.006498590594204434,-0.013055076380285522,0.021475519254433455,0.6607142857142857
과매도프록시,lv60,+to20,20,반등,48,0.11655914246910352,-0.009566561146126357,-0.03298151518269999,0.00922417314910698,0.5416666666666666
과매도프록시,lv60,+to20,20,약세,228,0.11695351358902328,0.0038356326187631105,-0.006137992200898217,0.013553250569758722,0.5701754385964912
과매도프록시,lv60,+nh252,20,전체,629,0.1348209462635672,-0.002467478482778336,-0.011875064826990116,0.006367879465659919,0.4594594594594595
과매도프록시,lv60,+nh252,20,강세,297,0.15899264035615587,0.005240316399809331,-0.008495192494509696,0.01817453386688184,0.5286195286195287
과매도프록시,lv60,+nh252,20,조정,56,0.09502359066412858,0.022533662424302908,0.0012694514301719508,0.05383610331198156,0.5892857142857143
과매도프록시,lv60,+nh252,20,반등,48,0.11655914246910352,-0.008619405369149772,-0.027904725187445547,0.010867866174899259,0.3958333333333333
과매도프록시,lv60,+nh252,20,약세,228,0.11695351358902328,-0.017353384098476834,-0.033054321132088844,-0.0012956294764329477,0.3508771929824561
과매도프록시,lv60,+dlow252,20,전체,629,0.1348209462635672,-0.03271558160112264,-0.041806556211217344,-0.02403715273359007,0.2702702702702703
과매도프록시,lv60,+dlow252,20,강세,297,0.15899264035615587,-0.04475723323990054,-0.05927988980645178,-0.030200115161097274,0.23232323232323232
과매도프록시,lv60,+dlow252,20,조정,56,0.09502359066412858,-0.03699838471858046,-0.05823429006348302,-0.0168592628153506,0.19642857142857142
과매도프록시,lv60,+dlow252,20,반등,48,0.11655914246910352,-0.032006176401071305,-0.05094113060473063,-0.015255995656761874,0.20833333333333334
과매도프록시,lv60,+dlow252,20,약세,228,0.11695351358902328,-0.016127177821770852,-0.02831474498170376,-0.005260955880589138,0.3508771929824561
과매도프록시,lv60,+mom12_1,20,전체,629,0.1348209462635672,-0.027142576588517695,-0.045153979069726215,-0.008630178159491924,0.3179650238473768
과매도프록시,lv60,+mom12_1,20,강세,297,0.15899264035615587,-0.028166540052231896,-0.0512837029320475,-0.0024437000554087913,0.2962962962962963
