name,family,h,n,filled,win2x,loss30,top2_to_cash,kospi_weight,net,net_lo,net_hi,excess,excess_lo,excess_hi,delta_base,delta_base_lo,delta_base_hi,delta_amount,delta_amount_lo,delta_amount_hi,delta_base_excess,delta_base_excess_lo,delta_base_excess_hi,delta_2024,n_2024,delta_2025,n_2025,delta_2026,n_2026,batch_simultaneous_lo,batch_simultaneous_hi
diversify_0.7,construction,120,20,19.95,0.08750000000000001,0.19,0.08484108196811072,0.35750000000000004,0.2822056420216248,0.061503742053215384,0.5257016724953394,0.11281397459618567,0.020236247423167687,0.2080778635383801,-0.02649575703682756,-0.04826274671758182,-0.008164593515653523,-8.150879591188598e-06,-0.10199292903212813,0.12897883593001316,-0.02221257560796119,-0.04272957642130523,-0.00596958637470765,-0.018536899105866197,5,-0.015727146314925503,12,-0.0828349631427047,3,-0.21913855997352355,0.16614704589986845
diversify_0.85,construction,120,20,19.95,0.0875,0.17750000000000002,0.0938827737675801,0.37499999999999994,0.29964851954589733,0.07569438218890195,0.5409700858908068,0.12715495181225783,0.028561247434020054,0.21994960940903371,-0.009052879512555009,-0.02037819278829787,-0.0008785192050835458,0.017434726644681355,-0.0945145870349235,0.1465107321763367,-0.007871598391889069,-0.017954975436528263,-0.0008785192050835458,0.0,5,-0.01362393384578577,12,-0.005856794700556972,3,-0.201695682449251,0.183589923424141
delay_5,entry_timing,120,20,20.0,0.0975,0.195,0.11120333457314306,0.38249999999999995,0.3402644121916984,0.0955016003372699,0.5995023071683127,0.1692514810883272,0.05693847033226006,0.28572992821775967,0.03156301313324607,-0.01493286789094641,0.08083418012310992,0.05805061929048242,-0.059670618973080077,0.21419141782418988,0.03422493088418032,0.0030495870484241894,0.06988342349199361,0.07088251576303223,5,0.048619561064887185,12,-0.1021956829762954,3,-0.16107978980344995,0.22420581606994205
delay_10,entry_timing,120,20,20.0,0.1075,0.1775,0.10927073928432307,0.38249999999999995,0.34095727139213566,0.0976900414177401,0.59963147143568,0.1612706411472878,0.046727643539188714,0.2861294109479108,0.03225587233368331,-0.012558526070629225,0.08785137124732154,0.058743478490919675,-0.059670459719561815,0.22025835008045022,0.026244090943140935,-0.012712225036695298,0.07885713365132054,0.04618686386651065,5,0.04515741134072319,12,-0.04256860291585512,3,-0.16038693060301268,0.22489867527037932
base_beta_near,baseline,180,17,20.0,0.16176470588235295,0.19705882352941176,0.21144030908303868,0.39117647058823524,0.5182461363436515,0.19871173493850317,0.8346113076775432,0.19777454226713895,0.08135655958118167,0.3124890253372089,0.0,0.0,0.0,-0.01679431154202243,-0.14741253855081352,0.11382391546676865,0.0,0.0,0.0,0.0,5,0.0,12,,0,,
base_amount,baseline,180,17,20.0,0.13529411764705884,0.12941176470588237,0.2788575332025793,0.8441176470588236,0.535040447885674,0.3031338617122074,0.7669470340591406,-0.03686483474627029,-0.21934234234111286,0.15636256767940282,0.01679431154202243,-0.11382391546676865,0.14741253855081352,0.0,0.0,0.0,-0.23463937701340923,-0.49609732444847504,0.01942308709999192,0.011228453364991519,5,0.01911341911578532,12,,0,,
base_R1_amount,baseline,180,17,20.0,0.1411764705882353,0.19411764705882353,0.2647118861895833,0.5029411764705882,0.5527467312386406,0.3018319557714707,0.8026661002752148,0.14058079589549474,0.10193756134716066,0.17917290011114284,0.03450059489498907,-0.06148203281041586,0.1273208476276553,0.017706283352966645,-0.1195090236780592,0.15435878866512484,-0.057193746371644184,-0.15917212662934957,0.045588272738549776,0.04717667006076533,5,0.029218896909248972,12,,0,,
up_capture,market_response,180,17,20.0,0.10294117647058823,0.29411764705882354,0.015383164848089551,0.3205882352941177,0.25858968477023353,-0.00993731256938585,0.523781072276106,-0.03793559274192604,-0.2267601371500331,0.150888951666181,-0.25965645157341805,-0.45388564998016784,-0.06693365641081281,-0.2764507631154405,-0.5235717526889522,-0.04112623818717754,-0.23571013500906504,-0.4183605656675223,-0.05610533857782019,-0.13334539788469096,5,-0.31228605727705433,12,,0,,
asymmetry,market_response,180,17,19.941176470588236,0.05588235294117647,0.3470588235294118,-0.11112729292964729,0.31176470588235294,0.06861050703460281,-0.0983306606442141,0.23565615039477747,-0.2376710726598897,-0.4224293276646109,-0.05501286169825987,-0.4496356293090487,-0.7000427612383782,-0.20572702551491495,-0.4664299408510711,-0.7314404836645935,-0.21050778366821246,-0.43544561492702866,-0.6596230558959718,-0.22360964307596187,-0.20314441166338604,5,-0.5523403033280748,12,,0,,
downside_filter,market_response,180,17,20.0,0.05294117647058824,0.31764705882352945,-0.1014600558986599,0.3205882352941177,0.10730194552725203,0.028877630121515025,0.19117890682721697,-0.217539175142252,-0.3850581816253021,-0.05040188341710139,-0.4109441908163995,-0.6782317004386921,-0.14342596715961434,-0.42773850235842187,-0.6593600950015424,-0.20780439300668252,-0.41531371740939094,-0.6762510858134929,-0.15112632040503662,-0.1752065802147483,5,-0.5091681952337541,12,,0,,
resilience,market_response,180,17,20.0,0.12058823529411763,0.26176470588235295,0.0400023206061951,0.3441176470588236,0.32285600508102563,0.17836309220765667,0.4562409670686594,0.017101194933267196,-0.08440163720966855,0.11018376463526196,-0.195390131262626,-0.3886101491717665,-0.002868771328121201,-0.2121844428046484,-0.34339858441906984,-0.08166753440437262,-0.18067334733387178,-0.3585705417616846,-0.0027761529060589198,-0.07689784045041706,5,-0.24476191910104636,12,,0,,
relative_resilience,market_response,180,17,19.941176470588236,0.08529411764705884,0.34411764705882353,-0.08446882227915334,0.2588235294117647,0.11244831662195276,0.046840746983305453,0.17718183844904528,-0.18262229740750793,-0.3205561065947306,-0.03657799834229493,-0.4057978197216987,-0.6738578080250242,-0.12819221066184538,-0.4225921312637212,-0.619473719154663,-0.2257105433727795,-0.3803968396746469,-0.6347445256719597,-0.12384124385817834,-0.19315685633593693,5,-0.49439822113243287,12,,0,,
steady60,trend_quality,180,17,20.0,0.14117647058823532,0.17647058823529413,0.23123532015199916,0.49411764705882355,0.5195539623721361,0.24075309266230338,0.7982455128314735,0.14555663175866607,0.07311621606240419,0.2183169826906323,0.0013078260284844717,-0.06567928376755636,0.06670258217502899,-0.015486485513537955,-0.1447202954825966,0.11368835748788433,-0.0522179105084729,-0.1186620584969342,0.014335435175732733,-0.02020430068264236,5,0.010271212158120657,12,,0,,
steady126,trend_quality,180,17,20.0,0.15588235294117647,0.16470588235294117,0.3014271684534235,0.5294117647058824,0.5924188187926747,0.3258102682286321,0.8553964375362709,0.18063260777285436,0.10344527082609753,0.25781994471961106,0.07417268244902298,-0.07075766374165726,0.2181779362982688,0.05737837090700055,-0.1300794615808242,0.24093681386944135,-0.01714193449428462,-0.12056100577995604,0.09539832446587357,0.09699172305815151,5,0.06466474886188607,12,,0,,
efficient,trend_quality,180,17,20.0,0.14411764705882354,0.20588235294117646,0.18591282061073744,0.37941176470588234,0.5015200983677639,0.19552611874414855,0.8075140779913792,0.17548480533781166,0.07505568633371773,0.2766142886833497,-0.016726037975887693,-0.08444499477819419,0.04737538881392781,-0.033520349517910136,-0.16928738028552637,0.1022466812497061,-0.0222897369293273,-0.10274289513627444,0.05001296953495663,-0.04651081438005757,5,-0.0043157144741502685,12,,0,,
drift,trend_quality,180,17,20.0,0.1676470588235294,0.2235294117647059,0.21617541396368356,0.4029411764705882,0.5642305875679716,0.25869959618448224,0.8553259413046096,0.22161781437986283,0.10166352928003534,0.3400495167340594,0.045984451224319975,-0.05978877322305334,0.14435796332588743,0.02919013968229755,-0.13536286578777906,0.19202138435340046,0.023843272112723902,-0.0668268673458108,0.10084357894106821,0.04989933845208717,5,0.0443532482127503,12,,0,,
small_losses,trend_quality,180,17,20.0,0.09411764705882353,0.10294117647058822,0.22168348220283915,0.6764705882352942,0.5319181852057734,0.22262688675917966,0.840522402928265,0.07904179274360984,-0.0558562412999657,0.21248502798109214,0.013672048862121807,-0.18344822178434056,0.20704956127144633,-0.003122262679900639,-0.2387410653398529,0.23177113868598756,-0.11873274952352908,-0.2729415870390528,0.033959192174092594,-0.019271381436698598,5,0.027398478153296935,12,,0,,
quiet_recent,trend_quality,180,17,20.0,0.07647058823529412,0.09705882352941175,0.17907504054537982,0.6588235294117648,0.3881327547239976,0.23628119073775283,0.5399843187102426,-0.0678963551218682,-0.200688042689436,0.06805791198463385,-0.1301133816196539,-0.35787424419852615,0.09764748095921838,-0.14690769316167637,-0.3453662063556465,0.051672213619804015,-0.2656708973890072,-0.4923293315325265,-0.03711863294868827,-0.019907262979652108,5,-0.17603259771965465,12,,0,,
repeated_high,trend_persistence,180,17,20.0,0.16176470588235295,0.19411764705882353,0.26054822596106314,0.4323529411764706,0.5886206487939954,0.24356086277837474,0.9336804348096158,0.21247209670326525,0.07810357954960458,0.3471859402469905,0.07037451245034373,-0.0534489087588164,0.19348719614577187,0.0535802009083213,-0.1528086530187871,0.25996905483542976,0.014697554436126307,-0.04576017162913998,0.0749112609573164,-0.06118715298647622,5,0.12519187304901871,12,,0,,
price_nearness,trend_persistence,180,17,20.0,0.1852941176470588,0.2088235294117647,0.27916191843439164,0.41764705882352937,0.605010060783814,0.24395397899115992,0.9532896597698842,0.2642780766469497,0.12493683067385618,0.4032191914242391,0.08676392444016244,-0.006752227474762954,0.18866595923447818,0.06996961289814002,-0.07836054668682328,0.21512918359826277,0.06650353437981078,-0.031041721668535666,0.17247739551526334,0.022850926519788595,5,0.1133943402403182,12,,0,,
multi_horizon,trend_persistence,180,17,20.0,0.12941176470588237,0.22941176470588234,0.12347008327634935,0.3382352941176471,0.4293729542090213,0.1443086099130251,0.7075024305688297,0.11887992160993678,0.040521523621895955,0.1972383195979776,-0.08887318213463022,-0.1444505826598127,-0.033295781609447773,-0.10566749367665268,-0.20612205339698986,-0.005933461203426395,-0.07889462065720218,-0.13058628740313685,-0.027202953911267494,-0.12164503308223007,5,-0.07521824423979699,12,,0,,
accelerating,trend_persistence,180,17,20.0,0.13529411764705881,0.2588235294117647,0.09788427837570841,0.3441176470588236,0.3604509360737277,0.178989603389305,0.5417925208238519,0.04460567716793989,-0.004471045730645767,0.0940168430702687,-0.15779520026992383,-0.30013296557485386,-0.013389125020164695,-0.1745895118119463,-0.24016274858837694,-0.1090162750355156,-0.15316886509919905,-0.28590288443895573,-0.0189253267900112,0.028944633061695958,5,-0.2356034641580987,12,,0,,
squeeze_then_strength,price_volume_sequence,180,17,19.88235294117647,0.0411764705882353,0.3,-0.11052456276845292,0.2970588235294118,0.034669201132059305,-0.008162716803486512,0.07726233775334249,-0.2845135544278981,-0.4688588945559223,-0.09051072252957507,-0.48357693521159234,-0.7746078503301075,-0.17585660385969534,-0.5003712467536148,-0.7125414798988876,-0.28805546679094574,-0.4822880966950371,-0.774665023910072,-0.18170069226523275,-0.27412260342788297,5,-0.5708495734548045,12,,0,,
squeeze_in_leaders,price_volume_sequence,180,17,20.0,0.08529411764705884,0.2441176470588235,0.02727138650384689,0.39117647058823524,0.3050547849108558,0.09772146035187221,0.5123881094698394,-0.029967702390068133,-0.15722629962571186,0.09725341437152984,-0.2131913514327958,-0.3876334366363931,-0.0390254614227572,-0.2299856629748182,-0.41548993777335547,-0.047690694003868474,-0.2277422446572071,-0.40259375414533605,-0.055451841873925,-0.1626260787007709,5,-0.23426021507113948,12,,0,,
tight_now,price_volume_sequence,180,17,20.0,0.10588235294117647,0.2117647058823529,0.04834626438515464,0.3382352941176471,0.32268468059363764,0.14742648745695364,0.49794287373032164,-0.0006884857094508985,-0.052810657115151226,0.051433685696249426,-0.1955614557500139,-0.3665069338054658,-0.02168925745749824,-0.21235576729203634,-0.3389257184782933,-0.08637847373232957,-0.19846302797658988,-0.33352510993513673,-0.05900172219210219,-0.1216627988107348,5,-0.22635256280804686,12,,0,,
dry_then_strength,price_volume_sequence,180,17,19.941176470588236,0.061764705882352944,0.25882352941176473,-0.03780701699645205,0.35000000000000003,0.14442838656264687,0.025469831919274027,0.26338694120601974,-0.19297532302163237,-0.31577048803637897,-0.057503396571814025,-0.3738177497810047,-0.5932207931272805,-0.13158296893743526,-0.3906120613230271,-0.516567066697178,-0.2646570559488762,-0.3907498652887713,-0.6324843513580191,-0.14647014170358477,-0.21474688571090406,5,-0.44009727647687996,12,,0,,
dry_in_leaders,price_volume_sequence,180,17,20.0,0.06470588235294118,0.23529411764705882,-0.024972848973910805,0.2970588235294118,0.1333542352490291,-6.820313872505058e-05,0.2592419904558212,-0.15838443232209423,-0.22787149310185906,-0.08988455768118599,-0.38489190109462246,-0.5757822862971984,-0.18086447452223575,-0.4016862126366449,-0.5142663406572696,-0.2891060846160203,-0.3561589745892332,-0.5344538325043661,-0.1744210651283816,-0.19733628173859194,5,-0.46304007582630197,12,,0,,
dry_now,price_volume_sequence,180,17,20.0,0.05588235294117648,0.22647058823529415,-0.052998756511494674,0.2647058823529412,0.12516672603535503,0.0033367569494275255,0.24661086488803133,-0.15899355564282208,-0.2554772310199609,-0.06250988026568333,-0.39307941030829646,-0.599187889264708,-0.18697093135188497,-0.40987372185031895,-0.5310190607089083,-0.2912253857229684,-0.3567680979099611,-0.5496513678776743,-0.162412028533257,-0.17484122944867414,5,-0.48401198566647247,12,,0,,
restart,price_volume_sequence,180,17,20.0,0.11470588235294119,0.21764705882352942,0.1258487546819922,0.37058823529411766,0.4012414366780128,0.11099124503454363,0.6847947290268704,0.06333515516859575,-0.054633994836937816,0.18081136499405728,-0.11700469966563878,-0.23265545224790446,-0.004754938161662427,-0.13379901120766122,-0.30390586159641947,0.035275129537553594,-0.1344393870985432,-0.23626859846086473,-0.035549337867441466,-0.12908203308559849,5,-0.11197247740732225,12,,0,,
firm_close,price_volume_sequence,180,17,20.0,0.14411764705882354,0.19411764705882353,0.22984307650673177,0.4411764705882353,0.5117881799127774,0.2764299949200761,0.7471463649054786,0.14651162606174384,0.10655398145622372,0.18832679178093067,-0.00645795643087422,-0.10715551696674964,0.09452065984894135,-0.023252267972896645,-0.10270793909110726,0.055521104953014634,-0.05126291620539515,-0.16022784787136743,0.06135042349352071,0.04185419138986455,5,-0.026588018022848704,12,,0,,
pullback_dry,conditional_universe,180,17,20.0,0.07647058823529411,0.23823529411764705,-0.011136439410963707,0.25882352941176473,0.20120422680547725,0.01057042101493312,0.3922056901264237,-0.09504276690112234,-0.17324937974068552,-0.015130417072769239,-0.31704190953817435,-0.4717440784458264,-0.1622838110259144,-0.33383622108019684,-0.3913603706331863,-0.2758295416230342,-0.29281730916826126,-0.43219630775340045,-0.15307336956321216,-0.18432026088706235,5,-0.3723425964761376,12,,0,,
pullback_rebound,conditional_universe,180,17,20.0,0.0911764705882353,0.25588235294117645,-0.000691109254538104,0.3764705882352941,0.2728340516097455,0.13642381884586224,0.4075378142858274,-0.0599550028654267,-0.15733307298751628,0.03853161379232532,-0.24541208473390608,-0.4341063566985398,-0.04640609149772896,-0.26220639627592845,-0.41163816771027406,-0.11277462484158296,-0.25772954513256563,-0.453164172349422,-0.04515107804685156,-0.13663722025008962,5,-0.2907349449354962,12,,0,,
leaders_only,conditional_universe,180,17,20.0,0.15,0.17647058823529416,0.25718082228955613,0.43823529411764706,0.5700081932784702,0.303201645795647,0.8368147407612934,0.21464231072652074,0.12968178521199164,0.29960283624104994,0.051762056934818626,-0.05065675591429074,0.14874092302642572,0.034967745392796186,-0.10095083384321069,0.17092702687233619,0.016867768459381812,-0.07363260510935896,0.10069745568954,0.09726238850507166,5,0.032803585447213186,12,,0,,
large_only,conditional_universe,180,17,20.0,0.13823529411764707,0.12352941176470589,0.3277150496138318,0.6676470588235294,0.5990654570493755,0.354645705001006,0.830332031270499,0.13495382790597385,0.10006009087503094,0.17176282885401176,0.08081932070572397,-0.019741400615922375,0.17836431572796285,0.06402500916370153,-0.05517981586925841,0.18322983419666147,-0.0628207143611651,-0.18628568238651044,0.0642952916609615,0.16347726488051645,5,0.046378510632893756,12,,0,,
mid_only,conditional_universe,180,17,20.0,0.13823529411764707,0.24705882352941172,0.07485231301312942,0.3088235294117647,0.4075185721148333,0.10352703267767174,0.7115101115519948,0.131041136432303,-0.0110395802910129,0.2744072091852039,-0.11072756422881826,-0.1730780691941525,-0.048377059263484005,-0.1275218757708407,-0.25234993752021395,-0.0026223561253494025,-0.06673340583483595,-0.12863124864872588,-0.011989809253941757,-0.13121455766668602,5,-0.10219131696304003,12,,0,,
kospi_only,conditional_universe,180,17,20.0,0.13529411764705884,0.12352941176470586,0.31134781674566386,1.0,0.5820486593577532,0.3986265434287257,0.765336998302773,-0.06833990549232126,-0.20589355371259283,0.06921374272795033,0.06380252301410166,-0.11318489383872832,0.24054891070646575,0.04700821147207925,-0.13114729075217735,0.22516371369633584,-0.2661144477594602,-0.5118050042085427,-0.01657601791748968,0.10841614197080471,5,0.04521351511547542,12,,0,,
kosdaq_only,conditional_universe,180,17,20.0,0.11176470588235293,0.25,0.05603691143064728,0.0,0.34457007040245385,-0.002311761899782006,0.6887152716041973,0.1623391247156374,-0.05038440688845062,0.3768562076562793,-0.17367606594119767,-0.27415127047003446,-0.07487308533942405,-0.19047037748322007,-0.37006672703139004,-0.012335367492013615,-0.03543541755150154,-0.15026253156651878,0.07942450150243788,-0.22492596288678413,5,-0.15232194221386997,12,,0,,
up_market_only,conditional_universe,180,17,12.941176470588236,0.09411764705882353,0.1264705882352941,0.17717169779704833,0.30000000000000004,0.35484137923860204,0.04026243655913502,0.6570412792650225,0.03949518113304169,-0.02321107087284839,0.10738155011086001,-0.1634047571050495,-0.2744773039944496,-0.05233221021564953,-0.18019906864707197,-0.37233237737271063,0.011871287339374773,-0.15827936113409727,-0.27027584136314253,-0.046282880905051976,-0.17498678238719445,5,-0.15857891323748916,12,,0,,
quiet_gate_leaders,conditional_universe,180,17,20.0,0.08529411764705884,0.06764705882352942,0.20152666501546102,0.7588235294117648,0.46959606431885165,0.2437452274844566,0.6954913381438408,-0.021892614030314603,-0.11960868033686314,0.07320351240564389,-0.04865007202479984,-0.23121244089253612,0.12297848259743414,-0.06544438356682228,-0.2575452771298466,0.12070878431859784,-0.21966715629745354,-0.39461466709799814,-0.04038774423183205,-0.07758780388719735,5,-0.03659268374880087,12,,0,,
slots_10,construction,180,17,10.0,0.1647058823529412,0.22941176470588234,0.10438539646178338,0.37058823529411766,0.5355883494322294,0.14568409509030558,0.9203767456033554,0.21062576853761783,0.05181271813438491,0.36765243300742606,0.017342213088577817,-0.06644764135561244,0.10212967795268595,0.0005479015465553934,-0.17300265704841455,0.17043725714800514,0.01285122627047884,-0.06197019094782895,0.09327119734946476,-0.08487688115696407,5,0.05993350235755362,12,,0,,
slots_40,construction,180,17,40.0,0.1264705882352941,0.20588235294117646,0.24651797781638507,0.42058823529411765,0.4387918329785757,0.19139252664647077,0.6861911393106807,0.100180426928431,0.008856667049692254,0.19153080982835943,-0.07945430336507583,-0.1982062002775869,0.03688665260745193,-0.09624861490709828,-0.23724933768974518,0.04450708775909689,-0.09759411533870796,-0.19551446316042026,0.00036394037915398684,-0.022448980776352313,5,-0.1032065211103773,12,,0,,
diversify_0.7,construction,180,17,20.0,0.14411764705882354,0.19705882352941176,0.18171122356557615,0.3647058823529412,0.49210493485115864,0.19558886220779179,0.7886210074945255,0.17581502236759802,0.07047405340601248,0.2792393981597353,-0.02614120149249295,-0.058480642832809786,0.0060908121048561135,-0.04293551303451537,-0.1579986636879215,0.07250693615786398,-0.021959519899540952,-0.044719336717358005,-7.91626440608719e-05,-0.020982008194409634,5,-0.02829086536669433,12,,0,,
diversify_0.85,construction,180,17,20.0,0.1558823529411765,0.2,0.199720876751875,0.38235294117647056,0.500175948126204,0.19295629486680735,0.8073956013856007,0.18232454724450534,0.07213563763073286,0.2914702338476737,-0.018070188217447568,-0.036140376434895136,0.0,-0.034864499759469994,-0.16205906015227037,0.09346284869850016,-0.015449995022633608,-0.030899990045267216,0.0,0.0,5,-0.025599433308050718,12,,0,,
delay_5,entry_timing,180,17,20.0,0.16764705882352945,0.1911764705882353,0.22418180985153496,0.39117647058823524,0.5433229393927574,0.2602939182138524,0.8247455645970657,0.21178726135738501,0.1148924811826401,0.30868204153212986,0.02507680304910589,-0.02852686520666015,0.07991452005994089,0.008282491507083456,-0.0853677304449314,0.09790445431719838,0.01401271909024605,-0.010205356312900007,0.03977246998055767,0.08402697406290191,5,0.0005142317933575502,12,,0,,
delay_10,entry_timing,180,17,20.0,0.1676470588235294,0.18529411764705883,0.21200473089426003,0.39117647058823524,0.5173173209759231,0.263282873871835,0.7695028960568586,0.18321635318908147,0.07457762333190837,0.29185508304625457,-0.0009288153677284926,-0.07359070286869397,0.07269473277029535,-0.017723126909750923,-0.1319864231432551,0.09296790072802605,-0.01455818907805749,-0.07323624448023218,0.04412191332105254,0.07399394853289326,5,-0.032146633659654214,12,,0,,
